,ACCT_ID_M,DIRECT_DEBIT_FLAG,NUM_PAYMENT_CHALLENGED_6M,NUM_REFUNDS_3M,CHANNEL_PAY_APOST_12M,CHANNEL_PAY_BPAY_12M,CHANNEL_PAY_BPOINT_12M,CHANNEL_PAY_DD_SAVING_12M,CHANNEL_PAY_DD_CREDIT_12M
725043,10912161,1,0,0,0,0,0,6,0
1490846,22565641,0,0,0,0,3,1,0,0
1487869,25527107,0,0,0,0,0,0,0,0
317927,11430697,0,0,0,0,4,2,0,0
941115,18404151,0,0,0,0,4,0,0,0
2142750,1227981,0,0,0,0,3,0,0,0
2063457,20666675,0,0,0,0,0,3,0,0
219752,9599535,0,0,0,30,0,0,0,0
113315,24343567,0,0,0,1,1,0,0,0
1006588,11047759,0,0,0,0,2,4,0,0
1989255,16838749,0,0,0,0,4,0,0,0
1037965,7493265,0,0,0,0,24,0,0,0
832881,14816057,1,0,0,0,0,0,6,0
2187546,23800361,0,0,0,0,0,3,0,0
305391,15636439,0,0,0,0,0,4,0,0
1301376,10141501,0,0,0,0,4,0,0,0
1421545,24639209,0,0,0,0,0,1,0,0
911504,16979303,0,0,0,0,6,0,0,0
519492,19387771,0,0,0,0,29,0,0,0
2312770,25397063,1,0,0,0,0,0,0,1
893827,8307931,0,0,0,0,2,0,2,0
1859169,20160195,0,0,0,0,6,0,0,0
205111,24173469,0,0,0,0,2,3,0,0
1382760,18828737,0,0,0,0,0,4,0,0
1114403,12937125,1,0,0,0,0,0,0,4
546219,13484317,0,0,0,1,3,0,0,0
204302,24717263,0,0,0,0,4,0,0,0
2224915,23036261,0,0,0,0,5,0,0,0
1356585,16223453,0,0,0,0,27,0,0,0
1041378,16351739,0,0,0,0,4,0,0,0
1630976,5552289,0,0,0,0,26,0,0,0
90894,21887057,0,0,0,0,0,1,0,0
1565647,19312433,0,0,0,0,6,0,0,0
196296,21440519,0,0,0,0,32,0,0,0
742578,24836359,0,0,0,0,1,0,0,0
177809,18291959,0,0,0,0,9,1,0,0
1892173,22683351,0,0,0,0,4,0,0,0
1192575,24463367,1,0,0,0,0,0,4,0
1854926,24836201,0,0,0,0,0,0,0,0
747828,2627859,0,0,0,0,0,12,0,0
1316773,21073093,1,0,0,0,0,0,4,0
2215022,7828345,0,0,0,0,4,0,0,0
611744,12165289,0,0,0,0,6,0,0,0
1177379,24633457,1,0,0,0,0,0,1,0
1383681,15519081,0,0,0,0,6,0,0,0
1653866,24478527,0,0,0,0,0,2,0,0
1138619,23838367,0,0,0,0,24,0,0,0
421772,23442459,1,0,0,0,0,0,4,0
1805991,17010365,1,0,0,0,0,0,3,0
404179,24554093,1,0,0,0,0,0,4,0
161886,14838625,0,0,0,4,0,0,0,0
991205,24683923,1,0,0,0,0,1,1,0
2104436,9229565,1,0,0,0,0,0,0,4
427876,5357691,1,0,0,0,0,0,0,4
1783792,24277509,1,0,0,0,0,0,3,0
229600,7027867,0,0,0,0,26,0,0,0
1103723,25426429,0,0,0,0,0,0,0,0
2002288,25002491,0,0,0,0,0,0,0,0
430984,11024515,0,0,0,0,1,4,0,0
38483,24200659,0,0,0,0,0,0,0,0
533838,24991419,0,0,0,0,0,3,0,0
2075201,23725305,0,0,0,0,1,3,0,0
164209,21516279,1,0,0,0,0,0,0,0
1147181,1834681,0,0,0,0,0,3,0,0
1349324,5623473,0,0,0,0,0,0,0,0
456339,4452653,1,0,0,0,0,0,4,0
280731,19471881,1,0,0,0,0,0,4,0
1231205,25110359,0,0,0,0,0,1,0,0
2123748,16451399,0,0,0,4,0,0,0,0
1869549,5864349,0,0,0,4,0,0,0,0
1047091,25340707,0,0,0,0,0,0,0,0
1876788,10415999,0,0,0,0,11,0,0,0
552873,23845247,1,0,0,0,0,0,4,0
1766675,8564447,0,0,0,0,0,1,0,0
1112037,14811263,1,0,0,0,0,0,4,0
657049,18308201,0,0,0,0,1,3,0,0
1993189,20270759,0,0,0,0,0,4,0,0
1535480,17862581,1,0,0,0,0,0,0,4
2227182,13535447,0,0,0,0,5,2,7,0
2051797,12832211,0,0,0,0,4,0,0,0
400531,22578881,1,0,0,0,0,0,4,0
1844842,9153689,0,0,0,1,2,1,0,0
1952219,12835899,0,0,0,0,4,0,0,0
905870,17037145,0,0,0,0,4,0,0,0
1189340,21648683,0,0,0,0,4,0,0,0
2144692,12484447,0,0,0,0,0,4,0,0
673072,21389671,0,0,0,0,51,0,0,0
1151157,2160003,0,0,0,4,0,0,0,0
1275242,9918231,0,0,0,3,1,0,0,0
2002063,23028499,0,0,0,0,0,6,0,0
101269,7513897,0,0,0,6,0,0,0,0
165772,24061249,1,0,0,0,0,1,4,0
685379,7399389,0,0,0,0,0,3,0,0
668060,6294651,0,0,0,0,4,0,0,0
358471,19827325,0,0,0,1,4,0,0,0
133874,17184241,1,0,0,0,0,0,0,0
489733,13741297,0,0,0,4,0,0,0,0
1107748,18801471,0,0,0,0,0,4,0,0
1202066,23956631,0,0,0,1,0,3,0,0
1261135,18511831,0,0,0,2,0,2,0,0
2063315,24369195,0,0,0,0,1,2,0,0
1556209,19168033,0,0,0,2,2,0,0,0
18998,24050655,1,0,0,0,0,0,0,3
1160805,23686025,0,0,0,0,4,0,0,0
2124700,21942257,0,0,0,0,0,4,0,0
494748,6689741,0,0,0,0,0,0,0,0
2131787,24913893,1,0,0,0,0,0,2,0
301741,6676033,1,0,0,0,0,0,0,4
1323566,24297727,0,0,0,0,0,3,0,0
1971649,3844625,0,0,0,28,0,0,0,0
994520,24684831,0,0,0,0,7,0,0,0
12693,2666013,0,0,0,0,4,0,0,0
821409,22009571,1,0,0,0,0,0,0,4
238048,17012689,1,0,0,0,0,0,0,5
1496215,3226381,1,0,0,0,0,0,24,0
703908,17523255,0,0,0,0,0,4,0,0
735907,23636039,0,0,0,0,0,3,0,0
243704,22205669,0,0,0,0,0,4,0,0
123112,20024149,0,0,0,0,0,5,0,0
2100881,11122425,1,0,0,0,0,0,0,6
1165253,12646785,0,0,0,0,12,0,0,0
628071,25600583,1,0,0,0,0,0,0,0
1703756,18108529,0,0,0,0,4,0,0,0
2245159,10802265,0,0,0,0,6,0,0,0
2163166,22584185,1,0,0,0,0,4,0,0
1131514,17379127,0,0,0,0,0,4,0,0
505405,20069925,0,0,0,0,12,0,0,0
142498,19888707,0,0,0,0,0,4,0,0
987388,23589397,0,0,0,0,0,4,0,0
1256714,4548629,0,0,0,1,3,3,0,0
2197404,20561367,1,0,0,0,0,0,0,0
1730943,13009193,0,0,0,4,0,0,0,0
1598256,25147095,0,0,0,0,1,0,0,0
743325,18488325,0,0,0,0,0,4,0,0
2067337,20118853,0,0,0,0,4,0,0,0
931058,7646071,0,0,0,0,0,4,0,0
1095568,11470141,0,0,0,0,0,0,0,0
1912576,17946535,0,0,0,0,4,0,0,0
1313474,664613,1,0,0,0,0,0,0,4
120306,15645275,0,0,0,0,1,1,0,2
2269371,12192599,1,0,0,0,0,0,3,0
700651,25166805,0,0,0,0,6,0,0,0
957565,25191585,1,0,0,0,0,0,1,0
583804,8112637,1,0,0,0,0,0,12,0
1675424,20854307,0,0,0,0,16,0,0,0
436320,4206889,1,0,0,0,0,0,4,0
1862655,18137845,0,0,0,0,2,2,0,0
216687,21853569,0,0,0,0,3,1,0,0
122810,21856719,0,0,0,0,0,13,0,0
2294293,24872973,0,0,0,0,2,0,0,0
1166664,16840059,0,0,0,0,53,1,0,0
568961,20652013,0,0,0,0,22,0,0,0
239885,25397615,0,0,0,0,0,0,0,0
48435,16337681,0,0,0,0,0,4,0,0
2100786,22474767,0,0,0,0,0,4,0,0
2072285,22486213,0,0,0,0,4,0,0,0
430923,22726631,0,0,0,0,0,4,0,0
2267587,15864523,0,0,0,0,4,0,0,0
341187,10861975,0,0,0,4,0,0,0,0
468852,6758369,0,0,0,5,1,0,0,0
1542852,23987453,0,0,0,0,41,0,0,0
1131729,8410373,1,0,0,0,0,0,4,0
995789,7415461,1,0,0,0,0,0,0,12
1201741,21500247,0,0,0,4,0,0,0,0
1337862,20265939,1,0,0,0,0,1,0,3
1251584,25084839,0,0,0,0,1,1,0,0
252869,1118593,1,0,0,0,0,0,4,0
33611,7370687,0,0,0,0,25,0,0,0
2166056,23620997,1,0,0,0,0,0,3,0
416300,22473021,0,0,0,0,0,3,0,0
1641372,17274739,0,0,0,0,3,1,0,0
1844586,20959857,0,0,0,0,0,0,0,0
829601,25496359,1,0,0,0,0,0,0,0
1602616,20973499,0,0,0,1,0,3,0,0
2178484,21083081,0,0,0,0,4,0,0,0
1535321,13461863,0,0,0,0,4,0,0,0
468711,10850455,0,0,0,0,0,0,0,0
1096591,9211161,0,0,0,0,30,0,0,0
1593730,16635981,0,0,0,0,4,0,0,0
723681,22182803,0,0,0,0,4,0,0,0
1403841,3139589,0,0,0,4,0,0,0,0
814192,13618761,0,0,0,4,0,0,0,0
1249975,23479073,0,0,0,0,0,3,0,0
26369,21218737,0,0,0,0,0,4,0,0
1349087,20061091,0,0,0,0,4,0,0,0
1977075,2539773,0,0,0,0,0,4,0,0
2298591,23029257,0,0,0,0,0,4,0,0
2131870,24344865,0,0,0,0,0,3,0,0
305783,5655949,0,0,0,0,21,0,0,0
698545,23065805,0,0,0,0,0,4,0,0
150064,22902201,0,0,0,0,5,0,0,0
902583,22983497,0,0,0,0,4,0,0,0
1841780,22814101,0,0,0,0,0,4,0,0
88687,4512223,1,0,0,0,0,0,26,0
1357721,23383477,0,0,0,4,0,0,0,0
575961,1516849,0,0,0,4,0,0,0,0
460263,22779103,0,0,0,0,0,22,0,0
1374921,17399883,1,0,0,0,0,0,0,4
319937,21144185,0,0,0,1,0,3,0,0
1687398,1115275,0,0,0,0,4,0,0,0
1898752,9193459,0,0,0,0,4,0,0,0
1241456,19660785,0,0,0,0,0,4,0,0
2111155,23603851,0,0,0,0,0,4,0,0
1645074,20100915,0,0,0,0,0,4,0,0
2191727,16147319,0,0,0,0,4,0,0,0
529099,1076577,0,0,0,0,0,4,0,0
663656,25082817,1,0,0,0,0,0,0,0
433250,10313275,0,0,0,0,6,0,0,0
971501,8185627,1,0,0,2,0,0,3,0
2056529,23608129,0,0,0,0,0,15,0,0
2040600,23303749,0,0,0,0,0,4,0,0
438146,21222585,0,0,0,0,0,4,0,0
1949180,24921203,0,0,0,0,3,0,0,0
1940509,11168713,0,0,0,0,4,0,0,0
736096,24827239,1,0,0,0,0,1,1,0
2142725,19774309,0,0,0,0,4,2,0,0
826990,25214903,0,0,0,0,0,0,0,0
422798,23824687,0,0,0,3,10,0,0,0
703472,21837107,0,0,0,0,4,0,0,0
1363800,20005357,1,0,0,0,0,0,5,0
1328543,9499839,1,0,0,0,0,2,7,0
611191,15397561,1,0,0,0,0,0,26,0
2100262,21231431,0,0,0,0,0,4,0,0
126326,10415285,0,0,0,0,3,0,0,0
625833,24772983,0,0,0,0,0,1,0,0
2346643,19211851,1,0,0,0,0,0,0,4
182000,18801671,0,0,0,2,0,2,0,0
1026033,15076791,0,0,0,4,0,0,0,0
977308,7856595,0,0,0,0,4,0,0,0
1376191,23349307,0,0,0,0,3,0,0,0
724116,19289277,0,0,0,0,4,0,0,0
1004773,13260037,0,0,0,0,0,0,0,0
324637,16605235,1,0,0,0,0,0,0,4
53711,14410249,0,0,0,0,0,2,0,0
879902,24767207,0,0,0,0,1,0,0,0
1080619,15657123,1,0,0,0,0,0,4,0
1301073,17868919,1,0,0,0,0,0,0,26
482511,16956031,0,0,0,0,3,0,0,0
1755209,17119631,1,0,0,0,0,0,6,0
1557682,1676179,0,0,0,0,4,0,0,0
2087112,15427537,1,0,0,0,0,0,4,0
1332081,7199201,1,0,0,0,0,0,3,0
1401125,18413979,0,0,0,0,3,0,0,0
1016534,2794495,0,0,0,4,0,0,0,0
320959,12881859,0,0,0,0,0,6,0,0
297648,23597675,0,0,0,0,0,4,0,0
2080676,21384697,1,0,0,0,0,0,0,4
555983,1583347,0,0,0,0,0,0,0,0
1275140,4610943,0,0,0,0,12,0,0,0
1198220,6147411,1,0,0,0,0,0,0,26
533037,25471715,0,0,0,0,0,0,0,0
1204072,3062997,0,0,0,0,0,0,0,0
2337907,14650049,0,0,0,0,0,4,0,0
876999,17790817,0,0,0,0,4,0,0,0
349860,24263693,0,0,0,0,4,0,0,0
982420,4836389,1,0,0,0,0,0,4,0
1829788,16824073,0,0,0,0,6,0,0,0
1589691,10451039,0,0,0,0,4,0,0,0
1906151,15888021,0,0,0,0,3,0,0,0
1527079,21930285,0,0,0,0,0,6,0,0
1438307,11295335,0,0,0,0,0,7,0,0
2265297,2179155,0,0,0,0,4,0,0,0
1595954,23148947,0,0,0,0,4,0,0,0
412842,19863895,1,0,0,0,0,0,4,0
872783,17257565,1,0,0,0,0,0,4,0
1783882,23294345,0,0,0,0,0,3,0,0
257439,24052089,0,0,0,0,3,0,0,0
375063,20740475,0,0,0,0,0,4,0,0
138127,14090185,0,0,0,0,5,0,0,0
201310,18203869,0,0,0,0,4,0,0,0
421978,22818107,0,0,0,0,0,4,0,0
887003,22142035,0,0,0,0,6,0,0,0
1977154,6110791,0,0,0,4,0,0,0,0
1273106,12015043,0,0,0,4,0,0,0,0
1329193,11224459,0,0,0,4,0,0,0,0
929298,8625565,1,0,0,0,0,0,6,0
996664,7287145,0,0,0,26,0,0,0,0
281446,7997293,0,0,0,26,0,0,0,0
177218,20400565,0,0,0,4,0,0,0,0
1601481,3159347,1,0,0,0,0,0,0,4
1158951,24242367,0,0,0,0,5,0,0,0
230963,5796429,1,0,0,0,0,0,3,0
1323901,25144905,1,0,0,0,0,1,1,0
1655654,23419415,0,0,0,0,4,0,0,0
1906897,22446023,1,0,0,0,0,0,17,0
662903,25546895,0,0,0,0,0,0,0,0
1058464,15142725,0,0,0,1,3,0,0,0
1827763,7333941,0,0,0,26,0,0,0,0
1013708,24603303,0,0,0,2,0,0,0,0
1564398,19095419,1,0,0,0,0,0,0,6
191969,8859427,1,0,0,0,0,0,4,0
148954,25110865,0,0,0,0,0,0,0,0
783140,22290615,0,0,0,0,4,0,0,0
1949620,24392709,0,0,0,0,0,3,0,0
1864992,1153575,0,0,0,0,5,0,0,0
662881,23899459,0,0,0,0,6,0,0,0
1604913,15170325,0,0,0,3,0,0,0,0
685903,5952399,0,0,0,0,0,4,0,0
1288290,23310759,0,0,0,0,0,4,0,0
256938,24803995,0,0,0,0,1,0,0,0
1983221,24906049,0,0,0,0,1,0,0,0
2217869,2163467,0,0,0,4,0,0,0,0
251097,22379775,0,0,0,8,0,0,0,0
554563,24418317,0,0,0,0,2,0,0,0
2173378,22368539,0,0,0,0,0,4,0,0
2008307,9464363,1,0,0,0,0,0,4,0
584112,11846521,0,0,0,0,4,0,0,0
738306,23122743,0,0,0,0,5,0,0,0
2153652,4165693,0,0,0,0,4,0,0,0
1644210,20354267,0,0,0,0,4,0,0,0
1748111,24318489,0,0,0,0,0,3,0,0
1580294,23888283,0,0,0,0,1,3,0,0
1871029,4120559,1,0,0,0,0,0,0,4
2183843,18013497,0,0,0,0,4,0,0,0
2072306,15903999,0,0,0,0,3,0,0,0
253011,2908429,0,0,0,4,0,0,0,0
890595,12362969,1,0,0,0,0,0,4,0
498688,23368297,1,0,0,0,0,3,0,0
345931,7509653,1,0,0,0,0,0,4,0
275687,24290341,0,0,0,0,0,3,0,0
1144049,3251885,1,0,0,0,0,0,0,4
786441,13620099,1,0,0,0,0,0,0,4
289866,12795683,0,0,0,0,6,0,0,0
96730,5864293,0,0,0,0,0,0,0,0
578693,21820613,0,0,0,0,0,4,0,0
789192,24642945,0,0,0,0,2,0,0,0
1151362,13787781,0,0,0,0,4,0,0,0
60876,6568737,1,0,0,0,0,0,0,4
1136417,3057649,1,0,0,0,0,0,4,0
1982054,25362691,0,0,0,0,0,0,0,0
2176768,5890017,1,0,0,0,1,1,2,0
183562,22805185,0,0,0,0,2,2,0,0
2189641,21313611,0,0,0,0,0,0,16,0
1721054,20555755,0,0,0,0,0,4,0,0
1276274,14139053,0,0,0,4,0,0,0,0
1174159,25510455,0,0,0,0,0,0,0,0
285571,18614749,1,0,0,0,0,0,7,0
1417857,13852457,0,0,0,6,0,0,0,0
1854409,23627435,0,0,0,0,5,0,0,0
757924,21328921,0,0,0,0,4,0,0,0
1088705,11728133,0,0,0,0,4,0,0,0
2113432,22993921,0,0,0,0,0,5,0,0
1593542,22797299,0,0,0,0,0,3,0,0
404535,25443365,0,0,0,0,0,0,0,0
1828656,4892323,1,0,0,0,0,1,0,2
297620,24778361,0,0,0,0,0,3,0,0
235056,21645477,0,0,0,0,2,1,0,0
817780,22445653,1,0,0,0,0,0,12,0
1148796,15100233,0,0,0,0,0,3,0,0
464117,16854351,0,0,0,1,3,0,0,0
146214,18098635,0,0,0,0,26,0,0,0
1209557,8641131,0,0,0,0,4,0,0,0
73591,23510451,0,0,0,0,4,0,0,0
395591,18348425,1,0,0,0,0,3,0,1
2257556,23469433,0,0,0,0,0,4,0,0
451223,3367971,0,0,0,0,28,0,0,0
1057646,5359659,0,0,0,0,0,4,0,0
2003713,24835351,0,0,0,0,1,0,0,0
2038001,25199085,0,0,0,0,0,0,0,0
1228180,20968187,0,0,0,0,1,2,0,0
1371552,9555325,1,0,0,0,0,0,0,4
1216226,20630177,0,0,0,0,4,0,0,0
1218301,13949737,0,0,0,0,4,0,0,0
1642802,4710965,1,0,0,0,0,0,0,4
219262,19787459,0,0,0,0,4,0,0,0
927247,22518573,0,0,0,0,1,3,0,0
1550354,20963297,1,0,0,0,0,1,0,3
1070138,4148855,0,0,0,2,1,1,0,0
901532,22452425,0,0,0,0,0,0,0,0
599477,1814529,0,0,0,0,4,0,0,0
531479,20153583,0,0,0,0,7,0,0,0
1759076,22234879,0,0,0,0,6,0,0,0
2204386,25017947,0,0,0,0,1,0,0,0
345345,20121449,1,0,0,0,0,0,0,5
1398135,25149577,0,0,0,0,1,0,0,0
607933,25321911,0,0,0,0,0,0,0,0
2060596,14003931,0,0,0,4,0,0,0,0
2196192,10035057,0,0,0,0,0,12,0,0
1725057,23298317,0,0,0,0,1,3,0,0
50436,20721755,0,0,0,4,0,0,0,0
206972,19596993,0,0,0,0,4,0,0,0
903651,24198817,1,0,0,0,0,0,0,3
1770122,19930851,0,0,0,4,0,0,0,0
2245210,18080637,0,0,0,0,0,5,0,0
119440,14460369,0,0,0,0,6,0,0,0
1446362,18492517,1,0,0,0,0,0,0,0
875736,1606709,0,0,0,0,4,0,0,0
1481401,18751721,0,0,0,0,4,1,0,0
2082611,19558541,0,0,0,0,0,4,0,0
1093444,14315303,0,0,0,0,1,3,0,0
2144791,5602271,0,0,0,0,51,0,0,0
1880184,8157039,0,0,0,21,0,0,0,0
1942613,15961407,0,0,0,0,4,2,0,0
2725,25403047,0,0,0,0,0,0,0,0
1117092,16155437,0,0,0,0,0,4,0,0
254808,22598011,0,0,0,0,4,0,0,0
1274604,22108645,0,0,0,0,3,1,0,0
2175191,11850195,1,0,0,0,0,0,4,0
2168360,22638961,1,0,0,0,0,0,4,0
1943380,1118159,0,0,0,0,3,0,0,0
2077398,24603333,0,0,0,0,0,5,0,0
118359,21181607,0,0,0,8,0,0,0,0
619010,15106745,0,0,0,0,0,3,0,0
1573196,2276713,0,0,0,0,4,0,0,0
1864196,8759029,0,0,0,3,0,1,0,0
1156632,22893615,1,0,0,0,0,0,0,4
1401200,11063993,0,0,0,0,6,0,0,0
1374388,6781515,1,0,0,0,0,0,5,0
730605,19265441,0,0,0,0,4,0,0,0
1517998,21725021,0,0,0,0,4,0,0,0
539408,12907685,0,0,0,0,2,2,0,0
642579,23298111,0,0,0,5,0,0,0,0
173545,10849991,0,0,0,0,12,0,0,0
473342,11331639,0,0,0,0,11,0,0,0
1399206,17281827,0,0,0,0,6,0,0,0
1464046,21345837,0,0,0,0,0,4,0,0
1210688,18849315,0,0,0,0,0,0,0,0
366226,9189187,0,0,0,0,13,0,0,0
1117983,3835581,1,0,0,0,0,0,4,0
1034114,2660979,0,0,0,0,4,0,0,0
1731353,19911245,0,0,0,0,4,0,0,0
663938,24170289,0,0,0,0,0,3,0,0
6771,291789,1,0,0,0,0,0,0,4
2238623,24983161,0,0,0,0,1,0,0,0
590024,23447467,0,0,0,0,0,0,21,0
343103,19278317,0,0,0,0,4,0,0,0
1792125,10294233,0,0,0,0,0,0,4,0
205312,24012757,0,0,0,0,3,0,0,0
467510,1643549,0,0,0,0,4,0,0,0
1647093,12701029,0,0,0,2,2,0,0,0
1294830,17223405,0,0,0,0,3,1,0,0
990485,25012813,0,0,0,0,0,1,0,0
2260594,23443353,1,0,0,0,0,0,4,0
2269083,21093909,0,0,0,0,4,0,0,0
1270940,21644535,0,0,0,0,4,0,0,0
2208227,20658585,0,0,0,0,4,0,0,0
1916770,7356655,0,0,0,0,8,0,0,0
642261,23020783,1,0,0,0,0,0,4,0
1124998,15674747,0,0,0,0,4,0,0,0
940408,23460609,0,0,0,0,0,4,0,0
1074245,12813199,0,0,0,0,4,1,0,0
328940,1332683,0,0,0,0,4,0,0,0
732332,65019,1,0,0,0,1,0,3,0
93475,24151309,0,0,0,3,0,0,0,0
2033873,19498427,1,0,0,0,0,0,0,0
660535,25337255,0,0,0,0,0,1,0,0
2232002,23590575,0,0,0,0,1,3,0,0
889372,20555161,0,0,0,0,23,0,0,0
81185,14399665,0,0,0,5,0,0,0,0
223952,23046717,0,0,0,0,0,4,0,0
1529482,4443981,0,0,0,1,0,2,0,0
1584505,12028079,0,0,0,0,26,0,0,0
2025612,17947541,1,0,0,0,0,0,4,0
16764,17736889,0,0,0,0,5,1,0,0
1384371,20847979,0,0,0,0,7,0,0,0
642071,25280951,0,0,0,0,0,0,0,0
443395,25482553,0,0,0,0,0,0,0,0
1916847,22741001,0,0,0,0,0,8,0,0
2227610,21085263,0,0,0,0,0,3,0,0
1292347,9274499,0,0,0,4,0,0,0,0
950460,13320921,1,0,0,0,0,0,12,0
1861310,17122313,0,0,0,0,0,4,0,0
1007041,21660425,0,0,0,0,0,4,0,0
1451681,24633745,0,0,0,0,0,2,0,0
284544,8893997,0,0,0,0,4,0,0,0
838217,16532755,0,0,0,4,0,0,0,0
1865027,15449415,0,0,0,6,0,0,0,0
1992256,14695691,0,0,0,0,6,0,0,0
76291,24628111,0,0,0,0,0,2,0,0
485475,8675885,0,0,0,0,0,0,0,0
2180922,21344367,1,0,0,0,0,0,0,4
2098359,22376753,0,0,0,0,8,0,0,0
156547,16440839,0,0,0,0,4,0,0,0
732681,3843755,0,0,0,0,3,0,0,0
1584016,9059261,1,0,0,0,0,0,0,4
1812152,5575613,1,0,0,0,0,0,0,5
624734,23436399,0,0,0,5,0,0,0,0
842828,13244841,0,0,0,0,12,0,0,0
904665,9933331,0,0,0,0,6,0,0,0
1488251,22998465,1,0,0,0,0,0,0,4
497595,24504807,0,0,0,1,1,0,0,0
1173389,430437,1,0,0,0,0,0,4,0
1519905,7811361,0,0,0,3,0,0,0,0
1328525,5645975,0,0,0,0,0,4,0,0
1274241,21984283,1,0,0,0,0,0,0,4
1495088,21768595,1,0,0,0,0,0,0,0
1023919,4984053,0,0,0,0,4,0,0,0
1863121,14354225,1,0,0,0,0,3,1,0
313601,25343701,0,0,0,0,0,1,0,0
675477,17605621,0,0,0,0,4,0,0,0
1539519,19773675,0,0,0,0,5,1,0,0
726802,14910985,0,0,0,0,0,5,0,0
1965571,25340393,0,0,0,0,1,0,0,0
1616734,24232893,0,0,0,0,0,3,0,0
701716,24147671,0,0,0,0,2,1,0,0
2332516,24421955,0,0,0,0,0,3,0,0
715306,24139927,0,0,0,0,0,2,0,0
1199055,21895181,0,0,0,5,1,0,0,0
1496386,13034987,0,0,0,0,3,1,0,0
817665,22285081,0,0,0,0,3,1,0,0
190168,22076527,0,0,0,6,0,0,0,0
425098,23292363,0,0,0,0,3,0,0,0
1623251,9252661,1,0,0,0,0,0,0,4
1248187,23475303,0,0,0,0,0,4,0,0
2326407,21535233,0,0,0,0,0,6,0,0
1339209,24971529,0,0,0,0,0,0,0,0
1331803,14972081,0,0,0,2,2,0,0,0
363767,24477,1,0,0,0,0,0,4,0
498617,25311761,0,0,0,0,0,0,0,0
1973398,24864701,0,0,0,0,1,0,0,0
1837306,24249009,1,0,0,0,0,0,3,0
96783,24903131,0,0,0,0,0,0,0,0
1124261,25334039,0,0,0,0,0,0,0,0
672187,22177015,0,0,0,0,0,4,0,0
487991,10114971,1,0,0,0,0,0,0,4
1419476,19154263,1,0,0,0,0,0,4,0
340766,19171515,0,0,0,0,0,3,0,0
860229,21848665,0,0,0,0,0,3,0,0
1431322,23890979,0,0,0,0,0,2,0,0
2224694,24393319,0,0,0,0,2,0,0,0
81681,20801717,0,0,0,0,27,0,0,0
374999,14542837,0,0,0,0,4,0,0,0
671776,15630977,0,0,0,25,0,0,0,0
890876,11616443,0,0,0,0,4,0,0,0
466141,12231983,1,0,0,0,0,0,25,0
1925815,6746253,0,0,0,0,26,0,0,0
518167,24473855,0,0,0,0,2,0,0,0
997700,14790001,1,0,0,0,0,0,10,0
1989310,21808837,0,0,0,3,0,2,0,0
141361,17634663,0,0,0,4,0,0,0,0
1233752,24079565,0,0,0,0,2,0,0,0
805583,13060441,0,0,0,0,5,0,0,0
1928335,25451493,0,0,0,0,0,0,0,0
776920,6717033,0,0,0,22,0,0,0,0
2030650,4982529,0,0,0,0,3,1,0,0
1439247,17040535,1,0,0,0,0,0,0,4
385012,23602895,0,0,0,0,0,4,0,0
425585,25563089,0,0,0,0,0,0,0,0
657073,6422347,0,0,0,0,1,1,0,0
877995,12472081,0,0,0,0,3,0,0,0
1831757,15620233,0,0,0,0,4,0,0,0
2215428,22209155,0,0,0,0,4,0,0,0
2033229,18876205,1,0,0,0,0,4,0,31
149221,24328625,0,0,0,0,0,2,0,0
2105217,14183987,0,0,0,4,0,0,0,0
1866949,9645721,0,0,0,3,0,0,0,0
2098263,16328067,0,0,0,0,5,0,0,0
628180,23404813,0,0,0,0,0,2,0,1
1647984,12822477,0,0,0,6,0,0,0,0
398476,4543369,0,0,0,0,4,0,0,0
2147213,24420085,0,0,0,0,2,0,0,0
993559,25320749,0,0,0,0,0,0,0,0
728624,10820025,0,0,0,0,4,0,0,0
1309024,12249939,0,0,0,4,0,0,0,0
582574,13152745,1,0,0,0,0,0,0,4
2050131,14560553,0,0,0,4,0,0,0,0
803046,2438689,0,0,0,0,6,1,0,0
983464,15026509,1,0,0,0,3,0,3,0
2056875,24519545,0,0,0,0,0,2,0,0
1921816,17079199,1,0,0,0,0,0,0,4
57114,25083635,0,0,0,0,0,0,0,0
1665617,19132361,0,0,0,4,0,0,0,0
376246,851669,0,0,0,0,4,0,0,0
779166,15003487,0,0,0,0,0,0,10,0
1908899,25074995,0,0,0,0,1,0,0,0
1004451,9111039,0,0,0,0,4,0,0,0
449852,18276561,0,0,0,0,2,1,0,0
78177,24550413,0,0,0,3,0,0,0,0
1046739,24470731,0,0,0,0,0,3,0,0
1658555,15311273,0,0,0,0,5,1,0,0
21256,25226853,0,0,0,0,1,0,0,0
774422,24394699,0,0,0,0,1,3,0,0
2342435,17888563,0,0,0,0,26,2,0,0
1304435,23673351,1,0,0,0,0,0,5,0
355309,2874777,0,0,0,2,0,2,0,0
865162,23373209,0,0,0,0,4,0,0,0
251458,594435,1,0,0,0,0,0,0,4
2085444,3622677,0,0,0,4,1,0,0,0
1400257,4778227,1,0,0,0,0,0,0,4
150822,25146477,0,0,0,0,0,1,0,0
358943,20503271,0,0,0,0,2,0,0,0
172680,2663821,0,0,0,12,0,0,0,0
2003296,23629135,0,0,0,0,0,6,0,0
436255,3978217,0,0,0,0,4,0,0,0
1390215,9701119,0,0,0,0,4,0,0,0
164356,4376961,1,0,0,0,0,0,26,0
1923894,21389087,0,0,0,1,5,0,0,0
