,ACCT_ID_M,DIRECT_DEBIT_FLAG,NUM_PAYMENT_CHALLENGED_6M,NUM_REFUNDS_3M,CHANNEL_PAY_APOST_12M,CHANNEL_PAY_BPAY_12M,CHANNEL_PAY_BPOINT_12M,CHANNEL_PAY_DD_SAVING_12M,CHANNEL_PAY_DD_CREDIT_12M
539435,16234611,0,0,0,0,0,3,0,0
1657064,652073,0,0,0,0,4,0,0,0
381069,516675,0,0,0,0,4,0,0,0
106231,8283557,0,0,0,0,0,4,0,0
2060621,18629243,0,0,0,0,6,0,0,0
2036331,18624495,0,0,0,0,6,0,0,0
1777542,7399263,0,0,0,0,3,1,0,0
1155046,386093,1,0,0,0,0,4,0,0
260060,24819545,0,0,0,0,0,0,0,0
486106,15951393,0,0,0,0,3,0,0,0
850190,19728553,1,0,0,0,0,0,4,0
326882,21731527,0,0,0,0,2,0,0,0
986307,6202625,0,0,0,0,0,4,0,0
818114,19087673,0,0,0,0,0,3,4,1
1561558,23583063,0,0,0,0,5,0,0,0
2207069,21490857,0,0,0,0,2,0,0,0
1932710,22741443,0,0,0,0,1,5,0,0
1311258,20799291,0,0,0,0,4,0,0,0
2212709,20610425,0,0,0,0,0,5,0,0
1750142,15740351,1,0,0,0,0,0,0,3
1782333,25593791,0,0,0,0,0,0,0,0
1959152,1595253,1,0,0,0,0,0,0,12
503022,21992531,1,0,0,0,2,2,0,0
577705,1498851,1,0,0,0,0,1,0,3
218965,14062701,1,0,0,0,1,0,3,0
612571,21437027,0,0,0,3,1,0,0,0
1560091,24694089,0,0,0,1,1,1,0,0
2243269,22843055,0,0,0,4,0,0,0,0
675931,22718407,0,0,0,0,4,0,0,0
987166,19158901,0,0,0,0,0,0,0,0
1661333,18143245,1,0,0,0,0,0,0,4
203518,24284157,0,0,0,0,4,0,0,0
2249256,17759469,1,0,0,0,0,0,0,4
307206,22037261,0,0,0,0,0,0,0,0
1307407,24551781,0,0,0,0,1,0,0,0
291394,22158631,0,0,0,0,6,0,0,0
916986,23632511,0,0,0,0,0,9,0,0
1669983,24251181,0,0,0,0,1,1,0,0
97817,6151981,1,0,0,0,0,0,4,0
415525,2637307,0,0,0,0,5,0,0,0
130769,24446771,0,0,0,0,3,0,0,0
1272082,21299753,0,0,0,4,0,0,0,0
583617,20246697,0,0,0,0,4,0,0,0
1398290,25009047,0,0,0,0,0,11,0,0
799752,20658079,0,0,0,0,0,8,0,0
550643,23190891,1,0,0,0,0,0,0,4
929059,14159375,0,0,0,0,4,0,0,0
890684,17021795,1,0,0,0,0,0,4,0
1237487,591985,1,0,0,0,0,0,0,4
1476616,19649039,1,0,0,0,0,0,0,4
2297950,25528135,0,0,0,0,0,0,0,0
716406,25110263,0,0,0,0,0,0,0,0
863104,23822517,0,0,0,0,0,4,0,0
1154256,9988473,1,0,0,0,0,0,0,4
508346,5564539,0,0,0,0,4,0,0,0
1832988,6180713,1,0,0,0,0,0,0,4
377109,21416713,0,0,0,4,0,0,0,0
908495,16780667,0,0,0,0,1,2,0,0
581709,21002215,0,0,0,0,26,0,0,0
1158806,25572227,0,0,0,0,0,0,0,0
1424854,6400781,1,0,0,0,0,0,4,0
2199212,18604775,0,0,0,3,0,0,0,0
406927,24500771,0,0,0,0,3,3,0,0
715479,24486805,0,0,0,0,4,0,0,0
2296524,24292623,1,0,0,0,0,2,0,0
1855787,23129743,0,0,0,0,0,3,0,0
2313611,23305395,0,0,0,0,0,4,0,0
2244510,15023037,0,0,0,0,4,0,0,0
770262,24913781,0,0,0,0,0,1,0,0
484454,8159509,0,0,0,0,4,0,0,0
842558,8779339,0,0,0,0,0,0,0,0
492721,5166703,0,0,0,5,1,0,0,0
682421,23366299,1,0,0,0,0,0,18,0
135054,3938047,0,0,0,0,4,0,0,0
1032188,24317759,0,0,0,0,0,3,0,0
1237634,20961823,0,0,0,0,1,3,0,0
1247824,23141749,0,0,0,0,4,0,0,0
665844,22103845,0,0,0,0,4,0,0,0
775029,5918463,1,0,0,0,0,0,4,0
745566,19563551,0,0,0,0,51,0,0,0
1283271,19357953,0,0,0,0,3,1,0,0
1094147,20034459,0,0,0,4,0,0,0,0
777192,20359461,0,0,0,0,4,0,0,0
746149,22690557,0,0,0,0,4,0,0,0
1636908,24273217,0,0,0,0,0,3,0,0
593587,13818985,0,0,0,2,0,2,0,0
824924,24047513,0,0,0,1,1,9,0,0
653911,21276449,0,0,0,0,4,0,0,0
411128,20448235,0,0,0,0,4,0,0,0
1821889,13165245,0,0,0,0,5,1,0,0
544611,22596495,1,0,0,0,0,1,3,0
1825847,20499303,1,0,0,0,0,0,4,0
1603137,21964371,0,0,0,0,0,5,0,0
154371,1378615,0,0,0,0,4,0,0,0
719839,22693615,0,0,0,4,0,0,0,0
1977708,4778733,0,0,0,0,4,0,0,0
1011448,24465427,0,0,0,0,2,1,0,0
1561809,23929481,0,0,0,0,0,4,0,0
1852286,12018243,0,0,0,4,0,0,0,0
1041993,20599187,1,0,0,0,1,8,0,16
1291650,3362421,0,0,0,0,52,0,0,0
2334362,24896469,0,0,0,0,0,0,0,0
2081629,14793441,1,0,0,0,0,0,6,0
98055,18499041,0,0,0,0,1,3,0,0
2303276,758683,1,0,0,0,0,0,4,0
1317705,1690035,0,0,0,0,26,0,0,0
1426253,16174077,0,0,0,0,3,0,0,1
2233187,17795391,1,0,0,0,0,0,4,0
1870505,8839869,1,0,0,0,0,0,0,3
46263,18744537,0,0,0,4,0,0,0,0
2044849,5877173,0,0,0,0,4,0,0,0
1318130,14574797,0,0,0,0,5,0,0,0
255539,21790253,0,0,0,0,4,0,0,0
213545,18291823,0,0,0,0,0,4,0,0
423801,22709191,0,0,0,0,26,1,0,0
2097017,11513517,0,0,0,0,22,0,0,0
1380008,18587071,0,0,0,0,4,0,0,0
1690377,24459687,0,0,0,0,0,2,0,0
883832,22792221,0,0,0,0,4,0,0,0
1482272,18360033,1,0,0,0,0,3,0,0
1051569,2360079,0,0,0,3,1,0,0,0
1867612,7139707,0,0,0,1,4,1,0,0
1652654,24265033,1,0,0,0,0,0,0,3
1447199,17451471,0,0,0,0,5,0,0,0
2105710,19467699,0,0,0,0,6,0,0,0
895127,14569671,0,0,0,20,0,6,0,0
1088075,21087511,1,0,0,0,0,0,52,0
320273,13873479,0,0,0,0,4,0,0,0
333761,25491281,0,0,0,0,0,0,0,0
159620,1853699,0,0,0,0,4,0,0,0
2006466,8145027,0,0,0,3,0,0,0,0
1166978,8346567,0,0,0,0,13,2,0,0
1243028,13063875,1,0,0,0,0,0,0,4
392388,516059,0,0,0,0,3,1,0,0
394976,11591505,0,0,0,2,2,0,0,0
1948697,24243203,0,0,0,0,3,0,0,0
296974,23641545,0,0,0,0,5,0,0,0
1126888,2565223,0,0,0,0,6,0,0,0
659131,14058613,0,0,0,0,4,0,0,0
1391543,13896129,0,0,0,0,4,0,0,0
2075533,12189161,1,0,0,0,0,0,4,0
1266416,24126035,0,0,0,0,2,2,0,0
1825595,15025743,1,0,0,0,0,0,0,4
227707,18583271,1,0,0,0,0,0,0,4
1726337,23629863,1,0,0,0,0,0,49,0
2099146,15793919,0,0,0,0,3,0,0,0
644547,23969477,0,0,0,0,0,6,0,0
1517440,16598565,1,0,0,0,0,0,0,0
1117366,2514931,1,0,0,0,0,0,0,4
1959927,7486467,1,0,0,0,0,0,0,4
161008,10519817,0,0,0,2,2,0,0,0
1402847,1435361,0,0,0,0,4,0,0,0
29358,12155195,0,0,0,0,4,0,0,0
1413856,25480375,0,0,0,0,0,0,0,0
1347872,9635235,0,0,0,0,6,0,0,0
362937,20742489,0,0,0,0,4,0,0,0
1771007,2662023,0,0,0,0,4,0,0,0
2286588,9245911,0,0,0,0,6,0,0,0
51291,802335,0,0,0,0,6,0,0,0
394729,19085099,0,0,0,0,0,1,0,0
41953,3863451,1,0,0,0,0,0,4,0
486289,19686609,0,0,0,0,4,0,0,0
1633447,22796015,0,0,0,0,0,4,0,0
794389,271521,0,0,0,4,0,0,0,0
1247386,25325401,0,0,0,0,0,0,0,0
1527133,666079,1,0,0,0,0,0,0,26
386043,23794435,0,0,0,0,7,0,0,0
977373,22328329,0,0,0,0,0,4,0,0
704561,7860427,0,0,0,0,46,0,0,0
1879973,8678011,0,0,0,0,5,1,0,0
403544,25145263,0,0,0,0,0,0,0,0
408797,14777541,0,0,0,0,53,0,0,0
883865,24279809,1,0,0,0,0,0,5,0
1913591,16987841,1,0,0,0,0,0,0,4
2173751,22120905,0,0,0,0,1,3,0,0
1003926,21534133,0,0,0,4,0,0,0,0
1215517,25423671,0,0,0,0,0,0,0,0
1512845,19792119,1,0,0,0,0,0,0,4
704184,9155165,0,0,0,1,3,0,0,0
2298548,24155499,0,0,0,0,0,2,0,0
2018038,384257,0,0,0,0,3,1,0,0
2289891,1165713,0,0,0,0,2,3,0,0
1809449,3639059,0,0,0,0,3,0,0,0
1876349,25234297,0,0,0,0,0,1,0,0
1949073,23017423,1,0,0,0,0,0,0,4
192416,2005455,0,0,0,0,4,0,0,0
541335,4601327,0,0,0,0,0,4,0,0
799238,1376165,0,0,0,2,0,0,0,0
1431127,23491779,1,0,0,0,0,2,2,0
621898,2153013,0,0,0,0,50,0,0,0
2317925,7427325,1,0,0,0,0,0,0,4
548128,20728431,0,0,0,0,2,2,0,0
288734,9476453,0,0,0,0,4,0,0,0
820061,12536979,0,0,0,0,4,0,0,0
2262374,18415,0,0,0,0,4,0,0,0
641557,5782083,1,0,0,0,21,0,0,0
2175197,14198925,0,0,0,3,0,14,0,0
686107,11041953,1,0,0,0,0,0,0,0
1419820,21344561,0,0,0,0,0,0,0,0
87236,8213497,0,0,0,0,3,2,0,0
2199156,12487203,0,0,0,0,4,0,0,0
126674,16948245,1,0,0,0,0,0,27,0
533124,24776911,0,0,0,0,2,0,0,0
2145068,1195575,1,0,0,0,0,0,4,0
1248714,24666783,0,0,0,0,0,1,0,0
1783273,23311217,0,0,0,0,4,2,0,0
1337749,9467473,0,0,0,4,0,0,0,0
55534,25074389,0,0,0,0,0,1,0,0
1865148,4595195,0,0,0,0,3,1,0,0
2069910,20747855,0,0,0,0,0,2,0,0
467907,11359617,0,0,0,0,6,0,0,0
1780324,23502499,0,0,0,4,0,0,0,0
1804123,7706451,0,0,0,0,4,0,0,0
58081,24803177,0,0,0,0,0,1,0,0
1882827,13618741,0,0,0,0,4,0,0,0
1297527,14866307,1,0,0,0,0,0,0,4
427177,2272205,1,0,0,0,0,0,3,0
1211512,24921871,0,0,0,0,2,0,0,0
1178970,25330117,1,0,0,0,0,0,0,0
1927323,24279015,0,0,0,0,4,1,0,0
2106374,804535,0,0,0,1,0,3,0,0
428663,2748281,1,0,0,0,0,0,0,5
900014,23100517,0,0,0,0,0,4,0,0
383338,5316081,0,0,0,0,6,0,0,0
371719,23971741,0,0,0,0,0,5,0,0
1311835,1961705,0,0,0,0,4,0,0,0
1640475,6762023,1,0,0,0,0,0,6,0
2040360,22737915,0,0,0,0,3,1,0,0
2114716,22774281,1,0,0,0,0,1,0,0
1706193,23097139,0,0,0,0,4,0,0,0
1472259,1938095,0,0,0,0,4,0,0,0
1207740,21496489,0,0,0,0,0,4,0,0
30891,7978617,0,0,0,4,0,0,0,0
2291539,8042249,0,0,0,0,6,0,0,0
1517746,22645527,0,0,0,0,0,3,0,0
1894917,5240197,1,0,0,0,0,0,4,0
21417,25360161,0,0,0,0,0,0,0,0
1134309,8291089,0,0,0,0,4,0,0,0
1760659,8152405,1,0,0,0,0,0,0,4
1569447,10828579,0,0,0,0,2,0,0,0
2138950,3426523,1,0,0,0,0,0,0,3
1791451,8469883,0,0,0,0,4,0,0,0
1423485,10596571,1,0,0,0,2,0,2,0
2026956,6391315,1,0,0,0,0,0,0,0
374191,261459,1,0,0,0,0,0,5,0
1333708,21731989,0,0,0,0,4,0,0,0
717466,25598239,0,0,0,0,0,0,0,0
2307275,16029383,1,0,0,0,0,0,26,0
190382,798523,1,0,0,0,0,0,12,0
1596012,23530787,0,0,0,0,4,0,0,0
97529,11617429,0,0,0,3,0,0,0,0
369644,25173493,0,0,0,0,0,1,0,0
1873692,9467197,1,0,0,0,2,0,18,7
1853547,24062593,0,0,0,0,0,3,0,0
2097844,15064539,0,0,0,0,23,0,0,0
1422204,9775965,1,0,0,0,0,0,4,0
1223483,18339729,0,0,0,0,4,0,0,0
277784,24360541,0,0,0,0,0,3,0,0
2048113,11272179,0,0,0,0,3,0,0,0
1883502,21619915,0,0,0,0,0,4,0,0
585808,20835841,0,0,0,0,0,26,4,0
909317,511111,0,0,0,0,4,0,0,0
1330103,14994095,1,0,0,0,0,0,0,3
2117211,8963413,0,0,0,0,3,1,0,0
2076943,24242507,0,0,0,0,3,0,0,0
1915569,12281343,1,0,0,0,0,0,0,4
190118,16234587,0,0,0,0,6,0,0,0
2306652,4164957,0,0,0,0,4,0,0,0
1002037,18521261,0,0,0,0,4,0,0,0
3296,23200427,0,0,0,0,0,3,0,0
428325,20658091,0,0,0,0,0,0,0,0
1793782,19723229,0,0,0,0,0,4,0,0
1636202,24074011,1,0,0,0,0,0,0,0
191910,1371683,1,0,0,0,0,0,5,0
711058,19404185,0,0,0,0,4,0,0,0
64689,13805927,0,0,0,4,0,0,0,0
597929,15642983,0,0,0,0,0,4,0,0
598274,18390777,0,0,0,0,3,1,0,0
552853,25152695,0,0,0,0,0,0,0,0
1144379,21987217,0,0,0,0,3,0,0,0
2101180,13945503,0,0,0,1,3,0,0,0
895864,17585025,0,0,0,0,0,6,0,0
2310570,19670103,0,0,0,0,11,0,0,0
1026406,17259401,1,0,0,0,0,0,0,9
2144660,18633399,0,0,0,0,4,0,0,0
342050,19116799,0,0,0,0,3,1,0,0
1668530,15189615,0,0,0,0,0,4,0,0
1533555,13839747,1,0,0,0,0,0,3,0
1717894,12369113,0,0,0,0,25,0,0,0
512652,6700549,0,0,0,0,4,0,0,0
538726,19543727,1,0,0,0,0,0,0,3
2198796,5778977,0,0,0,0,4,0,0,0
2011154,14974423,0,0,0,4,0,0,0,0
142651,17681697,0,0,0,4,0,0,0,0
1672510,24808259,0,0,0,0,3,0,0,0
1530675,5847301,0,0,0,0,4,0,0,0
1959940,11164647,0,0,0,0,3,1,0,0
388514,24905059,0,0,0,0,0,1,0,0
1137429,10812321,0,0,0,0,4,0,0,0
1682706,17588001,0,0,0,25,0,0,0,0
330478,23217699,0,0,0,0,3,0,0,0
1927655,25112271,1,0,0,0,0,0,0,0
2077307,25526835,0,0,0,0,0,0,0,0
2292216,15718341,0,0,0,0,4,0,0,0
1429598,20993141,1,0,0,0,0,0,6,0
2313380,24105315,0,0,0,0,0,3,0,0
1776727,20384903,0,0,0,0,0,6,0,0
1503565,24344305,1,0,0,0,0,0,0,0
562086,7881897,0,0,0,5,0,0,0,0
2326722,1280931,0,0,0,0,4,0,0,0
301897,8683309,0,0,0,0,4,0,0,0
2150320,22730183,0,0,0,0,0,0,0,0
1291663,22328813,1,0,0,0,0,0,6,0
737691,23994101,0,0,0,0,0,3,0,0
1248143,24302729,0,0,0,0,2,2,0,0
334880,24922069,1,0,0,0,0,0,1,0
138294,19496069,1,0,0,0,0,0,0,4
1440012,9686093,1,0,0,0,0,0,13,0
381998,4808341,0,0,0,3,1,0,0,0
1856547,23604171,0,0,0,0,0,0,0,0
1086188,24456779,0,0,0,0,1,0,0,0
39135,25441095,1,0,0,0,0,0,0,0
924531,1642567,0,0,0,4,0,0,0,0
2258719,23556237,0,0,0,0,6,0,0,0
2291245,4277419,1,0,0,0,0,0,0,4
373674,24937329,0,0,0,1,1,0,0,0
1747984,25007925,0,0,0,0,0,1,0,0
1937760,14117367,0,0,0,0,7,0,0,0
1383740,391443,0,0,0,0,0,0,0,0
269569,3685025,0,0,0,0,4,0,0,0
2283983,6477135,1,0,0,0,0,0,4,0
698616,22630091,0,0,0,0,52,0,0,0
455772,21319187,0,0,0,0,0,4,0,0
203748,25196725,0,0,0,0,0,3,0,0
1077010,1528349,1,0,0,0,0,0,4,0
1873864,22878461,0,0,0,0,3,0,0,0
878120,7791171,0,0,0,0,0,0,0,0
833905,9080833,0,0,0,4,0,0,0,0
1559035,25624779,0,0,0,0,0,0,0,0
2183876,24349697,0,0,0,1,0,1,0,0
158487,4783219,1,0,0,0,0,0,0,6
272825,7649465,1,0,0,0,0,0,0,4
400271,21074619,0,0,0,0,2,4,0,0
1194964,23652507,0,0,0,0,6,0,0,0
628264,22842287,0,0,0,0,0,4,0,0
443881,25253121,0,0,0,0,0,0,0,0
511520,16184851,0,0,0,0,4,0,0,0
437967,4633671,1,0,0,0,0,0,21,0
694438,13218467,0,0,0,0,4,0,0,0
2276360,25163605,0,0,0,0,1,0,0,0
979298,21707091,0,0,0,0,0,0,17,0
2113316,23038005,0,0,0,4,0,0,0,0
1880113,21135835,0,0,0,0,2,0,0,0
71068,1560685,0,0,0,0,4,0,0,0
2322517,15708183,0,0,0,0,4,0,0,0
2140738,622645,0,0,0,4,0,0,0,0
2067586,14857927,0,0,0,0,0,6,0,0
708315,21119989,0,0,0,0,5,0,0,0
639354,2461337,0,0,0,0,4,0,0,0
1149163,16364567,1,0,0,0,0,0,6,0
1557077,4922289,1,0,0,0,0,0,26,0
189562,18534697,0,0,0,0,0,5,0,0
458911,23691207,0,0,0,0,4,0,0,0
753150,25609675,0,0,0,0,0,0,0,0
1924264,21525891,0,0,0,0,0,3,0,0
1278545,2531887,0,0,0,0,4,0,0,0
103349,18482763,0,0,0,0,4,0,0,0
828141,24829465,0,0,0,0,1,0,0,0
1563129,24952067,0,0,0,0,0,0,0,0
2119727,21912847,0,0,0,0,0,2,0,0
1840318,6265197,1,0,0,0,0,0,4,0
462930,25201939,0,0,0,0,0,0,0,0
440321,23091809,0,0,0,0,3,0,0,0
1107085,18247087,0,0,0,0,4,0,0,0
1565462,11551071,1,0,0,0,0,0,0,26
419632,17228667,0,0,0,0,26,0,0,0
1956213,18801431,1,0,0,0,0,1,20,0
722321,18344097,0,0,0,0,6,0,0,0
2107875,5471771,1,0,0,0,0,0,0,0
2200335,17532095,1,0,0,0,12,0,0,0
270638,19518143,1,0,0,0,0,0,0,3
508564,7539589,1,0,0,0,1,0,3,0
1108222,9749513,1,0,0,0,0,0,26,0
404624,23233769,0,0,0,0,4,0,0,0
1736968,10349611,1,0,0,0,2,0,0,2
1345427,8342101,0,0,0,0,4,0,0,0
1212521,25452741,1,0,0,0,0,0,0,0
1930494,23562139,0,0,0,0,0,4,0,0
1530499,5089357,0,0,0,0,3,0,0,0
1041211,19578907,0,0,0,0,4,1,0,0
2309637,23532915,0,0,0,0,0,0,5,0
170806,22984865,0,0,0,0,0,1,0,0
160732,12576031,0,0,0,0,4,0,0,0
1790869,3096969,0,0,0,4,0,0,0,0
210830,6969375,1,0,0,0,0,0,0,0
308028,21425289,0,0,0,0,3,1,0,0
288334,22456723,0,0,0,0,8,0,0,0
2114000,24670605,0,0,0,0,0,2,0,0
1037890,21423589,0,0,0,3,0,0,0,0
399960,5631239,1,0,0,0,0,0,0,6
567771,8235355,0,0,0,0,5,0,0,0
494169,220561,0,0,0,4,0,0,0,0
650336,19937155,0,0,0,4,0,0,0,0
2195209,19644673,1,0,0,0,0,0,0,0
1256865,21228305,0,0,0,0,0,5,0,0
2234750,21805373,0,0,0,0,0,24,0,0
429243,15382895,0,0,0,0,4,0,0,0
2244698,16936169,0,0,0,0,4,0,0,0
2155890,14658681,0,0,0,0,1,2,0,5
84666,19992217,0,0,0,1,0,7,0,0
2066560,2953501,0,0,0,4,0,0,0,0
2080968,16222507,0,0,0,9,2,0,0,0
2147919,25567321,0,0,0,0,0,0,0,0
1939418,21686409,0,0,0,0,0,4,0,0
1868485,8784901,0,0,0,2,3,0,0,0
1017347,12307997,0,0,0,0,0,0,0,0
809180,25167869,0,0,0,0,1,0,0,0
2126404,8290727,0,0,0,1,1,1,0,0
1777991,18124625,0,0,0,0,3,0,0,0
640814,430613,0,0,0,2,1,1,0,0
1360691,25437667,0,0,0,0,0,0,0,0
1804532,1789675,0,0,0,4,0,0,0,0
146931,23550757,1,0,0,0,2,3,0,0
458228,25228155,0,0,0,0,0,0,0,0
840082,7093379,0,0,0,0,4,0,0,0
1066900,24642883,0,0,0,2,0,0,0,0
1407716,6142857,0,0,0,0,0,0,0,0
773496,23067291,0,0,0,0,4,0,0,0
2026566,10268947,0,0,0,0,4,0,0,0
1062582,9514601,0,0,0,0,4,0,0,0
820680,10258521,1,0,0,0,0,0,26,0
2274878,6097823,0,0,0,0,4,0,0,0
2090966,21176423,0,0,0,0,0,4,0,0
638038,18501427,0,0,0,0,2,0,0,0
1723947,19879683,0,0,0,0,52,0,0,0
1718666,16666525,1,0,0,0,0,0,0,4
1552257,75111,0,0,0,0,0,4,0,0
366141,20751045,1,0,0,0,3,1,0,0
931736,17009385,0,0,0,0,4,0,0,0
2204246,24078691,0,0,0,0,3,0,0,0
1100708,13022779,0,0,0,0,0,6,0,0
938140,25242697,1,0,0,0,1,0,0,0
1666908,3204463,0,0,0,21,0,0,0,0
847504,25437375,0,0,0,0,0,0,0,0
1867502,7263023,0,0,0,0,52,0,0,0
429070,2143335,1,0,0,0,0,2,0,2
849921,13517143,1,0,0,0,0,0,4,0
1025523,19818995,0,0,0,4,0,0,0,0
799105,17825045,1,0,0,0,0,0,0,4
1600650,18882285,0,0,0,0,4,0,0,0
1737673,22386247,0,0,0,4,0,0,0,0
2181832,6892439,0,0,0,4,1,0,0,0
1380443,23844423,0,0,0,0,0,4,0,0
88896,3536443,0,0,0,0,5,0,0,0
347289,20326027,0,0,0,1,2,1,0,0
586559,22899521,0,0,0,0,0,0,0,0
1233701,25408735,1,0,0,0,0,0,0,0
178851,4307809,0,0,0,0,4,0,0,0
1626298,15012561,0,0,0,0,6,0,0,0
1455445,17323851,1,0,0,0,0,0,0,4
529007,14082511,1,0,0,0,0,0,4,0
81376,9090609,0,0,0,0,0,4,0,0
1660429,21480369,0,0,0,0,3,1,0,0
324339,19729507,0,0,0,0,4,0,0,0
51815,19809035,0,0,0,0,0,1,0,2
1801321,23570163,0,0,0,1,0,3,0,0
1299843,14645815,0,0,0,0,5,0,0,0
350166,23375773,0,0,0,4,0,0,0,0
984898,15050463,0,0,0,0,0,4,0,0
270792,2601795,0,0,0,0,24,0,0,0
1070891,21174009,0,0,0,0,0,0,0,0
578114,21401645,0,0,0,4,0,0,0,0
188333,25430085,0,0,0,2,0,0,0,0
1356280,21743813,0,0,0,0,2,0,0,0
937746,25557585,0,0,0,0,0,0,0,0
997199,21892815,0,0,0,0,0,4,0,0
891727,10248889,0,0,0,0,4,0,0,0
2265975,13814499,0,0,0,4,0,0,0,0
242028,25494441,0,0,0,0,0,0,0,0
407307,25238137,0,0,0,0,1,0,0,0
741610,15694671,0,0,0,0,4,0,0,0
1546251,22060299,0,0,0,0,4,0,0,0
1488027,25398177,0,0,0,0,0,0,0,0
566490,20554423,0,0,0,0,6,0,0,0
380676,17767157,0,0,0,0,4,0,0,0
1900469,12811763,0,0,0,0,3,0,0,0
1380421,24235405,0,0,0,0,0,3,0,0
792057,25476279,0,0,0,0,0,0,0,0
1255304,2114239,0,0,0,0,23,0,0,0
2187285,24645375,0,0,0,0,2,0,0,0
91511,6937005,0,0,0,0,3,1,0,0
1921549,18230821,0,0,0,0,4,0,0,0
725168,19820507,0,0,0,0,0,4,0,0
534141,20660643,0,0,0,0,3,1,0,0
125033,12839185,0,0,0,0,5,0,0,0
1976856,12144435,0,0,0,21,0,0,0,0
208879,17106391,0,0,0,0,28,0,0,0
1936128,1945507,0,0,0,3,0,1,0,0
1303906,23629221,0,0,0,0,3,3,0,0
1122009,25176091,1,0,0,0,0,0,0,0
631986,21789839,0,0,0,0,0,4,0,0
99964,7423931,0,0,0,0,0,4,0,0
2151878,15048195,1,0,0,0,0,0,4,0
1747848,24846641,0,0,0,0,0,0,0,0
1380434,25073647,0,0,0,0,8,0,0,0
1049834,25165061,0,0,0,0,0,0,0,0
266085,9855369,0,0,0,4,0,0,0,0
607321,22898611,1,0,0,0,0,0,4,0
2135306,14372301,1,0,0,0,0,1,3,0
2308466,21861619,0,0,0,0,0,3,0,0
1502195,20044357,1,0,0,0,0,0,26,0
560424,11782765,0,0,0,0,1,2,0,0
1641764,20973081,1,0,0,0,0,0,4,0
508311,20845453,0,0,0,0,4,0,0,0
430555,21382011,0,0,0,0,4,0,0,0
675459,6145295,1,0,0,0,0,0,0,4
2082681,20964613,0,0,0,4,0,0,0,0
855510,5320785,0,0,0,0,4,0,0,0
1049852,23192259,0,0,0,0,0,6,0,0
1917838,12319449,0,0,0,4,0,0,0,0
2341462,21533273,0,0,0,6,0,0,0,0
127361,16160947,0,0,0,4,0,0,0,0
1763054,24241053,0,0,0,0,0,3,0,0
170538,5526637,0,0,0,6,0,0,0,0
1301763,12800543,0,0,0,0,0,6,0,0
365153,10376745,0,0,0,4,0,0,0,0
425293,24333503,0,0,0,0,0,3,0,0
23890,21271871,0,0,0,0,3,0,0,0
1416261,22688569,0,0,0,0,9,0,0,0
2237012,15417287,0,0,0,0,4,0,0,0
1975305,12345737,0,0,0,4,0,0,0,0
1485461,23509751,0,0,0,0,0,5,0,0
1696349,18665735,0,0,0,4,0,0,0,0
329797,18570449,0,0,0,0,1,4,0,0
1312788,22188273,0,0,0,0,2,2,0,0
944048,11255211,0,0,0,4,0,0,0,0
1854119,24532641,0,0,0,0,0,2,0,0
1594779,616941,0,0,0,0,6,0,0,0
1073623,10780493,0,0,0,1,0,0,0,0
933032,20801161,1,0,0,0,0,2,2,0
1804184,8164117,0,0,0,4,0,0,0,0
1774971,6157635,0,0,0,4,0,0,0,0
513723,24614063,1,0,0,0,0,2,2,0
2262817,9547199,0,0,0,0,4,0,0,0
1506368,23066173,0,0,0,0,0,4,0,0
2344979,910055,0,0,0,4,0,0,0,0
709834,21612363,0,0,0,0,0,4,0,0
233961,10689715,0,0,0,0,4,0,0,0
1440851,5674945,0,0,0,0,14,0,0,0
2148999,23031577,0,0,0,0,6,0,0,0
1289608,7948761,0,0,0,1,0,3,0,0
133695,499287,1,0,0,0,0,0,4,0
1855808,20009869,0,0,0,0,0,4,0,0
771078,23892697,0,0,0,0,5,0,0,0
1173906,25461765,1,0,0,0,0,0,0,0
1325457,23397643,1,0,0,0,0,0,0,4
571958,25275393,0,0,0,0,0,0,0,0
1629943,9090387,0,0,0,0,6,0,0,0
624776,24517643,0,0,0,0,5,0,0,0
2121388,14611949,0,0,0,0,52,0,0,0
2070457,15811811,0,0,0,0,0,0,0,0
870528,3998061,0,0,0,0,3,0,0,0
2168978,21601887,0,0,0,0,0,0,0,0
1283571,11485637,0,0,0,0,3,0,0,0
1480472,2326797,0,0,0,0,4,0,0,0
2335830,21858403,1,0,0,0,0,1,0,19
1650087,5985435,0,0,0,0,3,0,0,0
727954,19104731,0,0,0,0,0,5,0,0
1728641,23756039,0,0,0,0,3,1,0,0
48895,4407195,0,0,0,0,7,0,0,0
678636,25354661,0,0,0,0,0,0,0,0
1043103,18017845,0,0,0,0,4,0,0,0
2207604,885565,0,0,0,3,1,0,0,0
1060257,22163079,0,0,0,0,13,0,0,0
2055622,25336093,0,0,0,0,0,0,0,0
1938669,16404289,0,0,0,0,3,0,0,0
120424,17137243,0,0,0,0,8,0,0,0
1636582,22883923,0,0,0,0,0,5,2,0
82109,3981259,0,0,0,0,4,0,0,0
1386569,20053883,1,0,0,0,0,0,0,4
441640,25158877,0,0,0,0,0,0,0,0
2145666,4556385,0,0,0,3,2,1,0,0
325979,21719111,0,0,0,0,4,0,0,0
625980,23299289,0,0,0,0,0,4,0,5
46777,19311955,0,0,0,0,6,0,0,0
196598,8500653,0,0,0,0,4,0,0,0
1072065,20626385,0,0,0,0,2,1,0,0
233740,8387277,1,0,0,0,0,0,0,4
