,ACCT_ID_M,PREMISE_POSTCODE
114310,24952181,3199
125156,19740125,2290
2307040,19093817,3337
2324920,12663871,2027
1888204,4644683,2225
1032021,25499421,3219
1850930,13335087,2033
1528276,2655253,2113
1742890,23301439,3082
2263579,22549507,2333
747142,19431011,2108
1877862,21682825,3338
1334215,18747615,3197
1790335,20174291,4503
2038776,23872701,3616
540164,7280053,2210
1089757,543239,3179
696662,4570623,3113
305024,483201,3844
2310918,20641485,3076
1281712,15218649,3082
2130653,20921443,3350
612810,1797081,3020
28611,2546537,3429
1112574,5461543,2131
1064750,24570965,2131
1627069,22106385,2290
1278989,14044663,2122
335742,10432585,2207
374907,15996627,3224
475479,9041415,2210
365630,13695171,2126
1162076,19796723,3153
1000285,5835415,2256
1798183,24755637,2340
1206577,12674803,2019
1255853,11590239,2204
1283837,23305709,2205
514056,24689699,2065
1914542,19466699,3195
1096693,19388581,2444
1856279,25245349,5068
1704608,22667907,2295
193706,18064961,5068
507546,19389721,2092
755905,23298861,2290
856462,17571167,3204
1768767,11134227,2769
168272,22868331,2298
1863183,16342081,2283
1119115,6477665,2208
1949113,24367765,2284
461773,24285323,4559
2329080,18644887,2283
437680,2810373,2223
700484,25038573,3400
1523247,24200545,2615
68196,19787685,2085
1580105,24319075,2612
575391,15193985,2090
642332,24982297,2259
519885,2248741,3820
1807383,9092737,2263
1216382,12666651,2220
1331326,18621029,3030
2328569,1433233,3024
1111842,15989195,2041
2076956,25482595,3088
1421509,4576983,3428
1724627,23398487,2194
1790250,21985993,2034
737623,23650747,2137
76720,23479661,3130
1237178,20936619,5213
1799107,22735971,3040
1005741,9812081,3190
520003,18925455,2864
41470,25131507,4561
1478342,19560375,2112
514566,22673607,3083
170674,14696735,2102
431075,21202003,2530
1245205,10602039,2198
1319557,21829905,2027
769683,11519175,3088
636210,17447701,2125
2213475,21638229,2232
1505089,23284165,3810
1023738,1194167,2289
884474,25197967,2146
603162,21146017,4223
98620,20583543,3820
1368349,4246111,3044
2004688,24395545,2207
792323,24525797,3807
537108,14797361,3138
135008,16962089,2291
2110693,24664217,3030
1778328,7679575,2259
1307286,24462883,2102
408404,21418655,2095
2153235,18888449,2571
1178109,22936807,3224
2215377,6536355,3187
1760294,9547689,3756
575896,13568175,2081
321410,19218529,2195
1880704,25167069,3182
472650,14902841,2047
2109087,8222489,5167
2157190,8027045,2200
975175,24566049,3122
954221,24796593,3156
935141,19939213,4214
2336119,14571271,5109
1759514,7141187,3754
1494564,9028905,2085
743917,4513017,2082
1266242,24902571,3149
1592184,20479837,3672
764608,13311381,3106
1791749,11144569,3193
1805773,11073881,3467
59626,24799727,2138
1855165,23920919,2289
760319,17014701,3730
127527,3970429,2138
997812,18119151,2300
258592,24146129,4207
2260699,23329277,5044
1332601,3716937,3825
1175544,23901379,3136
237557,7957107,3166
1270661,23460465,5041
422191,22811685,3059
1092870,13554099,2285
1324688,23553375,2619
398051,18066737,2200
1746264,23602531,5204
1992184,13809743,2010
1795372,20089293,2047
1958427,15304763,2015
1519521,18216151,2760
2199841,13419481,2216
990028,19188191,3075
219724,21887711,2620
472789,6785765,2036
1488841,23723651,2529
221675,23310159,2526
654657,20583049,2200
2080996,9904247,3043
666048,20804303,2250
479439,24195731,3909
1697551,16924087,2680
1131280,9124825,2074
1890805,24816871,2065
1370886,18507527,2304
938986,24023095,3196
352369,23715067,5304
1223012,12893233,2325
1854029,25555233,5012
1332815,20046371,2018
1760083,17659345,2137
553265,25296225,2043
478510,23832011,2090
673509,3788559,2047
2268047,261605,3977
2267388,4466399,2200
1065265,17338627,3805
464307,20828043,3978
2111297,25617265,2076
1847000,16226923,3078
305610,12669535,3024
1153327,17084045,2039
2277163,25313739,3064
681408,24868049,2541
1017343,2204363,3757
914843,3813289,2191
2156584,21717717,3018
1942423,13196811,2570
2328589,13088089,3199
2028496,18081811,2166
1072502,7504117,3201
741745,16893029,2090
1629450,9203327,2106
1834166,21876223,3109
2284111,5179595,2289
663446,24952009,2194
710558,907659,3011
1195318,23312505,4157
832108,22593515,3380
1268866,23609845,2203
2204513,24400109,2077
2145630,10476921,3067
1711497,22457159,2830
640124,23457489,2557
1573852,8220863,2774
1478881,20233809,3356
1542480,25017929,2079
1823092,10925775,2207
519163,12875783,2170
2162294,12846195,2260
1563103,22991297,2557
93717,23371403,2315
516419,24140889,3851
799602,8124327,2284
1021829,4984385,3002
2099044,6381699,2261
1967391,25320479,2641
976348,25033347,2042
2185344,22985333,4061
2268733,5699195,2046
1110291,8857561,3155
1095907,8390721,2143
791797,24607965,3146
1062264,18639267,2207
1675412,17036149,3064
467710,20654713,3076
1201908,10494033,3802
564880,5938983,2137
533000,22947999,2221
774149,25082963,2205
13760,20835217,2290
133198,24413907,2043
1015232,7694175,3081
665049,25110141,2125
893932,7427873,3139
2076843,25571237,2747
1185756,11182051,5158
1633672,25439511,2483
466223,4166747,3023
1521015,10449635,3781
2166289,23878305,3030
1795230,9901279,3095
286466,14531951,3658
796293,19963225,3189
840100,21951799,2176
1228838,12302687,5169
657355,10533251,2160
1818,22745651,3073
180107,18244693,5082
152553,6952883,3043
2071062,14324307,3134
1578363,23817717,2230
493058,8192653,3931
481843,21988207,4218
686299,19054451,2017
1163710,2292327,2070
1741700,19534587,4125
1745890,25598939,5085
1177684,24267905,5351
380307,10413793,2089
2206309,23002623,3400
1099616,16121203,2229
2008982,7387429,3690
1747710,24047663,2050
1900216,2969397,2082
325538,13922975,2325
1874955,24554651,2060
2327907,17216669,3136
1326006,10984999,2321
1097995,10732429,2131
731833,18506219,5108
1995839,11148107,3104
844522,21519135,3182
269944,19646475,2000
1159277,24612873,2077
1781330,23966763,2137
2215153,2756449,2125
693275,15033157,2259
1984996,25411263,2034
687990,15939751,3960
937281,25359303,2203
462558,24748477,2484
12050,11995699,3153
1609800,19329815,2290
1039124,4569425,2227
1873433,25484247,3840
1985970,24667045,2486
1166539,4590683,3212
129549,25268495,4217
1681277,12209819,3754
1692525,25559233,5464
710789,1651315,3747
908248,7645289,3156
1315044,5482045,5291
931581,22505467,3750
1398610,25312209,3046
1037660,7447159,3250
477998,25035449,3978
1950467,5201197,2761
1406616,10379151,3159
507249,2620807,2097
1992994,18651177,2264
632447,7313909,3350
695644,11209515,2035
1876643,19865165,2261
2084109,17578205,2112
874329,4067311,2785
2122277,1836189,3064
1647304,22250593,2321
706240,1553039,2090
1454685,22520839,2700
770054,25390337,3201
1145057,4293461,2221
2237323,4189525,3095
1728139,24062717,2221
1698343,1415463,2567
1672466,23910445,2114
820288,18973983,2830
1895924,16815363,3805
1129368,6131141,3024
895338,19955867,5049
1173059,9046027,3134
1218318,8264825,2096
950564,14444745,3223
1465231,15321037,2212
639851,16175561,2570
163826,18313003,2192
677845,9068683,3085
2027172,17601647,5074
1436851,21630269,2440
1674753,22237681,3136
478019,25149237,4007
1172038,6489407,2217
2134845,10458573,5085
838730,1375137,2290
1894880,21828353,3450
1468243,23554823,2148
1303465,23515481,2074
739620,3495923,2079
2300720,20196471,2195
991444,25021053,2145
1478758,1924955,2233
81975,17889143,2560
1432690,22964535,3095
355319,21658257,2196
1606602,16800143,2226
439338,17155635,2527
81480,19415587,2103
37409,24015017,4017
2285218,923791,2420
469220,17863361,3818
1803330,7240823,4573
1597089,24238297,2084
600289,21222087,2000
29307,4035741,3178
2282720,5871027,3082
703248,21819537,2031
1497368,662613,3065
968336,4007515,3400
155187,8680899,2333
1394372,24219415,2008
1540511,23321401,2017
190392,9010263,2234
1059090,15356545,2577
1351971,9825195,3976
1420161,5398509,4183
474012,21374559,2120
204743,25467113,2000
1089405,991393,3073
1330273,12037669,2500
422200,23112439,4223
226120,9130753,3806
1593341,21842941,2067
1172514,3952427,2318
1877980,21262891,3199
1203626,11859759,2117
1384386,16039281,2066
2007,24530963,3175
2279464,24105447,2200
294968,25082317,2027
633655,19190543,2570
1797771,24748225,2460
1189452,21191605,4123
673127,8002029,3012
1614509,24013699,2017
253155,3589259,3802
1549823,15528151,2133
2256829,24238363,2035
1722781,16260231,2009
1798100,25501515,2260
486768,20277641,2322
1047572,23311093,2196
1129959,913753,2024
1158165,24081159,3178
104569,13052315,3691
1203496,9344865,2155
1262081,20760225,3173
178566,2271505,2760
1397031,22742631,3550
565581,21807389,2039
693440,19968117,4070
601039,8121883,3038
1683884,4011975,2093
660839,22870985,4160
2024417,13947651,3079
933490,2883879,2641
1965665,24009847,3106
1169047,13619123,3806
1106364,18137065,2115
1893202,25284949,3629
2086441,2678815,3844
1732870,6761259,2770
566923,8299373,2170
313546,25400215,2024
162995,2031373,2010
181020,19970781,3214
381250,8762477,2281
873477,19997409,4500
1762158,24543901,2800
1628321,7255271,3690
465301,21023649,3922
1273687,18068361,2085
1606069,15909229,3840
1763048,23625901,2232
1545777,10027501,2093
2240361,25115513,2113
792391,23899399,3108
1423802,9750947,2203
1597766,23846919,3797
1187282,3860923,2158
409079,19601915,3183
2326069,1311753,3075
1212816,24364071,3064
785016,22185899,3032
796839,7611749,2044
729359,8824949,2223
1561421,24690639,3029
1227814,16991889,3173
1264486,14716841,3805
1983554,23340657,2296
30827,8893893,2300
1167150,3176009,2022
836308,22096693,2035
254870,22497107,2155
2244411,2103541,3152
365558,20153787,2193
545466,11342415,2207
1418982,22383971,2320
1079319,16171279,2087
889998,17344869,3777
746407,3805667,2330
1148745,8357987,4556
543139,19604007,2120
1592000,20337789,3892
524234,19597569,2481
2154517,9015751,3806
255793,8591243,2516
2206840,7506739,2026
956974,23318751,2033
1821461,826751,2317
1262689,19527015,2066
152989,3150601,2015
2017074,10678341,2280
718239,24170497,2529
1478055,13880827,2171
1817509,24831709,3028
2250795,22184097,3020
2104831,21503391,2450
1218756,16014389,2120
2297310,24938415,3400
1580205,25040201,3018
1772437,21128215,2535
1034533,17868223,4114
615696,12468991,2034
900407,23199543,2787
1713870,11621431,3844
915270,13642987,3350
1653466,24822545,3175
1794056,16063121,3040
1759657,20505075,2096
2136451,16861461,2564
2123827,21546323,3673
2091847,25383579,2077
884424,25594301,2210
25621,13006863,2114
2003480,24654261,3336
1301993,5446681,2172
1302353,23201291,2287
1749467,17266221,3030
122838,17051543,2090
683596,24591245,3555
466724,10110593,3226
211267,9660587,2452
1050407,24518909,3121
2257718,24527491,2009
1933322,8914611,3224
804808,3947085,2094
507101,20111641,2765
2259993,24502671,3931
2036937,25105049,3214
990610,24507957,2210
439477,2165067,2088
38403,25496319,3216
970887,22289939,2007
1614742,16906517,2161
2022518,24828671,2144
2320514,5160529,2146
992219,23895313,3444
1117312,20724413,2132
1822203,2087679,2315
982385,8789243,3083
1646290,2469369,2285
2316727,23047043,2196
519559,22073221,3024
2038178,23141843,2179
1028766,23981319,2010
1088468,19416743,2219
1619907,19287705,5085
1330231,4728483,2251
374548,20856873,4221
2027490,3728303,3222
1287060,25182731,3020
1001761,5351557,4220
1038500,18840423,2261
1086420,25192055,2259
1299332,3934097,3040
466945,17505453,2064
1177318,16511465,3666
1776950,19865291,2170
1272978,22208303,2232
1087097,23830685,3915
420741,19181495,2517
1093553,20144271,2222
11941,12903751,2221
2019201,25341317,2763
571458,24559199,3175
2108711,18074767,2027
80555,7638289,2261
360817,20385825,2573
2248277,15262013,2226
1778639,10743145,2223
941385,21163195,2094
142085,20996877,2560
374232,19606199,3212
719980,25186655,4500
681721,23240167,2011
636221,4082301,3046
605471,25270969,2265
1191484,22643797,2035
2284967,8001909,4018
867407,16100275,3350
2094697,21866707,5652
1213527,24741455,3153
1732624,21964093,2222
165680,24552723,2323
1788681,1918019,2010
68407,4841997,2750
14685,24862991,3048
2166016,23939967,2750
1122525,24690531,2112
2145348,22651291,2217
594960,4741209,2065
1131192,9646265,2318
1945098,22816227,2160
12522,17919891,4510
1404104,16895507,2097
681035,22724381,2250
211438,13834411,2135
1584079,5024263,2076
1111707,5183085,3976
674914,18598157,3380
2271046,19457051,2082
399121,11844897,2214
590325,24109745,3082
1838343,24692967,2077
769748,19967185,5250
2098022,14438345,3941
168419,25430925,3357
943506,11395179,2018
825653,24762481,2296
1012304,23811023,3809
447996,20455251,3000
958686,3421083,2904
756459,24371303,2560
142901,21637561,2319
2253102,10211015,2076
1241433,11680781,3097
1826247,11196317,3068
1621829,18807879,2294
533513,25433895,2205
1699972,21952753,3175
161405,21985951,2106
742050,10666201,2230
72984,21400309,2134
2311233,2870009,2010
34947,914699,2218
1254010,17715723,3174
2260437,24431321,2602
1580223,23868503,2517
561974,22207769,2019
2203268,24925091,2905
907835,16989199,3139
186428,24574937,2137
58952,25448515,3173
909473,4707999,2076
1019616,21977529,2099
1176977,24624619,3754
2037155,23698623,2125
1710853,23198695,2120
666705,18887975,3616
1643305,22156021,3677
161143,2743559,2232
988778,8465961,3084
1798799,25103195,4121
1847820,14084323,3028
992530,24009421,3677
1230675,23432939,3011
2226704,4166179,2233
1701606,21052443,2257
636032,19804721,2067
725043,10912161,3356
1490846,22565641,2061
317927,11430697,3844
941115,18404151,5023
2121911,8765923,3995
2142750,1227981,2527
2063457,20666675,2291
2289876,21164253,2284
2089654,15799323,2021
1989255,16838749,2204
1037965,7493265,2234
2187546,23800361,2505
305391,15636439,3936
1301376,10141501,3113
1421545,24639209,2205
911504,16979303,3081
2312770,25397063,2137
1859169,20160195,3331
439703,25458745,3556
546219,13484317,3779
204302,24717263,3145
2224915,23036261,3004
1356585,16223453,2325
736495,24914027,3978
1041378,16351739,3515
90894,21887057,2747
1565647,19312433,3218
1390722,3289507,5083
742578,24836359,2125
177809,18291959,2102
1192575,24463367,3977
1854926,24836201,2011
2279512,24317945,2260
1316773,21073093,2112
1653765,24747159,2540
2215022,7828345,5085
1177379,24633457,2212
1383681,15519081,3820
1653866,24478527,2250
1138619,23838367,3134
421772,23442459,2008
286210,19073185,2132
2181138,4012077,2170
2104436,9229565,3129
1528195,14345043,3084
427876,5357691,2323
1783792,24277509,3977
2002288,25002491,3818
430984,11024515,4500
1103379,23339081,3031
2296884,24392153,2171
1677255,13247331,5022
1257780,6585569,2121
164209,21516279,2500
1349324,5623473,2263
456339,4452653,2170
1231205,25110359,2519
218007,9900395,2121
1869549,5864349,3156
1047091,25340707,5074
552873,23845247,2220
1112037,14811263,2223
657049,18308201,2232
341470,5211755,5092
1993189,20270759,2794
962410,4905581,2095
2153838,11704525,3770
1535480,17862581,3931
2227182,13535447,3756
2051797,12832211,2213
446981,8408163,3977
627909,24562829,2099
103220,16225759,3087
400531,22578881,2540
905870,17037145,3029
984532,11363465,2021
2144692,12484447,5018
673072,21389671,3195
1151157,2160003,2120
1275242,9918231,3094
471405,13837173,2090
165772,24061249,3166
668060,6294651,4573
1620092,16527725,2026
133874,17184241,4208
1107748,18801471,3941
2077599,22823239,2099
1812028,13412395,2126
1261135,18511831,4013
2063315,24369195,3000
1556209,19168033,2444
18998,24050655,3072
494748,6689741,4341
1971649,3844625,2281
1949372,24353945,2026
238048,17012689,2257
1916183,19950325,3809
703908,17523255,2206
123112,20024149,2283
2100881,11122425,3178
310238,19035409,3033
611684,20951771,2285
1165253,12646785,3073
954284,23468503,3073
1703756,18108529,2799
2163166,22584185,5159
1131514,17379127,3224
505405,20069925,4216
142498,19888707,4227
987388,23589397,2048
961100,7477845,2233
968891,9737071,3162
1598256,25147095,2103
1503857,23181467,2126
743325,18488325,2317
1186867,4394021,2046
2067337,20118853,2446
2183691,25552595,2260
312639,25405633,2790
1313474,664613,2210
700651,25166805,3338
957565,25191585,3041
583804,8112637,2100
1675424,20854307,3216
216687,21853569,2114
2294293,24872973,3809
2082090,11261111,3201
568961,20652013,2905
239885,25397615,4218
48435,16337681,2196
2100786,22474767,2527
2072285,22486213,4508
1009773,22734645,3147
430923,22726631,2121
1486993,24846075,2010
1542852,23987453,3775
995789,7415461,2324
1337862,20265939,2234
1539146,6340077,2260
852179,21133019,3182
252869,1118593,2122
1844586,20959857,2444
109035,7618953,2500
2178484,21083081,2330
1661785,17795753,3029
1593730,16635981,2046
1465429,17576469,2217
1249975,23479073,2145
26369,21218737,3150
1386770,19460409,2137
1349087,20061091,2191
1977075,2539773,2126
2298591,23029257,2287
2131870,24344865,2016
305783,5655949,2753
698545,23065805,3204
1821940,1169271,2125
902583,22983497,3055
1841780,22814101,2150
88687,4512223,5118
1357721,23383477,2430
575961,1516849,2250
460263,22779103,3064
178264,21306469,2127
1398658,18604831,3071
319937,21144185,2114
2142569,20996271,2267
2057203,25081937,3880
1898752,9193459,3321
1241456,19660785,2140
2111155,23603851,4227
1645074,20100915,2102
194979,19322003,2213
529099,1076577,2076
663656,25082817,2250
433250,10313275,3113
1617347,24472911,2196
2056529,23608129,3810
2040600,23303749,3143
1571681,11174865,3797
1842033,13945373,3138
1940509,11168713,2261
736096,24827239,3031
703472,21837107,2114
962612,22168835,2067
1620072,25587565,3616
1328543,9499839,2050
2100262,21231431,3071
182000,18801671,2162
1026033,15076791,3840
2302661,17362563,3013
977308,7856595,3109
1507363,25209195,3103
1376191,23349307,3133
1004773,13260037,2036
324637,16605235,2103
53711,14410249,5600
879902,24767207,4217
1301073,17868919,4506
850621,4721301,3922
482511,16956031,2122
1755209,17119631,3810
1433309,24762095,3400
1557682,1676179,2099
2087112,15427537,2145
1401125,18413979,2768
1812204,1869411,3992
297648,23597675,2026
1198220,6147411,2194
2337907,14650049,2173
349860,24263693,3149
982420,4836389,3737
1589691,10451039,2213
1117362,5267055,2220
1246795,22448291,2282
1527079,21930285,2579
1438307,11295335,3038
1715129,15180169,3161
1595954,23148947,3219
412842,19863895,2060
8048,22502931,3162
872783,17257565,2516
1783882,23294345,2138
626168,24469975,2224
375063,20740475,2138
138127,14090185,2089
421978,22818107,2041
887003,22142035,3149
1977154,6110791,2210
1329193,11224459,3025
929298,8625565,3068
996664,7287145,3340
281446,7997293,3213
13101,20811611,2127
177218,20400565,2322
1323901,25144905,2233
1906897,22446023,3156
1896629,16678463,3216
1433591,24272177,2050
955440,24234473,3142
1058464,15142725,5255
1013708,24603303,2166
1083204,22529851,2099
1564398,19095419,3020
191969,8859427,2145
148954,25110865,2765
1864992,1153575,3173
662881,23899459,3335
1604913,15170325,2219
685903,5952399,3215
1256362,7330295,2122
256938,24803995,2650
1548690,22465211,5019
2217869,2163467,2076
241632,24560387,2095
2173378,22368539,3024
2127311,19573245,4131
2008307,9464363,2260
2237143,22423331,3978
584112,11846521,2100
738306,23122743,3186
1296232,21361013,2095
2153652,4165693,2206
1854846,22935829,2138
1748111,24318489,5472
359262,19914143,3030
2072306,15903999,2069
1087229,24249019,2152
253011,2908429,2560
890595,12362969,2176
498688,23368297,2060
345931,7509653,3685
2214703,4852435,5086
1144049,3251885,2282
227795,12909973,4214
96730,5864293,3825
2279710,23690887,3556
1151362,13787781,2011
1982054,25362691,2015
2176768,5890017,5090
183562,22805185,3690
2189641,21313611,3380
1721054,20555755,2317
1276274,14139053,2322
299915,15361817,3802
1854409,23627435,2074
757924,21328921,2230
1260987,393193,2282
132656,24453779,3013
297620,24778361,3616
235056,21645477,2086
95956,22918337,2570
817780,22445653,2111
464117,16854351,2046
146214,18098635,3135
219838,3311819,2250
73591,23510451,5114
2257556,23469433,5032
451223,3367971,2333
1057646,5359659,2150
2038001,25199085,2133
1228180,20968187,3338
1371552,9555325,2567
1216226,20630177,5037
1218301,13949737,3155
219262,19787459,3083
564814,17105975,2259
1582526,21687511,2713
1550354,20963297,2300
1070138,4148855,3818
1926575,24202511,2640
599477,1814529,2251
1759076,22234879,3941
345345,20121449,3127
1437839,18345069,4560
1685062,11052067,2747
607933,25321911,2265
2060596,14003931,2773
1518637,12564445,2121
206972,19596993,2196
1770122,19930851,2324
1446362,18492517,2137
875736,1606709,5031
1481401,18751721,2042
2082611,19558541,2066
1093444,14315303,2209
2144791,5602271,2096
1880184,8157039,3338
2725,25403047,4551
254808,22598011,3427
2175191,11850195,3214
1943380,1118159,2251
619010,15106745,2018
1864196,8759029,3121
872887,19538159,3070
1156632,22893615,2155
1401200,11063993,3677
730605,19265441,2233
2242953,25314235,3000
1517998,21725021,2100
859754,7637937,3174
642579,23298111,3076
473342,11331639,2000
51868,5913549,3909
1399206,17281827,3978
1464046,21345837,2203
1117983,3835581,2074
1979710,19853123,2330
1731353,19911245,3875
663938,24170289,2040
6771,291789,2090
2238623,24983161,5169
343103,19278317,3673
1792125,10294233,2095
205312,24012757,3029
467510,1643549,2233
1734542,3062375,3726
1647093,12701029,3818
1294830,17223405,2170
201626,1548943,2126
990485,25012813,3335
2260594,23443353,2257
1270940,21644535,2224
2208227,20658585,2216
1916770,7356655,3192
642261,23020783,3030
1124998,15674747,3064
940408,23460609,2010
1074245,12813199,2305
732332,65019,2229
255098,19134241,3806
2033873,19498427,2527
2232002,23590575,2287
889372,20555161,3550
615640,5126009,2047
1470228,25163931,2143
223952,23046717,2223
1584505,12028079,2114
2025612,17947541,2076
16764,17736889,3978
1384371,20847979,3750
443395,25482553,3226
767482,10359277,2251
792587,23183037,2000
1269422,22870703,2261
1755417,6566059,2260
1861310,17122313,2101
439838,24763703,2038
1007041,21660425,2192
1451681,24633745,2196
1865027,15449415,3021
1992256,14695691,3844
76291,24628111,3810
453809,9212265,3166
2319911,21197195,2227
624734,23436399,2030
497595,24504807,2486
1173389,430437,2193
1519905,7811361,3177
1328525,5645975,2330
1274241,21984283,2024
1698522,20589723,3156
1495088,21768595,3199
1863121,14354225,5093
286412,11474639,3150
1181472,13201875,3805
437830,15036435,3078
1636750,22915389,3336
1965571,25340393,4108
1616734,24232893,2207
701716,24147671,2089
715306,24139927,2213
1199055,21895181,3028
817665,22285081,4225
190698,16611803,3187
1213164,22602995,4521
208149,346693,2325
120349,2163593,3073
293345,24312783,2088
706652,6365117,4209
2326407,21535233,3106
1331803,14972081,2653
403755,24047905,3630
363767,24477,2300
498617,25311761,2088
1973398,24864701,3082
1202685,8779045,3218
1521709,3147397,2209
2332952,24904181,2064
1837306,24249009,2095
429937,22509303,4304
96783,24903131,2127
672187,22177015,2060
487991,10114971,2113
2224694,24393319,2620
374999,14542837,5167
988004,21169191,2032
1925815,6746253,2287
518167,24473855,2206
1080424,20973779,3754
1989310,21808837,2566
1458359,15574051,5159
141361,17634663,2574
805583,13060441,3810
776920,6717033,3071
2030650,4982529,2026
1439247,17040535,5008
385012,23602895,3336
425585,25563089,2099
807131,25291717,2090
657073,6422347,3752
877995,12472081,3802
800233,19299997,3691
1831757,15620233,4573
2215428,22209155,3122
14579,18571749,3458
149221,24328625,5000
2105217,14183987,2257
1866949,9645721,4507
2098263,16328067,3084
1650288,20910505,2590
1647984,12822477,3083
1613709,22728747,2315
2147213,24420085,3925
728624,10820025,2145
1309024,12249939,3971
2050131,14560553,2035
803046,2438689,3163
983464,15026509,3810
2056875,24519545,5110
57114,25083635,2061
1665617,19132361,2327
1908899,25074995,3429
715791,25218391,4019
449852,18276561,4034
78177,24550413,2680
774422,24394699,5006
2342435,17888563,2144
1764636,22876477,2762
251458,594435,2077
932500,3119913,3995
1313696,22469653,2429
380497,18058537,2428
1700393,3947453,2290
172680,2663821,3136
2003296,23629135,3750
436255,3978217,2250
1390215,9701119,3182
164356,4376961,3094
749255,24442867,2089
1184154,3193415,2110
1702593,22105005,2037
11495,19148373,2048
1785714,3910219,2077
589040,24850375,2166
729900,19211699,2145
1858934,16397485,2192
1182722,5181263,3029
1604632,2902563,3021
312094,23369275,2046
2062029,2129625,2026
1583190,21473019,2261
615689,18680425,2193
2233854,3058521,3820
1559389,25374009,2296
1124636,14308827,3136
1201088,8309005,2209
2132474,24666667,3756
825534,25107825,4133
170998,1317447,3810
411621,10064015,2220
286230,17177851,3875
1417506,17851485,2066
1761591,25032395,2539
619088,17768309,2027
346142,7043843,2108
1268528,24224075,2232
598984,8085959,2464
1025611,15861311,2324
1903792,19081521,3075
44980,20772535,5035
2157259,18429511,3088
1757696,21705565,3103
1147729,2482627,2193
50370,8181877,3977
38133,24904153,3095
1840273,11311351,2250
1909648,24834495,2299
79444,12288783,3280
1800487,23054257,3885
1784650,20033759,2087
1089829,11426043,3788
624287,25091437,2112
1174974,24464147,3219
604123,11417967,3673
132558,22691345,3429
888103,7955731,2304
564596,21051549,2257
2148900,24951091,4341
1610477,18816325,3756
1515383,1979895,3134
349552,24064937,2023
710450,20101617,3083
1625602,7091523,2193
1569045,20987049,4123
1195704,24696067,2103
812924,7634251,2250
1688870,25581041,2141
1966685,24389801,2450
1547114,4249849,3377
708500,18680553,2195
1966989,25575467,2211
1312244,1650737,2324
2110304,25113975,2017
507113,21935281,2234
1892036,22870277,3400
346300,22624903,3823
2063260,1624697,3030
1610054,7152605,2021
132602,25063411,2141
578210,798725,2217
739164,22189989,3182
103565,5780203,3280
1425746,19619073,2290
1867690,2836261,2284
1744324,25312597,2113
425636,24845315,2335
1003547,22282907,2089
1812429,5720887,3818
492684,19402551,2289
1654481,22690869,3030
1285197,23113371,2560
418453,788285,3083
436682,5015143,2219
1033,25319155,2604
431898,7397699,2018
374641,687983,4020
1743377,23369097,2138
1770676,18190015,2196
1629744,22832919,2444
57246,24427821,2033
2230087,9800515,2429
2238488,24055415,3020
1507544,23251821,2795
2224092,22861187,3042
1667002,19002843,2161
796744,22408851,5169
948305,4245731,2290
2317674,22934035,2316
1530261,12393937,2170
919358,24423281,2765
759038,24328927,3754
64498,4189791,3909
2264836,12332099,2206
1879073,9084703,3909
619005,21530451,2010
1898184,19050669,2445
1724578,25395865,2210
626797,23777997,2127
1877194,21608789,2088
2102772,7896791,2800
2196649,2457231,3088
1318248,1612251,2323
1243420,18902443,3550
1418817,3714931,3030
1840636,6134357,3677
1407257,12811569,2621
1892137,24680241,3030
955883,24990931,2064
983426,22480031,2259
1675202,22021825,2209
727809,1731263,3058
1786524,2042793,3021
921173,22693083,2210
2239548,22581031,3023
1639324,12339323,3808
1154893,15612491,5085
1119222,19897675,2232
2047858,8974239,2250
1525449,22941989,2145
254134,7257171,4557
1375867,24264563,4121
2187000,24677291,3102
417332,13234513,2065
1253158,1740835,3450
389969,2962453,2173
450141,13337039,3805
1981948,23045555,2250
2077949,24347097,2127
725552,16233239,3777
1565760,13085825,2000
898231,17399411,3029
45313,19118337,3910
881407,24367417,2209
1263303,11950405,2122
2182099,21228959,3336
1843419,8841199,3178
697030,24429755,2040
2132435,24285979,4552
785962,20101497,3168
1326128,4021511,2016
348682,22670375,2007
1502323,16449963,3089
84935,18046933,3123
1938266,6280029,2040
1547711,1285943,2207
2312551,25175871,2211
1528361,16361589,4504
533091,23760797,2011
1820942,24919255,2250
1978217,14638097,2077
2295680,25110219,2168
134201,16815053,3350
5331,9282257,3094
811613,23664551,3199
398573,11628711,2024
1727993,24335657,2130
1477398,11301361,3910
975608,23890879,3260
754602,23376361,2015
1237691,22345223,2747
1542962,23380049,2195
150080,25354913,3750
1048629,24826949,4504
909183,8470179,5087
1154707,14140981,2044
2070298,25339645,3215
881522,25137733,3810
392313,21185903,4124
1387837,8884589,5048
1206407,11200383,3136
727363,10865283,3038
1104582,24225245,2200
1353300,13583303,3094
265822,1404973,2065
1179179,7830301,5085
1718921,12460845,3065
1702204,14175979,2154
189540,17593959,2205
1436130,8595581,3434
1477863,9867043,3153
1541507,25387609,3083
351852,23232869,4506
2205446,24149291,3260
590342,22798413,2580
605135,23888185,3151
1151600,11542171,2539
393590,11805559,3850
2239569,23814825,4559
1303841,23359869,2089
1868651,12079911,3088
1703079,3529355,2093
490216,11418109,2323
2064203,11478295,2095
671762,22340061,2089
1149150,8130487,3400
1235927,15465039,2153
2119323,19493617,2171
207104,17907179,3977
1239003,20162525,2060
127964,21466719,3150
2159283,22696157,2195
1425322,18546781,2530
973481,25475821,3220
235727,21719409,2282
2150875,24381251,2073
2130977,23165575,2536
1415871,24594661,2049
326923,8174279,2204
52314,4345517,3429
1553479,10621371,2037
