,ACCT_ID_M,PREMISE_POSTCODE
141786,3233213,2810
467832,5956147,2161
2240865,24507815,2011
2276841,25501939,3029
769367,11249563,2768
2135735,5877215,5033
956284,24370121,2292
1641765,10022481,2154
1587451,19378959,2850
1929440,24046625,3377
1791204,5685211,2114
64205,1099863,3840
806334,370863,3037
2274026,16380731,2220
1666280,7520839,3756
228203,21388613,2121
1498783,22817589,3984
869135,3975559,2290
586932,23227051,3400
1776942,9808911,5125
1492586,15823809,2122
1358785,15963285,3851
2141871,13600545,3170
1003298,10176721,2200
2133734,13113019,5082
379438,15499103,2210
42425,22688135,3978
1449336,22387393,3053
2248780,1515403,2135
1799532,23371907,3136
1133020,21461351,3111
378949,7202137,3204
70224,11831801,2071
807024,25103111,2143
1030283,24456623,2026
1353888,18161209,2155
1449688,24183987,2290
1117553,20520837,3909
797184,8034073,3741
1276378,14031799,3079
842904,6057949,2281
1157965,22715041,2604
2026213,22639835,2008
448522,13008419,3044
669118,2642383,2515
2274424,10211155,3956
227857,2568009,5022
212416,8296051,3807
1997555,20983023,2750
174941,14459089,5033
2190003,22310461,2787
1980646,10592409,3380
865167,23297489,2154
2047821,4173679,3675
2055978,24685837,2282
2097510,7315127,2304
1758996,18461309,2011
1948524,21380441,2303
991273,23528865,3199
401018,2697013,2119
291543,21206719,2560
2141542,14416457,2327
2291082,14981219,3152
2319877,13296873,2030
2262941,4554679,3021
570664,23417273,2077
1838593,23996663,3087
2316937,25110553,4207
716555,23845897,2160
1124682,25170745,2019
832459,13393399,2783
1543676,22937479,2300
2281992,22045903,4305
628005,25125625,3922
53309,16548077,2300
1163151,4852553,2229
39644,24735661,2315
2271272,15419727,2323
1376847,23778199,5038
673637,19378687,3212
491248,20167859,2259
182030,20490499,2073
1497039,19543825,2017
1915562,2149935,2200
1466912,24391265,3103
2032602,4433245,5023
2056169,25344505,2323
400233,1685547,2000
452847,9355347,2026
187388,24109321,2010
227862,22456959,2289
567744,3384575,3166
1249254,25273403,3071
1465056,18117309,2323
1068657,24682635,2770
805342,18283893,3060
987325,17978401,2304
364888,17564609,2166
1956020,19347751,2218
1247735,24502985,2025
1660691,12913457,4562
1830030,19308065,2199
1797148,11372045,3943
13308,14232113,3806
482449,22039151,3029
1441726,10298043,5107
1344796,7753289,2148
1345717,19571929,2206
456906,194475,2536
322369,286777,3355
1182782,22041767,2131
88254,22058419,3058
845701,25440551,2000
1139891,24793403,2213
59365,25169067,4107
223858,23063491,2204
2340661,22488441,2022
20038,24597617,2099
967033,22075063,3047
1281226,5662043,2204
1420311,12706775,3977
682319,25557643,2560
2302112,13303619,3171
242810,23073827,2121
2093775,24392427,2190
1395937,25135635,2036
737527,24383105,2194
1965049,23387897,3977
1831001,16962215,3020
990771,23407563,2913
672681,19015025,2119
901703,25146035,2323
119658,17139761,3462
1977571,21855259,4051
1483598,22577055,3756
605586,23646019,3319
291889,8511595,3082
2267464,2593297,2518
1374143,22481207,2315
2302493,4516695,3796
789612,25501425,2046
921454,23506367,4300
2026287,11559643,3953
337235,21852951,3193
1869838,24496531,5108
1923020,22887225,2137
614375,21039675,2745
958688,23197931,3207
618719,5052023,3155
302671,10933883,2010
1706757,23223461,3400
315277,25189575,2260
1051624,20794089,2320
2138511,12332087,2261
1684935,22672505,3228
304375,7312885,3690
437768,21639017,3567
1976448,12561739,2131
1724984,23263159,3075
2192916,220443,2017
1568502,371507,3250
599049,9444649,3212
1401279,4910211,3130
2048618,20985699,2765
1837246,25502015,4207
1692742,24335147,2320
1196619,24870833,3129
1632931,23807511,3053
371935,19337829,2093
1393059,11654763,2101
1467100,24850159,2031
45951,7944839,2326
2316813,24912829,2483
449198,19922477,2084
580291,3725917,3082
2263184,14109431,2044
336282,20705547,3021
1267298,24594217,2026
1721756,17772649,5082
1781055,24315625,2140
54458,18238029,2250
1292376,13732753,2567
1765629,23294915,2110
301887,162219,3340
326762,22599921,2151
154925,2118199,5062
104019,17934595,3400
2049213,20306669,3049
256252,15471885,2282
1815022,13950665,2259
2156937,4607487,2323
2155785,21517167,3081
939000,23874555,2607
2049226,18440599,4226
1295981,17532411,2640
826886,23598829,2026
1696204,18307411,3805
202140,24153397,2088
537410,8552399,2586
688658,2183389,2285
1770511,21223915,2077
1289036,25553725,2440
1283236,17319749,4519
1670227,24355983,2212
305175,22134727,3660
836787,2658631,2126
889803,17616667,2111
1028218,23796195,2478
1760236,21720987,4509
2111140,24017767,2330
655231,13700221,3976
1370083,11318003,3385
878820,19085355,3380
459580,22863279,2615
1200436,11338899,2120
2177366,19426963,2747
2084633,14286435,3174
635619,16293585,5109
1979155,20708487,5082
496545,23373515,3840
1468200,23794245,2565
407627,23842435,3818
1795389,13524579,2148
1799108,24870763,2140
480540,25037455,3978
1861213,16697137,2107
955175,25518213,3109
565957,21219887,2290
278270,23186339,5042
1641272,20611343,2148
1852581,6760177,3089
1012602,23636733,2714
545460,6465101,3752
1157893,25340825,3675
1704202,19237293,3338
534156,25477565,3128
141420,6756123,2065
1328538,906497,2119
2251228,17193671,3690
1170828,21020323,2026
894829,19542103,2325
2323200,6456595,3135
2275034,2438177,3153
837824,5777145,3030
392296,6063653,2233
63258,7115901,3664
95661,23870103,3844
568226,16370693,2203
903832,4347601,2786
210761,5151609,2263
442025,24133351,3134
2160066,3464369,3226
979564,22473675,3175
313300,23320463,2042
625398,23944057,2234
1163137,17421245,2230
1749842,16865741,3860
493305,16405631,2213
864876,23166147,2101
2063549,6643663,2031
686014,21090339,2017
2296806,23385519,2075
1802420,24129045,3024
1427541,21497337,3116
2041109,25021683,2020
2138898,317119,3111
135899,21852305,2065
1293305,14619323,3078
1261410,769057,5117
589724,23151959,2179
1140944,23961859,3825
1546223,16825643,2065
857887,14262217,2750
1595815,24390709,2763
1096680,20532383,3915
1801470,22963857,3223
205723,23157955,2037
2141564,3651761,2261
1658889,5046115,3912
1441353,8735529,3064
714005,7273747,3047
1631997,16721487,2018
284211,10153129,2560
740634,17760465,2336
1654513,22910113,2323
1177783,22963125,4305
2179310,9728251,3216
1140395,24717579,2000
2304861,22064107,2217
236203,4372837,3193
1558358,18982073,2040
118745,3702427,3429
323560,21230597,2747
1438326,20815083,3934
1126517,20551841,2300
559015,7443997,2335
137144,13038725,3084
1758720,19138055,3341
1240072,15452939,3043
2184552,24374103,3958
2278020,23877059,3585
98101,19317223,3978
346789,246819,3752
1550312,11598733,2101
1124268,25174131,3028
846361,24284067,3030
1625867,20560529,3805
2249753,8233943,3197
477809,22982445,2070
2136345,1021705,2572
1697934,14184203,3340
1742794,18634015,3750
1048484,22538451,2559
1387272,17958857,4153
62638,11479915,3825
1879273,6948535,2218
728901,6016159,3757
1382108,10711261,3400
2236815,17952717,2000
1877781,6535147,2444
475961,9123871,2153
1527048,15696297,2325
1901958,16825929,3024
2046674,21074631,2221
1762592,24203619,2335
1461984,10243755,2076
414814,20332317,5373
1787417,22669817,2234
1086973,22676187,3029
64791,10609249,2303
2220434,23166539,3074
383051,10998025,3754
718484,23397697,4005
1922096,4069321,3355
1138451,25327119,2234
1166868,12373859,3804
749242,2519967,5108
1551317,14425001,2263
760263,21839897,3450
1641464,5331559,2213
1206429,4514289,5501
644134,25191327,3104
354388,18928501,3850
249795,12745585,3250
706958,5828301,3350
1023195,8886497,2179
189964,21542263,2126
1348883,4731723,2122
907489,16919853,5108
1644125,11038785,3922
2009788,12703417,3930
1198769,11173533,5126
1482204,16552283,2131
927178,22088727,3429
1358034,25103581,3136
1339117,25233499,2067
541022,16035629,2257
1788726,20766965,2200
1997903,1267679,2026
1198185,8875745,3020
777167,14302429,3216
2048047,4143909,3196
1571300,21714265,3016
1718686,15207915,2163
992855,25501483,3134
1187540,22763271,2031
337485,372059,2259
1417211,15642487,3051
1848538,17156361,2563
2303586,20520085,2148
1701355,11505553,2335
801428,19747123,2300
1808708,10441299,3677
1928364,25442655,2141
60327,7199007,2100
2323311,20684705,2036
1263870,22795367,3042
742298,15498271,3093
467251,19194109,2000
775117,17527707,3130
1506138,23188637,3133
2128918,24977755,2500
2108498,22319307,3064
381958,25068077,3496
1057049,21575631,3127
1991636,16479883,3356
1591914,19952549,3129
2311633,18278261,5007
1125128,5776427,3754
437174,5224125,3465
1858655,4930129,3140
2174822,247177,2049
785762,20112835,3810
1532431,19623425,2023
2064648,1533557,2286
312988,23689975,2088
2178358,25043769,3754
728092,17902153,2065
496955,25416317,2264
1864831,10024125,2126
1847877,11258171,2090
2167817,24319325,4209
1303828,23755977,2087
1881580,22179541,2320
1940467,5855483,3810
287803,8294875,2219
1737085,24653069,2447
433543,10103123,2290
1212196,24234547,3141
534787,23503077,4217
2303007,9722789,3044
1040,25415073,2137
1787419,12861513,3095
320389,20700871,3460
1179056,24647755,2580
13888,11583155,3850
969534,18577197,2229
659045,20239637,3910
485137,6660927,2131
303583,20597709,2205
277453,23149423,3222
422465,24909965,3174
1537792,12105489,2009
1894590,24882487,2529
751969,25558033,3730
434626,7374567,2066
812171,14266773,2763
231397,3509119,3380
1482454,23393009,3078
1929921,25418039,3810
1699324,25348011,2050
1764259,24981879,2230
42833,13056147,3109
1362563,12368129,3015
1683495,22345395,3978
441128,24700369,3630
553760,25302641,2304
2087596,22744939,2033
251457,8283851,3775
1236720,12777631,2232
969713,6626505,2283
428786,19453983,2040
1413121,23872661,3136
1409990,22281757,3027
1791565,14792311,2564
402901,13142895,3216
181895,17508037,3666
115583,15343629,3193
369764,25113217,3338
539586,14980523,4220
2170654,19366737,2325
1782927,24500373,2033
1057502,1338981,3752
1618935,24799181,2617
1958595,19530451,2170
2338122,21957363,3451
1861949,8133449,3163
535564,23282485,2093
1609780,19422927,3175
97527,838077,2144
1933893,17544483,2770
630144,3933795,3152
1572292,20712935,2594
196369,598173,2032
2105697,17226455,3380
1654351,23763359,4500
2097278,19566039,2428
226435,18331483,3006
617712,10084541,2038
183295,22993213,2914
1730391,14891449,3226
1874287,24844443,3123
978817,5708475,3806
134917,4347853,2038
1852710,18555855,3166
2178453,6499327,2073
971963,2731385,2478
1979351,17085441,2767
2131509,25148633,2264
1758644,13556253,2071
689983,19123833,2089
2066734,4883005,3152
19444,9270109,2208
406288,23117587,3216
1531701,3330961,3136
1768950,8326561,2330
671683,20720449,2026
493425,9212861,3699
2318408,1048363,3356
1873677,25185937,2170
1594265,4652867,3750
1167733,7680529,3977
1439563,5273721,3133
162729,18861107,4210
1483326,2342355,3121
66056,8647539,3055
1110822,12707733,2250
1838094,24449069,2782
511631,18028447,3975
1950012,10035977,3083
443206,23770485,3465
822276,1186773,3199
1982788,25570139,3750
435927,3148497,2261
1265020,6331005,3677
1542567,24307971,3163
1581147,22682677,3089
1302557,23029651,2131
686409,15480061,3377
2237708,19609057,3074
829869,24502603,2000
2024272,9845869,3139
1218374,21311445,2448
1090244,20268323,3169
2321185,8447035,2220
1271900,4864405,2068
427612,20933325,3195
2011491,229711,3037
719453,23625233,2067
2135008,13202107,5108
109916,23395519,3184
625082,22665251,3165
1938060,8563621,2095
2328381,15033533,2216
767714,16368197,2067
694283,21568345,3984
338093,20301199,3151
1108091,2959319,2103
1574066,7764855,2028
2042539,17851825,2145
1175940,24722165,3171
2149280,24675337,3113
846665,24644173,2487
1933119,19188185,2134
661094,25111111,2566
1599359,858127,2617
2280693,9512839,3892
695035,11825893,2227
2059674,23446049,3058
200091,14142889,2017
1105102,25478935,3109
2080359,21530889,3030
323452,20025945,3377
1128708,21214595,2333
241583,24052685,3938
2114720,25546919,4032
2238079,8056723,3169
462219,25089367,4301
446897,15209369,5169
1945911,23697449,2196
91093,20928707,4123
1553852,18346825,2117
410032,22198505,4211
786969,4411365,5046
1591473,466379,2101
2310963,21306397,2127
1565846,20164293,2770
875902,21737093,2206
563843,9145131,3089
385132,23705203,2213
86185,14651803,3216
178562,5331543,2049
2343074,5464833,2090
513018,5800393,3630
1161091,10361545,2085
466214,3498443,3630
351944,25563659,3803
899115,24040999,3108
721442,20504021,2227
582290,22399985,2022
974717,25591943,2335
2250415,9529825,2285
1980728,524229,2750
903238,25363569,2293
1407979,18946853,3204
425665,23795117,3178
1367117,4784179,4113
608745,23069843,3690
762053,6808213,2214
1636282,23862653,2750
478985,24110373,2835
742585,6368275,2115
817326,5854335,2219
1302085,20312505,2290
629350,10893843,3821
1175181,25451271,2753
376562,1090515,2154
1602841,20376419,3350
79540,17718743,2015
1050345,17619457,2780
851272,12216827,2134
936477,25219111,3677
235479,21585191,3023
1957337,15881873,3701
1012034,25207499,2289
585505,3117753,3803
1148767,3311447,3142
1087346,25518085,3029
568888,25143687,2622
1777666,6718177,2486
167324,24848897,3029
2199028,10483751,3844
1765108,22744179,3939
1343888,23397823,2190
1017999,21601927,2328
331448,25557403,3765
536109,24601013,3016
1651133,24770759,3101
1691402,23443345,2205
777895,4373685,2318
2124141,19356893,2217
1986899,12654983,2327
1748208,7798373,3122
416607,7278391,3060
251775,17122451,2101
350826,23370881,5165
517532,25285611,4053
1150809,5511705,2193
835595,14993893,2028
1726604,23401977,4011
1959426,20621691,3030
1586666,21675975,2100
1498381,17340931,3555
815667,2632523,3807
194481,13443479,3754
331832,25357937,2023
1321424,24672809,3051
781932,17220047,3136
435662,14155945,2131
2073493,23294743,5050
222067,23070653,3142
193873,18378879,3977
1659712,20540609,2142
301477,11331379,3219
845690,24541635,2069
1349061,18454867,2320
496765,25376107,3194
1975318,20536789,2335
674758,2718509,2147
1835032,22992761,3934
1145941,11206925,3064
932888,17048567,2166
531610,24525751,3350
1906305,11902207,2010
65851,20185241,4212
1377091,24902011,2144
1431835,23844597,2121
1677966,20500257,2193
2287545,15630281,2782
1748618,20044613,2582
1040151,23055597,2000
212068,16476149,2104
1301684,21257177,3072
1676238,7885745,2297
1358557,25553111,4573
1635066,23135761,2099
1429399,5779265,2116
401116,10433463,2099
1205185,8401823,2162
962346,21833535,2535
1585313,3994653,3088
1002730,8854479,2280
119123,9325785,2110
283527,15850813,3840
30202,9706177,2233
948612,6403793,2204
1197169,25275011,2747
1406197,7019459,2108
1658607,9075907,2233
1661442,802159,2065
735629,22562761,4510
1814400,13955083,3380
2007866,4142735,2138
996402,12778683,2287
2183530,24409049,2046
993618,23122139,3585
198829,7660413,2216
2004349,23118727,2065
1503249,9785991,3219
30243,20553321,3178
1107647,3709439,2216
1611470,18975117,2303
1815628,53973,2768
453942,3833823,2210
368966,24735415,2071
1495241,124683,5044
81025,10775893,2069
1004947,2712025,2280
680128,24539385,3338
1852068,21169689,3029
1993029,877819,2117
617641,20357939,4211
724823,13379311,2208
1199546,12976589,3219
1989790,107711,2200
56325,23767439,2068
67170,20985553,2112
1774355,1924743,2063
1622737,11815729,3204
1396800,23113791,3152
558957,11592385,2101
2203526,25310691,4036
1850465,22456183,4567
1650682,23489983,2567
1883896,6366107,2560
1023289,9362149,4172
1713277,2530891,2768
316759,24920447,2009
1967517,25473987,2211
1902429,22336659,2573
200352,16306313,2087
99423,4575153,2220
2239590,25298191,3842
460889,24139943,2193
1211607,25010361,2032
911210,3770895,2065
601657,17263273,3175
1366126,10034025,2049
1578382,25045397,2330
80452,14660513,2122
515496,24792661,2074
854682,24596129,2747
1689572,25476351,2117
578214,22282639,2145
339176,20738389,2570
1585907,5676363,3075
673296,3808991,2483
832330,10221151,2753
995305,25580651,2077
551838,23876951,3046
2330565,24269507,2753
2015109,17648057,2222
386689,24247041,3400
854654,5783275,2067
814960,22439975,3073
1247649,23466321,2259
915428,20761253,2230
2275235,25148549,5251
953344,4488327,2261
325773,3326483,3189
1545019,25033031,3011
1731652,17933197,2113
2103510,13493635,2259
91151,21598871,3039
1643679,13840143,2558
962311,14959187,2217
1694347,13872069,3691
2165620,23163511,3068
364302,21481753,2067
2067876,735549,3113
909326,12666397,2046
788069,25512541,3085
1079981,22086625,3747
1351306,22492025,2158
1290061,15767197,3717
1722369,5625729,2100
1373493,6141577,2250
2346696,11139541,3023
1194727,23363181,2500
2109913,23585299,2119
1799794,23460277,5018
353907,10960521,2154
531820,24307279,2119
2042861,5122585,3880
906241,11481125,2099
1301969,21394225,5108
693885,19991387,2291
961022,7647709,3214
952537,8827815,5007
1045127,22866829,4215
147196,23478233,3754
2246867,4476815,2212
1508385,25347021,5070
1666236,21247659,3910
431220,21638605,3140
107569,12377253,2133
1774798,486837,3081
1132659,20892921,3355
2186997,25500385,2190
1451950,24285481,2136
841025,2377987,4300
1463129,6095951,3437
1785472,21227393,3189
1810281,18754161,3030
1906445,21730809,2026
1334340,20797521,3754
1026321,21043969,3134
58606,23730007,5153
1679232,4138299,2234
2048335,20420079,2263
393021,7139311,2282
1294891,21387867,3977
2107036,14734101,5163
623682,23054115,3205
1889541,15913165,2111
