,ACCT_ID_M,CVM_TOTAL_BILL_GROSS,CVM_AN_PERIOD_GM,CVM_REV_BILLED_DAYS,CVM_HOURS_WATCHED_TOTAL,CVM_SPORTS_HOURS_WATCHED_TOTAL,CVM_REV_LOYALTY_R_R_AMT
528261,21259927,197.99698333333333,88.65289999999996,351.0,6426.363636363636,,
1821810,8488233,191.07001666666667,133.62332,366.0,793.0909090909091,,
755820,25317877,,,,,,
1534093,12342407,180.21396666666666,173.00092,345.0,470.54545454545456,,
1287192,25001171,,,,,,
62218,9851489,1090.744183333333,769.19966,341.0,3303.2727272727275,,
427792,10117153,139.54569999999998,78.23524999999995,352.0,374.1818181818182,,
198075,7821005,141.21145000000004,59.34443000000002,366.0,364.0,,
1012413,25198187,,,,,,
799439,18852999,493.23386666666687,114.33434999999993,340.0,1854.7272727272727,-272.26666666666665,
136004,15497161,228.13881666666668,80.42066000000001,340.0,691.8181818181819,,
1488114,23115145,,,,,,
1289321,12813079,318.5248666666667,80.92126999999999,339.0,1030.0,,
1393629,25036047,,,,,,
918938,24867853,,,,,,
331518,24270935,,,,,,
2099928,8958573,690.5730666666668,-218.15400895,348.0,1825.2727272727273,,
197767,18581857,145.28841666666668,84.05559000000001,365.0,4411.090909090909,,
551678,22922155,,,,,,
86111,23991651,,,,,,
221139,25345399,,,,,,
1763845,23623911,,,,,,
2286504,3248955,1389.3982666666668,462.14858999999984,363.0,4307.454545454545,,
1655357,22695841,,,,,,
1339372,25231847,,,,,,
755822,24596241,,,,,,
1180760,5020897,212.85283333333334,52.346570000000064,348.0,741.4545454545455,,
572823,24663277,,,,,,
2117787,6925979,220.55050000000008,-169.98065999999994,364.0,535.6363636363636,-154.1451805057471,
652692,17813833,240.4218333333334,175.01522500000004,338.0,5928.727272727273,,
1680252,19551969,117.85304999999998,68.23482500000001,366.0,2582.181818181818,,
1634994,24870813,,,,,,
1377152,25152937,,,,,,
935747,24841365,,,,,,
1052471,541249,124.16281666666667,87.225825,341.0,2890.181818181818,,
1096824,22655453,209.34086666666667,-64.42197000000004,78.0,509.27272727272725,-696.3323712941176,
1484321,18601927,71.27258333333333,81.85072500000003,366.0,1045.8181818181818,,
981771,8571085,446.68220000000014,127.05531999999998,366.0,1902.909090909091,,
1688013,25474195,,,,,,
2251893,4164663,215.96283333333335,-261.91022999999996,337.0,704.0,-1136.5333333333333,
112453,24021129,,,,,,
173894,4399489,247.1762666666667,114.98526000000001,337.0,714.3636363636364,,
859716,11646923,137.81128333333334,146.05275,366.0,3488.7272727272725,,
2095113,24912973,,,,,,
1178667,24303787,,,,,,
1460574,15340937,109.14885,70.08877,341.0,2425.090909090909,,
1287174,25298489,,,,,,
1815957,6744387,253.49703333333332,62.367390000000036,337.0,751.8181818181819,,
1444341,11263237,184.96939999999998,69.34234000000002,366.0,6390.181818181818,,
1649712,15052377,325.43136666666675,50.14255,365.0,16472.727272727272,,
228317,3452063,284.0087666666667,58.626169999999995,337.0,933.0909090909091,,
1183142,22321707,85.1185,88.65675,107.0,1528.1818181818182,,
478279,24961255,,,,,,
347857,17042631,1146.0727166666663,476.76626,366.0,3924.3636363636365,,
1451438,25162245,,,,,,
447267,22521497,331.7142666666667,47.06018000000001,89.0,896.0,,
1292111,12309325,801.4388833333334,-82.14450999999991,352.0,2160.181818181818,,
221267,23758837,,,,,,
2172542,20409153,132.92961666666667,96.23265,366.0,3269.818181818182,,
2231282,2586751,318.59381666666667,152.69068000000004,354.0,1433.090909090909,,
666675,6546911,109.80858333333333,124.76667500000002,346.0,2336.909090909091,,
56877,25041791,,,,,,
1988924,4286519,300.84591666666665,238.35448,366.0,914.1818181818181,,
2184013,22793975,,,,,,
728978,8012075,1239.8966666666668,642.92626,359.0,3656.909090909091,,
698901,23155373,,,,,,
250342,15005045,270.1369833333333,257.7725200000001,333.0,665.0909090909091,,
513965,24597507,,,,,,
29714,13052807,184.77451666666664,165.05458000000002,340.0,558.0,,
830024,25376903,,,,,,
934434,21384587,198.52833333333334,130.09693000000001,355.0,708.0,,
910292,1856151,239.3744333333334,169.04697,337.0,807.8181818181819,,
565735,17419879,642.2654,-107.95037999999992,363.0,2717.4545454545455,-363.39023504761894,
452306,18842545,267.37746666666663,115.71655,357.0,770.9090909090909,,
1870913,8467379,518.3531833333333,-44.963269999999945,365.0,2119.4545454545455,,
315032,24135857,,,,,,
1820749,24572905,,,,,,
658188,4115879,370.1424500000001,69.62316999999993,343.0,1330.7272727272727,,
524517,18611503,215.53643333333324,77.27471,365.0,9098.0,,
662546,24815131,,,,,,
1502369,15240505,122.65676666666667,105.45655,337.0,2957.6363636363635,,
892961,19347779,134.79991666666666,55.99983999999998,366.0,302.1818181818182,,
1900955,20148589,337.3494166666667,-20.70016000000005,322.0,1648.1818181818182,,
1084467,25198333,,,,,,
2341727,10228379,545.1394666666666,318.6501199999999,345.0,2137.2727272727275,,
330335,25194287,,,,,,
1129669,22604677,124.5714,129.69923292843,41.0,3004.377538472727,,
1739348,1892777,338.39195,239.18905,354.0,12134.363636363636,,
995835,15398319,378.46133333333336,-182.66941999999992,349.0,1257.6363636363637,-329.0325716190477,
1644021,17011833,400.6458666666667,20.47451000000003,366.0,1014.3636363636364,-928.2891946666667,
898185,8776701,175.38070000000002,157.66125000000005,344.0,520.1818181818181,,
446386,18541833,189.8908666666666,82.97062999999997,366.0,504.0,,
1641944,12635353,463.56313333333327,281.7656399999999,358.0,1148.3636363636363,,
465734,2507111,427.1855000000001,330.07529000000005,337.0,1260.1818181818182,,
1310774,683321,462.8084833333333,434.09623000000005,360.0,1171.2727272727273,,
1271153,22043485,136.53224999999998,50.950789999999984,208.0,112.54545454545455,,
1748511,23178823,,,,,,
118052,8788045,322.57235,128.27639000000005,366.0,766.5454545454545,,
1073259,13194185,139.01818333333333,108.21878500000001,366.0,2704.909090909091,,
2016375,18018409,1263.1957333333332,189.75982999999997,366.0,3533.818181818182,,
1799247,10837153,,,,,,
774630,25150127,,,,,,
762593,10619513,91.37893333333334,122.64554,334.0,1554.7272727272727,,
2322812,5988671,108.95586666666667,70.95632999999998,365.0,2589.4545454545455,,
603567,6064629,402.4870666666668,74.50453999999998,366.0,18342.0,,
338945,15944425,194.69295000000002,68.75464000000001,331.0,4774.545454545455,,
1870393,1748157,263.86466666666666,220.20759,360.0,10417.454545454546,,
1548038,2349531,521.2029166666667,222.61948999999998,366.0,24232.909090909092,,
1836601,24342061,,,,,,
1831728,20674491,373.5526333333333,35.2193400000001,313.0,1196.5454545454545,,
887456,21853505,128.58165,36.23742999999999,266.0,79.63636363636364,,
963863,12392071,130.33013333333335,135.4883,342.0,295.45454545454544,,
1308925,22401213,286.7254,-29.118129149999987,283.0,1274.7272727272727,,
658116,17949897,93.39670000000002,119.15707000000002,366.0,1632.3636363636363,,
1509039,22639653,65.71419999999999,103.28485025549999,65.0,822.6314836363637,,
2120913,10316811,88.80828333333334,121.25513,346.0,81.27272727272727,,
390001,22169341,123.67056666666667,83.20983000000001,163.0,310.54545454545456,,
2304336,1443163,209.56418333333332,74.91192999999998,355.0,612.1818181818181,,
1156556,25028059,,,,,,
1842853,11318939,278.2306166666668,60.70565000000004,366.0,951.0909090909091,,
333919,25598523,,,,,,
1137600,23260275,,,,,,
2196500,22463663,83.93080000000002,85.562475,99.0,1348.3636363636363,,
206790,24992193,,,,,,
1537832,10111355,307.93191666666667,90.83584000000003,351.0,12875.636363636364,,
2189306,7698013,187.9127333333333,97.81235000000004,365.0,516.3636363636364,,
259892,24290715,,,,,,
529132,15085313,240.2761833333333,58.3809,342.0,796.1818181818181,,
2144835,19907099,205.31346666666664,67.02592,365.0,603.8181818181819,,
352944,23665065,,,,,,
972022,20859105,324.71173333333337,106.45966000000001,365.0,1063.8181818181818,,
1005204,18458293,222.79605,-408.55188999999984,340.0,687.4545454545455,-1755.6242800000002,
1857606,25092869,,,,,,
1218608,13664257,58.68365,67.43443,366.0,47.45454545454545,,
515292,23672483,,,,,,
1381031,5707241,61.9583,87.458125,366.0,720.9090909090909,,
1618589,25294693,,,,,,
1644914,17882573,189.9068333333333,77.98508999999999,363.0,581.0909090909091,,
309868,18054851,218.20465000000002,74.70113999999998,366.0,7703.818181818182,,
730865,2822667,168.12836666666666,128.26887,352.0,490.72727272727275,,
1014143,22305531,110.86733333333336,9.709079999999991,169.0,258.1818181818182,,
900233,24837623,,,,,,
1983818,23302879,,,,,,
321566,11876625,387.90886666666665,40.10482999999995,366.0,1607.090909090909,,
1589479,10422239,387.4612333333334,0.1945500000000253,362.0,14321.09090909091,,
1059181,9396751,199.68356666666668,51.13834999999999,366.0,6228.181818181818,,
1674754,16545935,93.76106666666668,87.21649000000001,366.0,2119.2727272727275,,
959313,19592125,318.5097833333334,82.9339,366.0,13620.90909090909,,
1053159,4660603,204.16885,237.38089,340.0,407.45454545454544,,
1860132,22369799,5754.4816833333325,2774.914125000001,177.0,236733.45454545456,,
1146130,1569869,335.72426666666667,212.2676,365.0,14367.272727272728,,
1202488,21902135,136.43149999999997,87.20344999999998,233.0,3644.5454545454545,,
393057,1355131,460.6795666666667,-45.27054999999995,344.0,20435.454545454544,,
2346017,21342589,322.575,161.77457,336.0,1296.3636363636363,,
726468,8484665,211.74548333333334,94.90421,342.0,616.3636363636364,-173.33333333333334,
276312,16347033,,,,,,
531943,23723795,,,,,,
377351,15900861,376.7159666666668,146.16078000000002,363.0,1272.1818181818182,,
2155954,19126497,117.33510000000003,38.750704999999996,341.0,1670.0,,
670448,6804625,373.37125,260.5721,341.0,1204.909090909091,,
1485102,21439145,115.02761666666667,72.47266000000002,366.0,2570.7272727272725,,
503718,9850405,340.32193333333333,51.16484000000001,364.0,17726.545454545456,,
1903366,5454201,302.9828,176.85599000000005,333.0,702.9090909090909,,
2263523,5043823,320.04699999999997,40.50960000000004,336.0,1130.0,,
215714,15223083,408.65348333333344,23.500029999999978,348.0,1765.090909090909,,
1097228,25145959,,,,,,
1403503,8936989,366.92900000000003,239.37979999999996,359.0,1180.7272727272727,,
1220601,4610567,160.08758333333333,54.54872500000002,366.0,4383.636363636364,,
944538,9039117,150.91746666666668,62.56611000000001,344.0,382.54545454545456,,
340888,15768917,341.479,195.82390999999993,338.0,1085.4545454545455,,
2011579,142251,148.3487666666667,60.64310000000002,345.0,3931.090909090909,,
1822553,18604093,168.82985,87.18621999999999,352.0,492.54545454545456,,
386944,25453641,,,,,,
35965,20552909,275.26055000000014,115.9739,365.0,14080.90909090909,,
214559,4343753,524.0150333333335,270.44488999999993,363.0,1961.4545454545455,-72.0,
1283534,3159855,1382.9311166666666,1365.9013300000004,366.0,4538.0,,
1674334,23081121,,,,,,
2314772,23477897,,,,,,
926711,8817167,232.08130000000003,59.29885999999999,345.0,656.9090909090909,,
1745787,23007503,,,,,,
2214948,10239093,229.34195,-190.9392352,364.0,745.8181818181819,-1148.8722693333334,
912970,19758131,353.5923833333333,-141.05040000000005,366.0,1144.7272727272727,-62.13333333333333,
732843,15833821,424.02695,134.17274000000003,333.0,1054.7272727272727,,
876381,21425195,204.69053333333338,45.75524000000003,325.0,615.6363636363636,,
244070,11014191,66.13796666666667,103.42187000000001,356.0,10.545454545454545,,
651502,7513257,369.4827,97.92676999999996,355.0,1545.2727272727273,,
1890516,24476551,,,,,,
1397093,24903115,,,,,,
1301283,7318385,343.27795,100.60122999999996,366.0,1258.0,,
1322410,25386677,,,,,,
897437,19047625,239.12783333333334,45.84006000000001,366.0,816.1818181818181,,
1612790,19845963,113.49539999999998,54.34714499999998,344.0,1571.8181818181818,,
666346,21910605,371.61551666666657,86.09814999999996,239.0,1406.0,,
48552,8133887,374.58503333333334,126.16974999999998,366.0,13681.636363636364,,
2097160,288457,541.0812,225.50427000000002,319.0,2350.181818181818,,
644791,23962979,,,,,,
1526767,24552663,,,,,,
548287,7984955,240.73186666666663,69.30124,343.0,981.8181818181819,,
1399785,10797039,100.4071,105.02237,352.0,189.8181818181818,,
1179145,24552273,,,,,,
2059771,22721005,,,,,,
293012,13879987,349.3062333333333,238.45345000000003,356.0,751.8181818181819,,
2223069,23873655,,,,,,
443471,23726541,,,,,,
2184269,23192827,,,,,,
1622744,8252869,61.425116666666675,89.399725,346.0,681.8181818181819,,
1134088,9453513,126.57686666666666,109.54930000000002,340.0,3242.7272727272725,,
2113123,23561319,,,,,,
487201,15655131,378.7982,145.9983,342.0,1261.8181818181818,,
1593628,9116103,284.7442833333333,112.79489999999994,354.0,10428.181818181818,,
2050557,19969031,147.75143333333332,86.05450000000002,366.0,375.09090909090907,,
386189,25118557,,,,,,
280856,6171075,246.3523,75.09992999999999,349.0,779.4545454545455,,
46436,22024101,113.19100000000003,124.634475,169.0,2319.6363636363635,,
1627175,12643121,195.0695833333333,87.38302,365.0,530.5454545454545,,
136220,512759,2045.6550166666666,1413.4605800000002,346.0,7263.090909090909,,
2099702,21514657,102.80965000000003,47.50483,313.0,174.72727272727272,,
1313071,18464449,262.0805666666667,43.12886999999998,365.0,923.8181818181819,,
2305176,21648121,247.74685000000002,4.129836099999984,348.0,1113.8181818181818,,
2124921,9130685,183.40053333333336,108.48798000000006,346.0,454.0,,
2181219,17734571,263.63323333333335,141.7478,345.0,9469.09090909091,,
733674,24793455,,,,,,
1971573,8839349,255.44590000000002,139.14528000000004,337.0,736.7272727272727,,
1295917,16111421,185.00851666666665,58.67724000000001,365.0,610.1818181818181,,
1946313,24873337,,,,,,
1568076,16440997,49.38806666666667,91.40115,366.0,374.1818181818182,,
1523251,23246185,,,,,,
129796,24694693,,,,,,
855162,20123449,102.16348333333336,48.256529999999984,343.0,1284.3636363636363,,
663641,24482683,,,,,,
724563,805189,73.72813333333333,107.23203000000001,339.0,1042.1818181818182,,
864733,25282721,,,,,,
885328,22746181,186.71519999999998,146.32386837299998,36.0,495.27272727272725,,
1836718,23652407,,,,,,
2172881,18772847,159.86375,-59.21447999999999,366.0,328.72727272727275,-852.5976880000001,
2329274,6576153,154.77635,127.61378000000002,336.0,284.90909090909093,,
1134401,1881083,341.9671333333334,73.06837000000002,366.0,14117.818181818182,,
2264061,13698101,309.80955,166.53249,351.0,946.5454545454545,,
2089852,22237673,344.9217833333333,-245.4961,170.0,1607.6363636363637,-2178.9333333333334,
1132856,22455507,186.422,60.74855999999998,92.0,715.6363636363636,,
2266381,13886303,256.2991166666666,95.08059000000004,351.0,730.1818181818181,,
421460,24374425,,,,,,
1015666,21901567,222.20851666666667,-0.17274000000004008,267.0,822.1818181818181,,
1841960,21163871,98.24976666666667,76.55190000000002,347.0,189.0909090909091,,
1101499,23196261,,,,,,
1863501,5583915,414.60635,65.97254999999998,352.0,1334.1818181818182,,
1252688,5605621,251.1548333333333,83.80439999999996,350.0,821.8181818181819,,
1861320,15468615,572.1148666666668,-1.45707000000008,363.0,27674.909090909092,,
2179824,19932525,354.5376833333333,27.689399999999946,363.0,14700.0,,
1547774,15542805,332.3224833333333,224.10128999999998,351.0,14372.0,,
1620238,14064341,398.47718333333336,11.994670000000097,333.0,1549.6363636363637,,
190899,6513481,136.78898333333336,127.59482,363.0,363.8181818181818,,
784577,14191739,472.86173333333335,258.5591399999999,336.0,1800.7272727272727,,
957943,23127437,,,,,,
984031,19586977,636.62825,-94.62468999999993,365.0,2243.4545454545455,,
1941697,22270737,353.90361666666666,238.56608704999996,168.0,15142.0,,
1577970,25193145,,,,,,
394904,3280859,214.6167,90.92192000000004,366.0,456.0,,
962103,25381783,,,,,,
938723,24926637,,,,,,
1153851,16884117,392.55013333333335,-4.519629999999946,364.0,1282.3636363636363,,
2132594,24298701,,,,,,
362954,17766345,195.19916666666666,104.02725000000002,352.0,575.4545454545455,,
1900418,21666499,310.6538500000001,50.00805999999998,294.0,1348.909090909091,,
588371,23156263,,,,,,
598958,18001183,246.73026666666672,144.31263000000007,348.0,535.8181818181819,,
354138,13780357,194.22046666666665,101.94684000000001,337.0,364.0,,
1220457,22035475,214.50966666666662,101.82151,273.0,676.3636363636364,,
297940,24514923,,,,,,
2327038,5659111,258.09728333333334,152.22186000000002,366.0,754.1818181818181,,
1481488,565473,535.7122333333333,485.65071,345.0,1903.2727272727273,,
1939896,20867497,669.2890000000001,178.65867999999992,342.0,2221.818181818182,,
860915,21307253,46.67333333333334,91.98597,363.0,242.36363636363637,,
313406,24559953,,,,,,
338488,6551519,158.72125,97.80016000000003,338.0,459.8181818181818,,
1801157,25566577,,,,,,
2026022,6353145,187.28638333333333,126.90174,364.0,469.8181818181818,,
1897620,11059773,523.8679833333333,506.24528,355.0,1511.8181818181818,,
2138416,19676939,95.25756666666665,76.33850000000001,353.0,1823.6363636363637,,
1443342,21163173,245.41099999999997,178.08025,356.0,8461.454545454546,,
26428,19216145,156.5161,70.43664000000005,365.0,484.72727272727275,,
908941,9545837,206.65279999999998,101.69282,332.0,565.6363636363636,,
464168,20160033,366.27405,153.44961999999998,366.0,836.3636363636364,,
2332244,23604165,,,,,,
374597,1755405,320.02230000000003,45.10889,365.0,1266.1818181818182,,
2217987,19543963,170.73371666666665,59.486429999999984,364.0,433.09090909090907,,
792522,23183981,,,,,,
439983,23665619,,,,,,
86510,16873511,222.90626666666665,151.56702,341.0,876.3636363636364,,
920925,23684681,,,,,,
266334,19492481,116.47633333333334,65.5946,366.0,2582.181818181818,,
882543,24451297,,,,,,
279064,24934637,,,,,,
1043557,19593009,168.13095,78.34460999999995,349.0,5887.090909090909,,
520851,15526759,344.49975,172.94971999999999,308.0,1071.4545454545455,,
1368588,18608527,303.19806666666665,134.07579999999996,366.0,11827.272727272728,,
226244,18956643,179.55733333333333,70.51400000000002,363.0,5201.454545454545,,
295157,24663439,,,,,,
311850,25226473,,,,,,
1278070,10080681,119.44616666666667,151.39590000000007,350.0,2357.090909090909,,
761259,15929945,108.15096666666669,104.22414,361.0,212.72727272727272,,
1743593,24268141,,,,,,
124681,4788411,45.67026666666666,83.70137500000001,363.0,263.6363636363636,,
1019726,6644589,82.24565000000001,108.79938999999999,336.0,1192.0,,
756255,24462145,,,,,,
709490,21622021,336.72283333333337,57.70785999999998,311.0,14256.181818181818,,
978368,11373233,681.0775333333331,36.5356599999999,350.0,2793.2727272727275,,
257514,25126385,,,,,,
1085417,21218919,,,,,,
46206,654521,228.1839499999999,56.16881000000001,357.0,683.8181818181819,,
1671818,25585401,,,,,,
257703,4781159,,,,,,
1606022,21340543,336.0933333333333,-37.78889000000001,316.0,1418.3636363636363,-777.316768,
183930,25372691,,,,,,
661122,23744913,,,,,,
758037,15693793,433.5594833333334,-61.355029999999935,350.0,1165.090909090909,-779.9653839999999,
548604,5489893,317.51343333333335,160.59287999999995,343.0,971.8181818181819,,
2053493,22045471,365.4291166666667,37.05531999999996,216.0,1735.8181818181818,,
413076,2022411,322.7201333333333,275.67476,366.0,1116.7272727272727,,
1562849,25083777,,,,,,
1628407,21732929,137.32333333333335,-22.826139999999995,237.0,281.09090909090907,-349.05937114285706,
1791201,21275495,566.228,86.99751000000002,350.0,2157.2727272727275,,
1561418,24561213,,,,,,
2138032,20447781,224.0280333333334,-245.79014999999993,324.0,721.4545454545455,-1258.7063323508771,
955923,24259281,,,,,,
508567,3756153,962.8007999999999,496.10760999999985,346.0,2282.3636363636365,,
2092850,24531151,,,,,,
142744,2402449,200.01095,77.94055,345.0,6684.545454545455,,
1618048,24180347,,,,,,
1742615,2526173,73.74935,-395.6364445000001,366.0,0.18181818181818182,-415.3715306666667,
1757479,21606607,180.42328333333333,55.55336999999998,328.0,5723.272727272727,,
956619,24228881,,,,,,
445482,21654075,126.62453333333333,88.09685999999998,274.0,303.45454545454544,,
1796051,12537525,184.96306666666666,129.77115000000003,337.0,476.3636363636364,,
2271430,11370677,2276.3192,1642.6926700000006,366.0,6649.636363636364,,
2093552,23024361,,,,,,
152181,21143481,321.8616666666667,343.4438899999999,366.0,8496.727272727272,,
1754360,13946057,380.9525999999999,-494.15068000000014,335.0,1282.909090909091,-612.158096,
1909122,24892755,,,,,,
1267274,24706413,,,,,,
865250,23698331,,,,,,
812859,17713723,290.6669833333333,126.28082,351.0,876.5454545454545,,
1891642,24177691,,,,,,
847056,22608633,,,,,,
1968525,21653469,272.7913333333333,123.11122000000003,287.0,912.1818181818181,,
137718,9800675,296.1164333333334,57.33593000000002,348.0,983.6363636363636,,
1966700,25237375,,,,,,
1075020,10792163,164.755,-409.7595100000001,356.0,376.72727272727275,-2051.8923013333338,
357891,24862171,,,,,,
95130,23818435,,,,,,
874197,13585101,698.8692166666666,499.0617,363.0,2774.5454545454545,,
46255,14251671,706.8046499999997,212.75507999999996,345.0,2360.0,,
1920462,22246973,162.48918333333333,103.74127,148.0,484.72727272727275,,
2288309,4160591,245.81696666666667,106.99606999999997,363.0,784.5454545454545,,
2209464,7890273,207.65825000000007,84.31042500000002,346.0,6452.545454545455,,
1534643,15993913,197.65845000000002,158.58021499999995,355.0,4330.727272727273,,
657157,17233529,195.78798333333341,51.08071000000001,357.0,698.1818181818181,,
1572623,18845297,160.43229999999994,85.78222,354.0,5578.727272727273,,
1145845,1506707,478.24470000000014,-40.75727000000003,358.0,21357.636363636364,,
538805,22666925,318.4743833333333,60.54984000000001,69.0,1099.8181818181818,,
1371695,22444601,313.4707833333333,13.471351253250079,70.0,11459.138934545454,,
1551054,19977203,328.0008666666667,-228.82591,322.0,1109.4545454545455,-1096.2666666666667,
1903745,11272529,181.33846666666668,88.73343,348.0,669.0909090909091,,
793697,11289585,263.36413333333337,-112.79595,360.0,949.4545454545455,-788.5333333333333,
1886909,17456599,629.8838166666667,290.6358899999999,340.0,1452.909090909091,,
402608,20053763,135.46984999999998,76.67607499999998,337.0,3458.909090909091,,
2280021,24733697,,,,,,
2245652,17644467,310.6073333333333,36.55641000000001,365.0,12342.545454545454,,
1762314,23738291,,,,,,
872642,16609321,245.76635000000007,208.89693,366.0,711.0909090909091,,
403520,24928837,,,,,,
1082081,7515999,427.80351666666667,147.21940000000004,337.0,1602.1818181818182,,
950736,11664473,228.90223333333333,100.44215,357.0,7846.363636363636,,
942175,4143143,412.9679166666668,28.93677999999998,345.0,1640.1818181818182,,
1108736,20378873,181.87901666666667,-17.375940000000003,323.0,491.6363636363636,-457.06666666666666,
949896,16241771,304.23665,20.80071000000002,366.0,851.6363636363636,,
2033240,18866089,303.18035000000003,100.49535999999992,366.0,971.4545454545455,,
174998,18287737,361.768,31.22513999999999,366.0,1327.2727272727273,,
2143200,13764285,450.09636666666665,1.1141399999998927,366.0,1778.909090909091,,
183787,22786615,,,,,,
1450154,24182589,,,,,,
1432562,24508415,,,,,,
1416455,23001575,,,,,,
306226,15343871,361.73288333333335,-53.18923000000001,365.0,1625.090909090909,,
958664,25101593,,,,,,
1839477,24837415,,,,,,
1806943,9201557,65.81753333333333,72.36516999999998,351.0,76.36363636363636,,
874039,8443623,343.73838333333333,333.1091399999999,366.0,14754.727272727272,,
1896187,2818255,279.50301666666667,187.41374999999996,366.0,1061.6363636363637,,
117058,22245273,136.8529,92.3265,165.0,3820.909090909091,,
247153,1084627,79.44255,79.44189999999998,352.0,110.0,,
2071231,6581871,587.7003833333333,284.09641,365.0,2420.5454545454545,,
2252541,15730107,351.75489999999996,185.53714000000008,366.0,922.9090909090909,,
104208,20391571,725.6916833333333,53.40111000000003,310.0,2946.3636363636365,,
1325619,14526541,367.3430166666667,70.73461999999991,365.0,1628.3636363636363,,
2001881,18731635,,,,,,
1296573,19534951,349.33306666666675,-50.24134000000002,356.0,1326.1818181818182,-216.26666666666668,
628712,8008721,588.0424166666667,182.3761,366.0,2489.2727272727275,,
1628400,20417259,183.75073333333333,-162.12807,366.0,524.9090909090909,-1262.169384,
811920,8314623,1451.7119833333334,396.7194099999997,341.0,5380.0,,
94109,23544629,,,,,,
2046115,14019589,66.46166666666666,72.46017000000002,227.0,79.27272727272727,,
1206750,19183455,362.97421666666656,81.89682999999998,320.0,1138.1818181818182,,
1099740,20777483,47.21573333333333,66.463325,357.0,349.45454545454544,,
2166731,25264861,,,,,,
1785930,9190343,155.29476666666667,84.21680000000005,366.0,4143.272727272727,,
1149093,18599099,171.2183,103.613625,366.0,4901.454545454545,,
872437,22132111,360.14663333333334,67.72773000000011,343.0,1299.4545454545455,,
2160000,5971347,94.32431666666663,82.81179999999998,355.0,153.45454545454547,,
1188865,17248129,317.8386,84.77465000000005,353.0,1099.2727272727273,-156.48161396078433,
528597,8785661,418.83099999999996,120.52777000000003,350.0,1415.6363636363637,,
5176,25110847,,,,,,
2338290,12328345,215.28881666666666,223.87681,366.0,7678.909090909091,,
2165326,25021461,,,,,,
1207956,10404807,361.15256666666664,-152.41865309999997,366.0,870.1818181818181,-1035.698456,
2645,24459533,,,,,,
673987,909315,239.90666666666667,141.71695000000003,363.0,501.8181818181818,,
1584998,8155315,196.62855000000002,73.81621999999996,335.0,8041.454545454545,,
1317390,20631863,363.52113333333335,-61.346229999999956,366.0,1048.7272727272727,,
165071,25114811,,,,,,
1013769,25120417,,,,,,
335301,24495721,,,,,,
1266290,22966999,,,,,,
579041,18597489,321.6626,5.981030000000043,359.0,907.6363636363636,,
1867000,6676415,165.1595,93.16621,352.0,445.8181818181818,,
2086745,18059885,360.65218333333337,121.97776,366.0,1396.1818181818182,,
163916,14973283,135.7627,136.88675,366.0,3429.6363636363635,,
2226579,15556057,440.25983333333335,34.82430000000001,365.0,19318.18181818182,,
2291601,21422477,464.2502666666667,133.37229999999997,330.0,1734.1818181818182,,
1548273,6075683,192.99273333333335,120.718475,343.0,5957.272727272727,,
421457,21159369,,,,,,
60150,949541,506.76591666666667,80.69370000000005,330.0,1376.3636363636363,,
69431,17096391,798.3150333333332,188.92360999999968,359.0,2884.3636363636365,-26.933333333333334,
40551,15371659,,,,,,
1792827,20308127,432.77773333333334,144.64522999999994,307.0,1359.8181818181818,,
571641,25178519,,,,,,
537969,6658711,450.43564999999995,420.93930000000006,366.0,1492.5454545454545,,
729273,14612137,271.2423333333333,170.75351,362.0,907.8181818181819,,
2333677,23008735,,,,,,
1795883,3640575,236.25764999999993,118.64576000000004,366.0,825.2727272727273,,
1590898,19700355,259.66785,53.76686999999996,355.0,962.7272727272727,,
232918,3944293,598.5073833333335,-171.34121999999996,349.0,2026.7272727272727,,
545622,7893073,456.6749999999999,-41.87318999999998,365.0,1394.3636363636363,,
179531,11728411,638.8756500000002,362.36450999999994,366.0,29779.81818181818,,
453991,19973271,260.23783333333324,105.02268999999998,359.0,760.9090909090909,,
1750619,1870063,227.26496666666665,101.18695,348.0,628.7272727272727,,
1027999,24645237,,,,,,
1541345,25041529,,,,,,
913730,11565731,134.49303333333333,126.57685000000002,339.0,354.54545454545456,,
1444047,7559031,107.03615,154.17737,366.0,2582.3636363636365,,
949062,4552637,207.42166666666665,104.11905999999998,347.0,750.1818181818181,,
817287,20654733,188.93133333333336,66.40070999999999,330.0,6038.909090909091,,
504024,22234239,208.455,117.71840000000002,177.0,627.2727272727273,,
694415,21992343,228.92499999999998,83.61482000000002,225.0,720.5454545454545,,
479589,24248143,,,,,,
146796,24236413,,,,,,
1730990,2226903,350.4484333333333,-68.91163,365.0,1660.1818181818182,,
409948,21876769,289.5205333333334,51.90793694999998,275.0,1350.909090909091,,
1881951,21934245,165.04353333333333,62.98628000000002,257.0,493.8181818181818,,
574604,3626381,304.52685,116.14215,365.0,1109.090909090909,,
447252,6953193,228.86146666666664,142.47659999999993,358.0,646.9090909090909,,
709338,5785545,367.24188333333336,35.133610000000004,330.0,895.2727272727273,,
1824744,6071613,256.06513333333334,-147.81372000000005,366.0,1057.4545454545455,-1287.7333333333333,
711584,20676133,630.13575,78.90368999999998,301.0,2224.7272727272725,,
752562,25155989,,,,,,
74294,23648201,,,,,,
2206713,24918529,,,,,,
1905183,17762977,249.234,155.56708,365.0,444.0,,
