,ACCT_ID_M,DAYS_LAST_LOGIN,NUM_LOGINS_6M,NUM_WKDAY_LOGIN_6M,NUM_WKEND_LOGIN_6M,Measures.Call_Duration_mean,Measures.Call_Duration_min,Measures.Call_Duration_max,DEPT_Retention Inbound,DEPT_Retention Outbound,MAX_RING_DURATION_6M,MAX_TALK_DURATION_3M,NUM_INTERACTION_3M,EMAIL_T1_ISP_FLG,EMAIL_T2_ISP_FLG,EMAIL_WEBMAIL_FLG
1270013,23594733,255.0,0,0,0,482.0,482.0,482.0,0.0,0.0,,,6,0,0,1
1026476,14356693,890.0,0,0,0,,,,,,,,1,1,0,0
1215654,25321307,,0,0,0,,,,,,,,1,0,0,0
1646570,17891221,149.0,1,1,0,,,,,,,,0,0,0,1
1804602,22268015,69.0,2,2,0,,,,,,,,4,0,0,1
2150764,25018831,43.0,2,2,0,,,,,,,,2,0,0,1
938615,25177001,77.0,2,2,0,1611.8,293.0,2537.0,0.0,0.0,,,3,0,0,0
1940557,20983377,757.0,0,0,0,,,,,,,,0,0,0,1
1904691,17726677,855.0,0,0,0,,,,,,,,1,0,0,1
1674633,23100137,71.0,2,2,0,,,,,,,,1,0,0,1
245587,18729285,7.0,5,5,0,,,,,,,,0,0,0,1
1403525,8851141,,0,0,0,,,,,,,,0,0,0,0
1481283,11336421,133.0,2,2,0,,,,,,,,1,0,1,0
434148,22307943,,0,0,0,,,,,,,,2,0,0,0
788088,16116239,,0,0,0,,,,,,,,0,0,0,0
1297359,11660473,,0,0,0,,,,,,,,1,0,0,0
2095997,24414873,151.0,1,0,1,,,,,,,,1,0,0,1
1903721,16448017,912.0,0,0,0,,,,,,,,0,0,0,1
1427059,3772317,1192.0,0,0,0,,,,,,,,0,0,0,1
1329071,20544627,,0,0,0,,,,,,,,0,0,0,1
726940,16797829,,0,0,0,,,,,,,,1,1,0,0
1138055,24700699,,0,0,0,476.5,177.0,776.0,0.0,0.0,,,0,0,0,0
409146,14982661,,0,0,0,,,,,,,,0,0,0,0
395877,9240977,,0,0,0,,,,,,,,0,0,0,0
85060,19861923,,0,0,0,,,,,,,,1,0,0,0
368568,23900237,53.0,3,0,3,1380.0,1380.0,1380.0,0.0,0.0,,,2,0,0,0
2114074,25424521,,0,0,0,1440.0,1440.0,1440.0,0.0,0.0,,,6,0,0,0
1966164,24869437,,0,0,0,659.0,626.0,692.0,0.0,0.0,,,1,1,0,0
1013446,24449787,22.0,7,7,0,,,,,,,,1,0,0,1
1069943,15871183,1150.0,0,0,0,390.5,383.0,398.0,0.0,0.0,221.0,,1,1,0,0
422928,23380975,43.0,3,3,0,,,,,,,,2,0,0,1
139174,18688103,318.0,0,0,0,,,,,,,,0,0,0,0
832707,22600405,,0,0,0,421.0,421.0,421.0,0.0,0.0,,,1,0,0,1
2306875,17352127,161.0,2,2,0,,,,,,,,0,0,0,1
1078049,5056201,244.0,0,0,0,,,,,,,,0,1,0,0
78951,8110155,,0,0,0,,,,,,,,0,0,0,0
395147,18544149,30.0,8,4,4,,,,,,,,0,0,0,1
768703,13664363,,0,0,0,,,,,,,,0,0,0,0
1180299,21009319,77.0,1,1,0,305.6666666666667,22.0,788.0,0.0,0.0,,,2,0,0,1
1015114,12328801,,0,0,0,,,,,,,,0,0,0,0
428055,22677131,,0,0,0,659.0,24.0,1294.0,0.0,0.0,,,1,0,0,1
1470455,24440917,7.0,11,9,2,443.0,443.0,443.0,0.0,0.0,,,2,0,0,1
1705289,16953045,,0,0,0,421.0,421.0,421.0,0.0,0.0,,,0,0,0,0
1244029,17700053,107.0,14,14,0,,,,,,,,1,0,0,1
125795,18601815,926.0,0,0,0,,,,,,,,5,0,0,1
2116290,13750355,99.0,2,2,0,571.0,571.0,571.0,0.0,0.0,,,1,0,0,0
399605,14538533,381.0,0,0,0,184.0,184.0,184.0,0.0,0.0,,,0,0,0,1
942418,21571163,93.0,3,3,0,,,,,,,,1,0,0,1
730705,22640713,,0,0,0,,,,,,,,0,0,0,1
2239080,23486827,49.0,1,1,0,,,,,,,,2,0,0,1
544066,11904627,,0,0,0,,,,,,,,0,0,0,0
1641659,21953921,310.0,0,0,0,,,,,,,,0,0,0,1
1858561,18208699,,0,0,0,,,,,,,,0,0,0,1
1414612,23940199,84.0,5,5,0,,,,,,,,1,0,0,0
1852511,3981375,1004.0,0,0,0,,,,,,,,1,0,0,1
2066675,20395301,1080.0,0,0,0,,,,,,,,0,0,0,0
56737,24928181,38.0,3,3,0,934.6666666666665,466.0,1276.0,0.0,0.0,584.0,1064.0,4,0,0,1
648662,17846835,2.0,8,7,1,,,,,,,,0,0,0,0
2006503,2857165,,0,0,0,,,,,,,,0,1,0,0
1167152,20913043,29.0,1,1,0,,,,,,,,0,0,0,1
1725261,24277677,258.0,0,0,0,,,,,,,,0,0,0,1
1103834,24311875,210.0,0,0,0,120.4,47.0,298.0,0.0,3.0,,,0,0,0,1
420156,11523619,195.0,0,0,0,,,,,,,,1,0,0,1
300375,10485415,57.0,11,8,3,,,,,,,,1,1,0,0
49577,17591027,177.0,3,3,0,,,,,,,,0,0,0,0
1514688,339051,92.0,1,1,0,,,,,,,,2,0,0,1
1612662,5749921,856.0,0,0,0,,,,,,,,1,1,0,0
1343717,23026333,422.0,0,0,0,757.75,103.0,1702.0,0.0,0.0,,,2,0,1,0
1379618,23948323,101.0,9,9,0,604.0,604.0,604.0,0.0,0.0,,,1,0,0,1
1774885,6003951,,0,0,0,,,,,,,,5,1,0,0
942939,19784953,911.0,0,0,0,,,,,,,,2,0,0,1
1764064,23733805,,0,0,0,,,,,,,,5,0,0,1
1090061,14356781,,0,0,0,,,,,,,,0,0,0,0
798530,4979633,264.0,0,0,0,,,,,,,,0,0,0,0
146686,25351563,,0,0,0,,,,,,,,7,0,0,0
802326,14683069,220.0,0,0,0,,,,,,,,1,0,0,1
2090,25182467,2.0,12,8,4,,,,,,,,11,0,0,1
1029977,24271591,,0,0,0,479.4,62.0,973.0,0.0,1.0,3.0,301.0,1,0,0,1
2053831,19338199,1463.0,0,0,0,,,,,,,,3,0,0,1
1337232,12183583,,0,0,0,,,,,,,,1,0,0,0
844394,25095331,70.0,4,4,0,946.75,191.0,2349.0,0.0,1.0,2055.0,1025.0,2,0,0,1
297695,17417439,,0,0,0,,,,,,,,0,0,0,0
1592220,16445059,,0,0,0,,,,,,,,2,0,1,0
1012564,23998079,9.0,4,4,0,1397.2222222222224,402.0,4520.0,0.0,0.0,138.0,750.0,3,0,0,1
440697,22657583,75.0,1,0,1,257.875,17.0,856.0,0.0,0.0,,,0,0,0,1
755374,23664061,,0,0,0,,,,,,,,0,0,0,0
1696220,17710719,,0,0,0,,,,,,,,1,0,0,0
2313411,25132231,28.0,4,4,0,111.0,111.0,111.0,0.0,0.0,,,2,0,0,1
971981,13019735,425.0,0,0,0,,,,,,,,5,0,0,1
618534,21858027,,0,0,0,,,,,,,,1,0,0,0
2121540,22226943,438.0,0,0,0,,,,,,,,1,0,0,1
1482792,3045011,,0,0,0,,,,,,,,1,0,0,0
2158223,19954525,63.0,1,1,0,,,,,,,,2,0,0,1
1013568,22986035,560.0,0,0,0,,,,,,,,0,0,0,0
1465718,21232087,,0,0,0,,,,,,,,0,0,0,1
1998137,18594941,284.0,0,0,0,1228.0,489.0,1967.0,0.0,0.0,,,1,0,0,1
672088,1228275,364.0,0,0,0,,,,,,,,0,1,0,0
541114,8229357,,0,0,0,,,,,,,,1,0,0,0
798810,18758769,86.0,1,1,0,,,,,,,,6,0,0,1
566314,2423919,889.0,0,0,0,,,,,,,,3,0,0,1
996622,10958069,505.0,0,0,0,,,,,,2.0,196.0,4,0,0,1
2086369,17923237,,0,0,0,,,,,,,,0,1,0,0
2098798,4907157,533.0,0,0,0,,,,,,,,1,0,0,1
1772901,18513441,1728.0,0,0,0,375.0,375.0,375.0,0.0,0.0,,,2,0,0,1
277966,25477079,,0,0,0,23.0,23.0,23.0,0.0,1.0,,,1,0,0,1
379278,19628305,232.0,0,0,0,,,,,,,,1,0,0,1
68221,134435,,0,0,0,,,,,,,,0,0,0,1
284270,16110835,1199.0,0,0,0,,,,,,,,2,0,0,0
1976171,3664811,,0,0,0,,,,,,1756.0,106.0,3,0,0,0
60322,7860943,78.0,2,2,0,,,,,,,,1,0,0,1
1989337,6384965,,0,0,0,,,,,,,,0,0,0,0
275567,24835173,,0,0,0,78.0,78.0,78.0,0.0,1.0,,,1,0,0,1
867963,14054171,,0,0,0,,,,,,,,0,0,0,0
185054,23798989,17.0,1,1,0,367.5,113.0,622.0,0.0,0.0,3.0,1084.0,2,1,0,0
2273515,18159399,44.0,1,1,0,,,,,,,,0,0,0,1
276739,25014131,6.0,5,5,0,454.0,454.0,454.0,0.0,0.0,,,0,0,0,0
1221275,5965337,44.0,6,6,0,,,,,,,,2,1,0,0
1247204,6291221,57.0,2,2,0,,,,,,,,0,0,0,1
1510181,6539689,9.0,3,3,0,697.0,697.0,697.0,0.0,0.0,127.0,,0,1,0,0
647201,11143207,,0,0,0,,,,,,,,0,0,0,0
601018,21685415,,0,0,0,,,,,,,,1,0,0,0
2304833,9078551,,0,0,0,,,,,,,,2,0,0,1
1079589,22496181,,0,0,0,1456.0,168.0,4635.0,0.0,0.0,3.0,182.0,4,0,0,1
1715067,3096207,,0,0,0,,,,,,,,0,0,0,0
1055126,20464629,,0,0,0,,,,,,,,0,0,0,0
1135937,17333047,455.0,0,0,0,,,,,,,,3,0,0,0
1528683,13291847,1503.0,0,0,0,,,,,,,,0,0,0,1
2277921,24666579,9.0,8,8,0,,,,,,,,0,0,0,0
25343,12027311,,0,0,0,1031.4,137.0,2423.0,0.0,0.0,,,0,0,0,0
1666390,8969583,,0,0,0,,,,,,,,0,0,0,0
1506232,22884097,48.0,2,2,0,,,,,,,,1,0,0,1
2332875,25002931,23.0,5,5,0,602.25,92.0,1297.0,0.0,1.0,,,3,0,0,1
2141164,18906407,1638.0,0,0,0,445.0,445.0,445.0,0.0,0.0,,,0,1,0,0
1047660,24814717,8.0,11,11,0,,,,,,,,1,0,0,1
1182041,20232941,,0,0,0,163.0,163.0,163.0,0.0,0.0,,,0,0,0,0
1924303,18977395,108.0,6,6,0,,,,,,,,0,0,0,1
1677624,4098763,,0,0,0,,,,,,,,1,0,0,1
2322738,18030243,,0,0,0,,,,,,,,1,0,0,0
644140,24429215,69.0,7,3,4,,,,,,,,3,0,1,0
2140017,19057133,,0,0,0,,,,,,,,0,0,0,0
1189977,1772659,,0,0,0,,,,,,,,0,0,0,0
1139247,25126719,,0,0,0,376.5,26.0,760.0,0.0,2.0,,,1,0,0,1
2056426,25322761,49.0,1,1,0,,,,,,,,5,0,0,1
711319,19509597,,0,0,0,,,,,,,,1,0,0,0
1795393,18784189,,0,0,0,1044.0,1044.0,1044.0,0.0,0.0,,,0,0,0,1
1604461,4643497,,0,0,0,,,,,,,,0,0,0,1
1698581,9987285,889.0,0,0,0,,,,,,,,0,1,0,0
670229,21574031,860.0,0,0,0,,,,,,,,4,0,0,1
2181820,22209617,150.0,4,4,0,,,,,,,,3,0,0,1
1230640,23992273,379.0,0,0,0,,,,,,,,0,0,0,1
617213,12419397,,0,0,0,,,,,,,,0,0,0,0
729506,697781,,0,0,0,,,,,,,,1,0,0,1
1904001,23379487,442.0,0,0,0,,,,,,,,3,0,0,1
2299690,18022639,1420.0,0,0,0,,,,,,,,0,0,0,1
1851610,7378007,358.0,0,0,0,,,,,,,,1,0,0,0
306733,14637909,,0,0,0,,,,,,,,2,0,0,0
58250,24020851,,0,0,0,528.0,528.0,528.0,0.0,0.0,,,0,0,0,1
1648897,19110743,476.0,0,0,0,,,,,,,,0,0,0,0
18253,7531729,,0,0,0,,,,,,,,2,0,0,0
2195527,22483911,,0,0,0,,,,,,,,1,0,0,1
394970,8790885,,0,0,0,,,,,,,,0,1,0,0
275336,24141959,,0,0,0,,,,,,,,0,0,0,1
689549,3440911,,0,0,0,,,,,,,,2,0,0,1
1863624,1711049,42.0,3,3,0,,,,,,,,0,0,0,1
1300725,16527211,462.0,0,0,0,,,,,,,,0,0,0,0
1053439,19071513,478.0,0,0,0,,,,,,,,2,0,0,1
756608,25219449,54.0,1,0,1,,,,,,,,2,0,0,1
602898,6690033,,0,0,0,,,,,,,,2,0,0,0
1444088,21331287,49.0,3,3,0,,,,,,,,0,0,0,1
1759496,6072339,,0,0,0,,,,,,,,1,0,0,1
1906072,15422561,1032.0,0,0,0,,,,,,,,0,0,0,1
2074868,24353143,,0,0,0,519.5,27.0,1009.0,0.0,0.0,,,1,0,0,1
1899757,21981119,38.0,30,22,8,,,,,,,,1,0,0,0
782277,5333943,,0,0,0,,,,,,,,1,0,0,0
1281787,12418555,,0,0,0,550.8333333333334,21.0,1623.0,0.0,0.0,4.0,,0,0,0,1
647911,9804075,,0,0,0,,,,,,,,2,0,0,1
1122808,24825355,49.0,2,2,0,,,,,,,,1,0,0,1
2338979,22683571,,0,0,0,755.0,755.0,755.0,0.0,0.0,,,3,0,0,1
848303,23105497,15.0,7,5,2,,,,,,,,0,0,0,1
121102,18267897,18.0,9,8,1,,,,,,,,3,0,0,0
2315439,24251921,,0,0,0,,,,,,,,0,1,0,0
1801557,24237475,99.0,3,3,0,,,,,,23.0,,5,0,0,1
1511947,20368511,401.0,0,0,0,,,,,,,,0,0,0,1
1435363,20738067,71.0,50,38,12,,,,,,,,0,1,0,0
1946406,24076615,,0,0,0,,,,,,,,0,0,0,1
1059826,15250285,,0,0,0,,,,,,,,0,0,0,0
2193275,19046983,,0,0,0,,,,,,,,0,0,0,0
884470,23083631,171.0,3,3,0,,,,,,,,2,0,0,1
1802164,24894851,149.0,1,1,0,434.0,434.0,434.0,0.0,1.0,,,2,0,0,1
1791329,16464377,,0,0,0,,,,,,,,1,0,0,0
732819,1610563,,0,0,0,,,,,,347.0,,0,0,0,0
58819,25271625,8.0,8,8,0,,,,,,,,1,0,0,1
1337529,11327645,,0,0,0,,,,,,,,1,0,0,1
2247272,17845169,,0,0,0,394.0,380.0,408.0,0.0,0.0,,,0,0,0,1
64333,9489717,,0,0,0,,,,,,,,0,0,0,1
2295854,25173147,57.0,2,1,1,,,,,,,,1,0,0,1
2206153,24627339,65.0,1,1,0,948.0,948.0,948.0,0.0,0.0,,,2,0,0,0
871047,3575867,,0,0,0,,,,,,,,1,0,0,0
1236790,8336797,,0,0,0,,,,,,,,0,0,0,0
874099,8007373,,0,0,0,,,,,,,,1,0,0,0
1888910,22773207,172.0,2,0,2,,,,,,,,0,0,0,1
1077485,2850751,15.0,5,4,1,,,,,,,,2,0,0,1
1344667,10374849,,0,0,0,,,,,,,,1,0,0,0
2316349,24648225,,0,0,0,1572.0,1572.0,1572.0,0.0,0.0,,,0,0,0,1
2191932,19861805,,0,0,0,,,,,,,,0,0,0,0
1855511,23744105,63.0,3,3,0,,,,,,,,0,0,0,1
2014890,3037571,,0,0,0,,,,,,170.0,,0,0,0,0
4597,23555017,122.0,4,4,0,,,,,,,,0,0,0,1
1943865,16904341,,0,0,0,,,,,,,,0,0,0,0
1842984,4486333,,0,0,0,,,,,,,,0,0,0,0
1644615,18653077,483.0,0,0,0,,,,,,,,3,0,0,1
1475369,13348289,,0,0,0,438.0,8.0,988.0,0.0,0.0,,,5,0,0,0
661906,23756245,57.0,6,6,0,,,,,,,,0,0,0,1
626691,24644015,18.0,15,13,2,1383.0,1383.0,1383.0,0.0,0.0,3.0,508.0,6,0,0,1
1023367,22127409,,0,0,0,751.75,256.0,1620.0,0.0,0.0,,,2,0,0,0
1719359,10218799,386.0,0,0,0,,,,,,,,1,0,0,1
1968385,3292815,211.0,0,0,0,,,,,,,,1,0,0,1
54259,1651991,282.0,0,0,0,,,,,,,,1,0,0,1
1042283,4048439,338.0,0,0,0,,,,,,,,0,0,0,0
1349811,9423971,24.0,4,4,0,,,,,,,,0,1,0,0
1528003,5009421,10.0,5,5,0,,,,,,,,2,0,0,0
1275463,22538783,41.0,1,1,0,,,,,,,,0,0,0,1
1533104,23065103,168.0,2,2,0,,,,,,,,0,0,0,0
1611893,21245517,1001.0,0,0,0,,,,,,,,8,0,0,1
307841,21238517,16.0,8,6,2,,,,,,423.0,,0,0,0,1
409734,6551419,,0,0,0,,,,,,,,1,1,0,0
2295698,25128073,31.0,4,2,2,7.0,7.0,7.0,0.0,1.0,,,2,0,0,0
1834173,21347625,,0,0,0,,,,,,,,4,0,0,0
243036,24104089,344.0,0,0,0,,,,,,,,0,0,0,1
173346,20920683,104.0,2,2,0,,,,,,,,0,0,0,1
1249864,23090363,499.0,0,0,0,,,,,,,,0,1,0,0
1715728,20997247,,0,0,0,,,,,,,,0,0,0,0
1850680,22540593,251.0,0,0,0,,,,,,,,1,1,0,0
554036,24439051,,0,0,0,956.75,43.0,1558.0,0.0,0.0,,,6,0,0,1
1177178,23895475,295.0,0,0,0,507.0,507.0,507.0,0.0,0.0,,,0,0,0,1
426390,24380351,73.0,4,4,0,,,,,,591.0,1367.0,28,0,0,1
767820,17925213,,0,0,0,,,,,,,,1,0,0,1
2279644,23466711,473.0,0,0,0,,,,,,,,3,0,0,1
164618,12143831,,0,0,0,,,,,,,,0,0,0,0
53684,15316673,,0,0,0,128.14285714285714,21.0,473.0,0.0,0.0,,,0,0,0,0
604939,25344625,36.0,1,1,0,62.0,62.0,62.0,0.0,1.0,,,7,0,0,1
90930,5098633,,0,0,0,,,,,,,,1,0,0,1
2318673,18104563,933.0,0,0,0,,,,,,,,1,0,0,0
1654442,24280141,,0,0,0,649.6666666666666,69.0,953.0,0.0,1.0,4.0,,0,1,0,0
1289836,6606459,37.0,1,1,0,,,,,,,,9,0,0,1
1961616,20917293,876.0,0,0,0,,,,,,,,0,0,0,1
2299432,2835169,227.0,0,0,0,,,,,,,,0,0,0,0
8519,16306583,135.0,2,2,0,,,,,,,,1,0,0,1
1093191,8747067,92.0,5,5,0,,,,,,,,0,0,1,0
1623834,8615133,157.0,2,2,0,311.0,308.0,314.0,0.0,0.0,,,1,0,0,0
1746489,24012705,72.0,2,1,1,,,,,,,,1,0,1,0
2008066,13698275,71.0,3,2,1,736.0,736.0,736.0,0.0,0.0,,,4,0,0,1
1349094,17748893,,0,0,0,,,,,,,,0,0,0,1
1840493,1109567,1397.0,0,0,0,,,,,,,,1,0,0,1
1812603,15559283,2022.0,0,0,0,,,,,,,,2,0,0,1
1405134,9405747,,0,0,0,,,,,,,,4,0,0,0
1552294,10777127,336.0,0,0,0,,,,,,,,0,0,0,1
589046,23906723,44.0,6,5,1,186.33333333333331,60.0,255.0,0.0,2.0,4.0,257.0,9,0,0,1
18961,24229023,18.0,3,2,1,750.5,43.0,2465.0,0.0,0.0,,,0,0,0,0
906950,15187597,,0,0,0,,,,,,1475.0,838.0,1,0,0,1
1154151,21700061,,0,0,0,,,,,,,,1,0,0,0
564575,19492367,,0,0,0,,,,,,,,0,0,0,1
1868239,18504783,2161.0,0,0,0,714.5,606.0,823.0,0.0,0.0,,,0,0,0,1
808298,24275257,171.0,4,4,0,,,,,,,,0,0,0,1
288639,8316313,,0,0,0,,,,,,,,1,0,0,0
168667,25138157,8.0,15,15,0,1121.0,1121.0,1121.0,0.0,0.0,,,0,0,0,1
2289049,17974599,,0,0,0,,,,,,,,0,0,0,1
287045,464229,38.0,6,6,0,,,,,,,,2,0,0,1
642079,24008487,353.0,0,0,0,,,,,,,,2,1,0,0
255992,5325475,393.0,0,0,0,,,,,,,,2,0,0,1
791625,24907905,143.0,1,1,0,36.0,36.0,36.0,0.0,1.0,,,1,0,0,1
1682926,18300063,311.0,0,0,0,,,,,,,,0,0,0,0
2179990,9696079,,0,0,0,,,,,,,,1,0,0,0
1978074,22247897,,0,0,0,,,,,,,,6,0,0,1
70419,22240467,,0,0,0,329.4,72.0,595.0,0.0,1.0,,,1,0,0,1
2319713,16692471,85.0,3,1,2,,,,,,,,0,0,0,1
514613,25179433,,0,0,0,95.0,84.0,106.0,0.0,1.0,,,0,0,0,1
1893262,23882451,39.0,4,3,1,,,,,,,,1,0,0,1
1758928,4075875,,0,0,0,,,,,,263.0,1763.0,9,0,0,1
618269,16094837,1329.0,0,0,0,,,,,,,,0,0,0,1
637091,20587817,,0,0,0,713.0,24.0,1758.0,0.0,0.0,,,0,0,0,1
1475585,19225985,134.0,2,2,0,,,,,,,,0,0,0,1
44338,695985,,0,0,0,,,,,,,,0,0,0,1
944677,1981777,63.0,1,1,0,,,,,,,,0,0,0,1
233337,17219795,,0,0,0,,,,,,,,0,0,0,0
825567,25455867,,0,0,0,24.0,24.0,24.0,0.0,1.0,,,5,0,0,0
1700787,3833033,2029.0,0,0,0,,,,,,,,0,0,0,1
387221,25400831,59.0,2,2,0,1080.0,1080.0,1080.0,0.0,0.0,,,5,0,0,1
545207,17901877,1702.0,0,0,0,,,,,,,,0,0,0,1
64424,2397691,1226.0,0,0,0,,,,,,,,0,0,0,1
1768511,5361169,28.0,5,4,1,,,,,,,,3,0,0,0
160238,21920701,198.0,0,0,0,,,,,,,,2,0,0,1
1580512,24459747,104.0,5,5,0,,,,,,4.0,,1,1,0,0
1180071,21297005,11.0,3,2,1,,,,,,,,0,1,0,0
116177,3684383,,0,0,0,,,,,,,,1,0,0,0
1301085,7968025,,0,0,0,,,,,,,,1,0,0,0
1233776,25350675,34.0,3,3,0,517.75,215.0,796.0,0.0,0.0,1804.0,777.0,10,0,0,1
504540,18034245,252.0,0,0,0,1011.0,1011.0,1011.0,0.0,0.0,,,0,0,0,1
2041626,24064375,98.0,5,1,4,,,,,,,,3,0,0,1
807489,24147199,53.0,1,0,1,231.0,231.0,231.0,0.0,1.0,,,0,0,0,1
1925747,16514359,878.0,0,0,0,1097.5,825.0,1370.0,0.0,0.0,,,1,0,0,1
1266412,24930909,10.0,8,4,4,75.0,75.0,75.0,0.0,1.0,,,0,0,0,1
1079515,24555559,,0,0,0,841.0,841.0,841.0,0.0,0.0,,,0,0,0,1
1239785,4426179,873.0,0,0,0,,,,,,,,1,0,0,1
1850300,9615141,,0,0,0,,,,,,3.0,,1,0,0,0
2129353,14697707,,0,0,0,,,,,,,,0,0,0,0
719275,25251523,46.0,1,0,1,,,,,,,,5,0,0,1
607773,24960109,57.0,2,2,0,,,,,,,,0,0,0,1
1471756,21299295,7.0,4,3,1,,,,,,,,0,0,0,1
16300,9567839,160.0,1,1,0,,,,,,,,2,0,0,1
923006,4905483,10.0,2,2,0,,,,,,,,1,1,0,0
1774172,21490277,962.0,0,0,0,,,,,,,,0,0,0,1
2219728,9041983,376.0,0,0,0,,,,,,,,1,0,0,1
1647458,2817165,1865.0,0,0,0,,,,,,,,0,1,0,0
1339131,24642043,39.0,20,17,3,389.75,40.0,693.0,0.0,1.0,,,1,0,0,1
1241975,22376125,,0,0,0,,,,,,,,2,0,0,1
2072572,463613,44.0,4,4,0,,,,,,,,2,0,0,1
1508018,24415751,226.0,0,0,0,,,,,,,,1,0,0,1
1569346,4474465,858.0,0,0,0,,,,,,,,1,1,0,0
489460,19620361,1129.0,0,0,0,,,,,,,,3,0,0,1
17520,14941397,1978.0,0,0,0,,,,,,,,0,1,0,0
251000,17504883,16.0,2,2,0,,,,,,,,0,0,0,1
707533,5920159,1116.0,0,0,0,1489.0,1489.0,1489.0,0.0,0.0,,,2,0,0,1
2170,25110599,,0,0,0,578.2857142857142,7.0,2000.0,0.0,0.0,31.0,1385.0,8,0,0,0
2128723,23105825,572.0,0,0,0,,,,,,,,5,0,0,1
137168,11190111,360.0,0,0,0,,,,,,,,1,0,0,1
251633,993235,,0,0,0,,,,,,,,2,0,0,1
539140,3084727,,0,0,0,,,,,,,,1,0,0,0
1318944,14802577,31.0,1,1,0,545.25,222.0,1043.0,0.0,0.0,4161.0,1221.0,8,1,0,0
1398888,5152971,1077.0,0,0,0,756.0,756.0,756.0,0.0,0.0,,,0,0,1,0
1997582,9995191,3.0,6,6,0,,,,,,5.0,,0,0,0,1
2076708,22682479,206.0,0,0,0,,,,,,,,0,0,0,1
2074707,23721899,176.0,1,1,0,398.66666666666674,313.0,550.0,0.0,0.0,91.0,,0,0,0,0
1838565,25247021,72.0,1,1,0,,,,,,,,1,0,0,1
561953,20448587,57.0,1,1,0,,,,,,,,1,0,0,1
1479498,9255135,,0,0,0,,,,,,,,0,0,0,0
2059822,24878405,37.0,7,7,0,,,,,,,,5,0,0,0
624758,23980013,155.0,2,2,0,43.0,43.0,43.0,0.0,1.0,,,2,0,0,1
289099,16049815,,0,0,0,,,,,,,,0,0,0,0
1320832,25441325,,0,0,0,2911.5,634.0,5189.0,0.0,0.0,,,4,0,0,1
1514967,2375495,416.0,0,0,0,,,,,,,,0,0,0,1
2196868,6828701,,0,0,0,,,,,,,,0,0,0,0
784470,22427437,437.0,0,0,0,,,,,,,,5,0,0,1
1229568,24590459,186.0,0,0,0,907.1428571428572,26.0,1712.0,0.0,0.0,,,0,0,0,1
775914,2892883,90.0,3,3,0,,,,,,,,1,0,0,1
2126624,22012855,88.0,6,5,1,,,,,,,,1,1,0,0
327427,2859267,73.0,2,2,0,,,,,,,,0,0,0,1
773221,23357109,126.0,3,3,0,336.3333333333333,254.0,471.0,0.0,0.0,3.0,,2,0,0,1
1384654,15488685,,0,0,0,,,,,,,,0,0,0,0
358949,11438243,,0,0,0,,,,,,,,0,0,0,0
2009779,5678011,67.0,1,0,1,,,,,,,,2,0,0,1
355887,20628777,10.0,5,5,0,,,,,,,,0,0,0,1
753582,24349589,2.0,16,14,2,,,,,,,,1,0,0,1
1266125,23347499,37.0,1,1,0,,,,,,,,1,0,0,0
2116995,17926535,199.0,0,0,0,,,,,,,,1,0,0,1
472432,19936953,51.0,9,9,0,1340.0,1340.0,1340.0,0.0,0.0,1742.0,1340.0,4,0,0,1
1525301,24735965,14.0,2,2,0,694.75,23.0,1776.0,0.0,0.0,,,0,0,0,1
2298350,25168923,777.0,0,0,0,,,,,,,,1,0,0,1
2282623,18392549,580.0,0,0,0,,,,,,,,0,0,0,1
351277,23104997,95.0,2,0,2,,,,,,,,5,0,0,1
451698,20827017,1050.0,0,0,0,972.3333333333335,86.0,2461.0,0.0,0.0,,,0,0,0,1
2057116,22779829,190.0,0,0,0,,,,,,,,5,0,0,1
227614,23647531,,0,0,0,,,,,,,,1,0,0,1
1128381,18890695,,0,0,0,,,,,,,,0,1,0,0
1403110,21091889,8.0,3,3,0,,,,,,,,0,0,0,1
1680802,21923143,61.0,2,0,2,,,,,,,,1,0,0,1
1181048,10079011,,0,0,0,,,,,,,,1,0,0,0
1867606,5313711,230.0,0,0,0,,,,,,,,0,0,0,1
953566,15957445,1967.0,0,0,0,257.0,257.0,257.0,0.0,0.0,4.0,833.0,1,1,0,0
2066509,16559953,2052.0,0,0,0,,,,,,,,1,0,0,1
1137046,21399789,7.0,15,11,4,,,,,,,,1,0,0,1
1149490,2625141,360.0,0,0,0,,,,,,,,1,0,0,1
874568,20177791,306.0,0,0,0,,,,,,,,1,0,0,1
821692,2797125,414.0,0,0,0,728.0,728.0,728.0,0.0,0.0,,,2,0,0,0
1258463,19161015,351.0,0,0,0,,,,,,,,1,0,0,1
114087,23802529,,0,0,0,224.0,11.0,470.0,0.0,0.0,,,0,0,0,1
1469288,24806627,8.0,6,5,1,39.0,39.0,39.0,0.0,1.0,,,1,0,0,1
495952,25275085,,0,0,0,1229.0,1229.0,1229.0,0.0,0.0,,,3,0,0,0
2260373,23934215,,0,0,0,,,,,,,,0,0,0,1
1283007,20073871,29.0,3,3,0,,,,,,,,0,0,0,0
838469,14107129,853.0,0,0,0,,,,,,,,2,0,0,1
2040087,24910351,,0,0,0,,,,,,,,0,0,0,0
1870187,12068127,,0,0,0,,,,,,,,1,0,0,1
1907861,1997031,1155.0,0,0,0,,,,,,,,2,0,0,1
1222995,8036421,,0,0,0,,,,,,,,0,0,0,0
