,ACCT_ID_M,DAYS_LAST_LOGIN,NUM_LOGINS_6M,NUM_WKDAY_LOGIN_6M,NUM_WKEND_LOGIN_6M,Measures.Call_Duration_mean,Measures.Call_Duration_min,Measures.Call_Duration_max,DEPT_Retention Inbound,DEPT_Retention Outbound,MAX_RING_DURATION_6M,MAX_TALK_DURATION_3M,NUM_INTERACTION_3M,EMAIL_T1_ISP_FLG,EMAIL_T2_ISP_FLG,EMAIL_WEBMAIL_FLG
886712,14865607,,0,0,0,,,,,,,,0,0,0,0
462145,25417461,,0,0,0,,,,,,,,2,0,0,1
626791,25450917,,0,0,0,,,,,,,,2,0,0,1
2031252,4690505,,0,0,0,,,,,,,,1,0,0,0
915851,2080533,,0,0,0,,,,,,,,1,0,0,0
731461,18184921,61.0,6,1,5,,,,,,,,6,0,0,1
1725502,24472859,71.0,5,5,0,,,,,,,,0,0,0,0
954508,23105081,16.0,4,2,2,,,,,,,,0,0,0,1
1540897,24682879,203.0,0,0,0,,,,,,,,0,0,0,1
2123324,22222339,17.0,5,3,2,,,,,,,,0,0,0,0
593253,10591891,329.0,0,0,0,,,,,,,,0,0,0,0
2194814,21591589,24.0,6,6,0,,,,,,,,0,0,0,1
864030,24274143,245.0,0,0,0,,,,,,,,0,0,0,0
2168596,24472401,44.0,1,1,0,,,,,,,,4,0,0,1
420396,4504097,,0,0,0,,,,,,,,0,1,0,0
1020477,1549741,,0,0,0,,,,,,,,0,0,0,0
1594556,21828519,327.0,0,0,0,,,,,,,,0,0,0,1
2080871,9740933,,0,0,0,,,,,,,,0,0,0,0
985681,3554361,,0,0,0,,,,,,,,0,0,0,0
125295,18498279,1304.0,0,0,0,,,,,,,,0,0,1,0
855612,18792381,16.0,20,19,1,,,,,,,,5,0,0,1
759650,18212891,,0,0,0,,,,,,,,0,0,0,0
1916282,21613071,13.0,7,5,2,1142.0,1142.0,1142.0,0.0,0.0,,,0,0,0,1
1985784,23875755,20.0,16,12,4,,,,,,,,2,0,0,1
228368,9826869,56.0,1,1,0,,,,,,,,1,0,0,0
1822628,22333083,262.0,0,0,0,,,,,,,,0,0,0,1
923266,3997945,,0,0,0,,,,,,3.0,,2,0,0,1
440928,24871337,154.0,1,1,0,,,,,,,,3,0,0,0
552432,22925791,,0,0,0,,,,,,,,0,1,0,0
99802,8284099,29.0,1,1,0,,,,,,,,0,0,0,1
2189170,4240195,,0,0,0,,,,,,158.0,363.0,3,0,1,0
415738,17203315,27.0,1,1,0,,,,,,,,1,0,0,1
1920037,9117747,1533.0,0,0,0,,,,,,,,0,0,0,0
917225,24937977,135.0,1,1,0,774.0,29.0,2329.0,0.0,1.0,1133.0,101.0,5,0,0,1
2066819,17162535,29.0,1,1,0,,,,,,,,0,0,0,1
367751,23004523,105.0,2,2,0,,,,,,,,0,0,0,0
2065229,2934699,1449.0,0,0,0,,,,,,,,1,0,0,1
118906,971377,,0,0,0,,,,,,,,1,1,0,0
603412,22420407,61.0,4,0,4,,,,,,,,3,0,0,1
2216483,5495921,,0,0,0,,,,,,,,2,0,0,0
1261967,15843029,135.0,2,2,0,,,,,,,,3,0,0,1
1464980,21369865,17.0,3,3,0,,,,,,,,0,0,0,1
695576,17972503,210.0,0,0,0,,,,,,,,1,0,0,1
2341832,3118179,,0,0,0,,,,,,,,0,0,0,0
423053,19877497,,0,0,0,,,,,,,,0,0,0,0
1609441,10677027,289.0,0,0,0,,,,,,0.0,0.0,1,0,0,1
2138920,18025373,1051.0,0,0,0,971.5,74.0,1869.0,0.0,0.0,,,0,0,0,1
1464166,7872165,,0,0,0,,,,,,,,1,0,0,1
2204130,23125903,143.0,2,2,0,,,,,,0.0,0.0,0,0,0,1
375139,10504913,27.0,2,2,0,,,,,,,,1,0,0,1
1790830,5980383,9.0,2,2,0,640.0,167.0,1113.0,0.0,0.0,959.0,1230.0,4,0,0,1
164684,6166637,,0,0,0,,,,,,,,1,0,0,0
264585,21630803,,0,0,0,,,,,,,,2,0,0,0
1693594,9055117,890.0,0,0,0,378.0,378.0,378.0,0.0,0.0,,,1,0,0,1
2168885,25397777,,0,0,0,,,,,,,,2,0,0,1
1795575,21386093,12.0,25,24,1,,,,,,,,1,0,0,1
1550844,22035407,33.0,8,6,2,,,,,,,,1,0,0,1
1903945,21542141,,0,0,0,,,,,,,,1,0,0,1
921421,24571647,39.0,11,9,2,,,,,,,,4,0,0,1
303206,11168725,384.0,0,0,0,,,,,,,,0,0,0,0
954747,25219997,80.0,1,1,0,,,,,,,,0,0,0,1
2204416,23303177,197.0,0,0,0,,,,,,,,0,0,0,0
663512,23391843,344.0,0,0,0,,,,,,,,0,0,0,1
1647782,21185629,248.0,0,0,0,,,,,,,,0,0,0,0
2120985,22044151,30.0,5,5,0,,,,,,,,1,0,0,1
859508,3423455,1696.0,0,0,0,,,,,,,,1,1,0,0
214298,16077051,881.0,0,0,0,,,,,,,,5,0,0,0
1532682,21071401,1032.0,0,0,0,,,,,,,,0,0,0,0
1193453,24243811,,0,0,0,,,,,,,,0,0,0,0
1268450,25269087,52.0,5,4,1,,,,,,,,1,0,0,1
1919318,11526455,,0,0,0,,,,,,,,1,0,0,0
2209838,15220969,76.0,4,4,0,,,,,,,,1,1,0,0
1740054,5189401,20.0,11,10,1,,,,,,,,7,0,0,0
691218,21150071,,0,0,0,,,,,,,,0,0,0,0
1746590,24995167,114.0,1,1,0,1004.0,1004.0,1004.0,0.0,0.0,,,0,0,0,0
945969,5937069,2459.0,0,0,0,,,,,,,,1,0,0,1
2250777,15983205,,0,0,0,,,,,,,,0,0,0,0
870324,10254477,35.0,5,3,2,,,,,,,,0,1,0,0
1675904,18023201,258.0,0,0,0,,,,,,,,0,0,0,1
972856,24298039,70.0,4,4,0,1118.0,564.0,2044.0,0.0,0.0,,,5,1,0,0
311681,25400351,436.0,0,0,0,,,,,,,,3,0,0,1
221129,23435347,,0,0,0,70.0,70.0,70.0,0.0,0.0,,,0,0,0,1
700834,23883125,147.0,2,2,0,359.0,359.0,359.0,0.0,0.0,,,1,0,0,1
580984,22698557,,0,0,0,,,,,,,,3,0,1,0
1727783,24427259,,0,0,0,222.0,222.0,222.0,0.0,1.0,,,0,0,0,1
248078,11376581,61.0,2,0,2,,,,,,,,0,1,0,0
1706963,25173301,86.0,1,1,0,,,,,,,,2,0,0,0
1291835,14450037,560.0,0,0,0,,,,,,,,0,0,0,0
127009,7970205,,0,0,0,,,,,,,,3,0,0,0
1715577,21252599,,0,0,0,,,,,,,,0,0,0,0
1558405,7298809,,0,0,0,461.5,101.0,701.0,0.0,0.0,12.0,0.0,3,0,0,0
1796265,16801491,1490.0,0,0,0,,,,,,,,0,0,0,1
2212469,22428803,2.0,22,16,6,,,,,,,,0,0,0,1
242589,24226971,,0,0,0,,,,,,,,0,0,0,1
511362,1302391,112.0,2,2,0,,,,,,,,1,0,0,1
80862,9914077,58.0,4,4,0,,,,,,,,1,1,0,0
910564,2283383,185.0,0,0,0,,,,,,,,1,1,0,0
1018317,18583611,195.0,0,0,0,292.0,292.0,292.0,0.0,0.0,,,1,1,0,0
1876000,24355539,,0,0,0,757.0,293.0,1221.0,0.0,1.0,,,0,0,0,1
1213074,24444011,23.0,14,12,2,,,,,,,,1,0,0,1
1321684,25199047,84.0,4,3,1,,,,,,,,2,0,0,1
2339287,7106999,,0,0,0,,,,,,,,1,0,0,0
351974,24514115,212.0,0,0,0,418.33333333333326,266.0,496.0,0.0,0.0,,,9,0,0,1
1324655,23202277,,0,0,0,,,,,,,,0,0,0,1
608544,25033245,,0,0,0,1362.0,1362.0,1362.0,0.0,0.0,,,1,0,0,1
380844,2707903,1386.0,0,0,0,,,,,,,,2,0,0,1
1050105,24504999,,0,0,0,,,,,,,,0,0,0,0
1970063,15786673,2345.0,0,0,0,,,,,,,,0,0,0,0
1664391,6070749,122.0,2,2,0,,,,,,,,1,0,0,1
1062299,12238169,,0,0,0,,,,,,,,0,1,0,0
979199,21648261,,0,0,0,,,,,,,,0,0,0,0
92896,23732685,,0,0,0,,,,,,,,0,0,0,0
386425,22909063,90.0,1,1,0,1187.0,1187.0,1187.0,0.0,0.0,,,0,1,0,0
600252,10869553,1231.0,0,0,0,630.5,198.0,1063.0,0.0,0.0,,,2,0,0,1
752479,24874263,8.0,4,4,0,547.25,36.0,1172.0,0.0,2.0,,,2,0,0,1
356169,23421079,,0,0,0,,,,,,,,0,0,0,1
617415,3143751,234.0,0,0,0,,,,,,,,3,0,0,1
2147965,24116915,349.0,0,0,0,759.5,574.0,945.0,0.0,0.0,,,1,0,0,1
1468262,24007017,7.0,19,18,1,,,,,,,,0,0,0,1
2215540,11657565,56.0,11,11,0,1026.75,182.0,2119.0,0.0,0.0,,,2,0,0,1
636764,6716585,2244.0,0,0,0,,,,,,,,1,0,0,1
90568,8257659,91.0,7,3,4,,,,,,756.0,481.0,2,1,0,0
1280362,21163143,1053.0,0,0,0,,,,,,,,0,0,0,1
1639565,22137361,46.0,9,5,4,,,,,,,,0,0,0,1
1366547,2341467,,0,0,0,,,,,,,,0,0,0,0
1683898,21504687,994.0,0,0,0,,,,,,,,7,0,0,1
1430930,24390201,,0,0,0,94.5,31.0,158.0,0.0,1.0,,,1,0,0,1
1024865,8647083,,0,0,0,,,,,,,,1,0,0,1
2181442,19832889,1431.0,0,0,0,,,,,,,,0,0,0,1
2343371,1122385,2118.0,0,0,0,,,,,,,,1,0,0,0
576475,3910487,,0,0,0,,,,,,,,1,1,0,0
1126474,21746261,920.0,0,0,0,,,,,,,,1,0,0,1
1193065,24075323,336.0,0,0,0,,,,,,,,1,0,0,1
1909485,23083497,,0,0,0,1047.0,1047.0,1047.0,0.0,0.0,,,2,0,0,1
373917,6417901,,0,0,0,,,,,,,,0,0,0,0
1419734,15427675,,0,0,0,,,,,,,,0,0,0,0
400521,21597061,,0,0,0,63.0,63.0,63.0,0.0,0.0,,,0,1,0,0
36925,22452567,,0,0,0,,,,,,,,12,0,0,0
597802,17373627,,0,0,0,,,,,,,,1,0,0,1
1535254,3601729,85.0,2,2,0,,,,,,1375.0,113.0,2,1,0,0
1313070,1454791,,0,0,0,,,,,,,,2,0,0,1
1316038,21829953,865.0,0,0,0,682.0,682.0,682.0,0.0,0.0,,,2,0,0,1
436640,1448265,111.0,2,2,0,,,,,,,,0,0,0,1
1544536,25502499,,0,0,0,471.33333333333326,10.0,1340.0,0.0,0.0,,,2,0,0,1
743175,20127791,,0,0,0,,,,,,,,0,0,0,0
1452700,24985457,70.0,6,6,0,311.0,92.0,530.0,0.0,1.0,,,0,0,0,1
1128663,14312133,,0,0,0,,,,,,,,0,0,0,0
2120472,9462483,,0,0,0,,,,,,,,0,0,0,0
1226720,3780947,247.0,0,0,0,,,,,,,,5,1,0,0
224348,22824079,,0,0,0,,,,,,,,0,0,0,0
315578,25121389,23.0,9,9,0,,,,,,,,3,0,0,1
1625041,22215559,1855.0,0,0,0,,,,,,,,0,0,0,1
1613156,22260155,,0,0,0,197.75,74.0,294.0,0.0,0.0,4.0,296.0,3,0,0,1
2239616,24303095,,0,0,0,800.0,290.0,1310.0,0.0,1.0,,,0,0,0,0
1255039,21278243,,0,0,0,,,,,,,,0,0,0,0
1879878,21419997,,0,0,0,932.7777777777777,237.0,2312.0,0.0,0.0,5.0,459.0,9,0,0,1
861586,12704659,,0,0,0,,,,,,1118.0,410.0,4,0,0,0
1176422,24038319,167.0,2,2,0,,,,,,,,2,0,0,1
1405996,1807851,1049.0,0,0,0,,,,,,,,1,0,0,0
708414,11619077,,0,0,0,,,,,,,,0,1,0,0
1570195,7721567,1002.0,0,0,0,,,,,,,,0,0,0,1
2182662,13417859,,0,0,0,,,,,,,,2,0,0,0
1324091,24272143,,0,0,0,,,,,,,,1,0,0,1
890561,17711137,105.0,7,7,0,220.33333333333331,24.0,442.0,0.0,0.0,,,0,0,0,1
331621,23401279,8.0,5,5,0,,,,,,,,0,0,0,1
1285626,24671107,29.0,15,14,1,,,,,,,,3,0,0,1
42345,16020261,,0,0,0,,,,,,,,0,1,0,0
1994758,6820243,1096.0,0,0,0,,,,,,,,1,0,0,1
2071961,9672547,46.0,6,5,1,,,,,,,,0,0,0,1
1845695,14482655,11.0,2,1,1,,,,,,,,0,0,0,1
579273,18205955,169.0,2,2,0,,,,,,,,0,0,0,1
483270,2229329,117.0,3,0,3,,,,,,,,1,0,0,1
646244,23279793,423.0,0,0,0,,,,,,,,0,0,0,1
360081,6109039,,0,0,0,,,,,,,,1,0,0,0
1418592,22376695,,0,0,0,372.0,372.0,372.0,0.0,0.0,,,0,0,0,0
1033063,20890877,64.0,1,1,0,,,,,,,,2,0,0,1
1316738,19377687,192.0,0,0,0,,,,,,,,0,0,0,1
1653782,24499295,,0,0,0,,,,,,,,0,0,0,0
1962962,24900127,146.0,2,2,0,,,,,,,,0,0,0,1
1384251,15836885,201.0,0,0,0,756.0,756.0,756.0,0.0,0.0,,,0,0,0,1
941445,547207,,0,0,0,,,,,,,,0,0,0,0
2285679,13735005,61.0,2,0,2,,,,,,,,1,0,0,1
1176046,23486961,163.0,12,12,0,663.25,438.0,985.0,0.0,0.0,,,1,0,0,0
45265,530133,79.0,1,1,0,,,,,,,,1,0,0,1
883785,25524529,,0,0,0,,,,,,,,1,0,0,0
1545961,22662927,,0,0,0,,,,,,,,3,0,0,1
1044339,14562969,,0,0,0,429.0,221.0,637.0,0.0,0.0,,,1,1,0,0
1928884,23841685,,0,0,0,,,,,,,,2,0,0,0
1919249,19355581,,0,0,0,,,,,,,,2,0,0,1
1486826,18532571,,0,0,0,,,,,,,,12,0,0,0
2115745,6186769,,0,0,0,,,,,,,,1,0,0,0
96712,25609785,,0,0,0,398.5,25.0,1613.0,0.0,0.0,,,1,0,0,1
2300519,6719461,,0,0,0,,,,,,,,0,1,0,0
1569603,3559033,60.0,1,0,1,,,,,,,,1,0,0,1
605302,25289507,,0,0,0,,,,,,,,3,0,0,1
1524400,23707617,59.0,3,3,0,,,,,,,,0,0,0,1
1536694,3209501,493.0,0,0,0,,,,,,,,0,1,0,0
1822150,556383,443.0,0,0,0,,,,,,,,0,0,0,0
2295727,12831745,,0,0,0,,,,,,,,7,0,0,0
2066341,14965455,10.0,10,8,2,699.5,43.0,1820.0,0.0,0.0,1030.0,856.0,2,0,0,0
1885788,10570071,1843.0,0,0,0,,,,,,,,0,0,0,1
738675,24768591,,0,0,0,,,,,,,,0,0,0,1
981376,5999215,960.0,0,0,0,,,,,,,,1,0,0,1
1366312,11813713,,0,0,0,,,,,,,,1,0,0,0
222977,24430455,,0,0,0,537.9,6.0,1775.0,0.0,0.0,,,2,0,0,0
2052501,13722985,1766.0,0,0,0,,,,,,,,2,0,0,1
2148434,22929927,364.0,0,0,0,,,,,,,,2,0,0,1
501057,4472059,162.0,2,2,0,,,,,,,,1,0,0,1
299235,12881217,,0,0,0,415.66666666666674,24.0,1178.0,0.0,0.0,,,0,0,0,0
1015007,3222329,,0,0,0,,,,,,4.0,,3,0,0,1
1327882,12018219,,0,0,0,1449.0,537.0,2361.0,0.0,0.0,1426.0,2361.0,1,0,0,0
1712384,18102251,59.0,1,1,0,,,,,,,,1,0,0,1
126638,8040813,,0,0,0,,,,,,,,0,0,0,0
210546,7267415,,0,0,0,,,,,,,,1,0,0,1
183615,18958673,377.0,0,0,0,,,,,,,,4,0,0,1
1914351,13040663,,0,0,0,,,,,,,,0,0,0,1
1712706,7784645,,0,0,0,,,,,,,,0,0,0,0
1032446,24094691,,0,0,0,,,,,,,,2,1,0,0
2059264,23860371,101.0,3,3,0,,,,,,,,0,0,0,1
1851532,1879435,1212.0,0,0,0,,,,,,,,0,1,0,0
1786192,18037965,,0,0,0,,,,,,,,0,0,0,1
1207302,20961505,531.0,0,0,0,,,,,,,,0,0,0,1
1752766,22003203,87.0,1,1,0,,,,,,,,1,0,0,0
1753591,7212609,40.0,2,0,2,,,,,,,,0,0,0,0
518921,12413647,,0,0,0,1198.0,1198.0,1198.0,0.0,0.0,,,3,0,0,0
1418478,17077387,2059.0,0,0,0,,,,,,,,1,1,0,0
1234751,13206967,,0,0,0,,,,,,,,2,0,0,1
334502,23624655,430.0,0,0,0,,,,,,,,0,0,0,1
703622,2876207,338.0,0,0,0,,,,,,,,1,0,0,1
459030,24667617,,0,0,0,1978.0,1978.0,1978.0,0.0,0.0,,,0,0,0,1
1579429,24601821,223.0,0,0,0,,,,,,,,0,0,0,1
172625,8456137,42.0,2,2,0,,,,,,,,1,0,0,0
961035,12783861,372.0,0,0,0,,,,,,,,1,0,1,0
2330384,25437649,38.0,8,3,5,677.0,677.0,677.0,0.0,0.0,,,1,0,0,1
1292283,11910821,42.0,1,1,0,,,,,,,,2,0,0,1
2017024,5464845,,0,0,0,257.0,257.0,257.0,0.0,0.0,,,0,0,1,0
2296796,23098893,53.0,1,0,1,,,,,,,,0,0,0,1
2040771,24176381,14.0,21,18,3,,,,,,4.0,1317.0,1,0,0,1
1894198,25271099,17.0,2,2,0,,,,,,,,5,0,0,0
988777,6938841,887.0,0,0,0,,,,,,,,0,0,0,0
2123503,16140337,2004.0,0,0,0,,,,,,,,2,0,0,1
1914710,20996175,,0,0,0,505.0,32.0,1373.0,0.0,0.0,,,0,0,0,0
2246001,5539753,360.0,0,0,0,,,,,,,,0,0,0,1
805501,18641105,,0,0,0,,,,,,,,1,0,1,0
359591,17127223,279.0,0,0,0,1611.25,91.0,3581.0,0.0,0.0,,,1,0,0,1
1910126,25528459,17.0,2,2,0,,,,,,,,3,0,0,1
416827,4027393,,0,0,0,540.0,173.0,907.0,0.0,0.0,,,6,0,0,1
134170,18823933,,0,0,0,592.0,592.0,592.0,0.0,0.0,,,0,0,0,1
1897789,2397381,249.0,0,0,0,,,,,,,,0,0,0,1
1376721,24331659,,0,0,0,,,,,,,,4,0,0,0
1994334,4835313,1683.0,0,0,0,,,,,,,,1,0,0,1
2145391,19859901,273.0,0,0,0,,,,,,,,0,0,0,1
2270280,16263385,449.0,0,0,0,,,,,,,,0,0,0,1
463393,21826931,288.0,0,0,0,,,,,,,,0,0,0,1
523408,2564679,,0,0,0,,,,,,,,0,0,0,0
804666,17314257,,0,0,0,,,,,,,,2,0,0,0
1486394,23705081,73.0,2,2,0,273.0,273.0,273.0,0.0,0.0,,,1,0,0,0
2348135,1630647,948.0,0,0,0,,,,,,,,2,0,0,1
1400513,22532355,329.0,0,0,0,,,,,,,,0,0,0,1
1746463,25032053,,0,0,0,588.0,588.0,588.0,0.0,0.0,,,0,0,0,0
1339098,25169617,868.0,0,0,0,,,,,,,,2,0,0,1
143506,21168891,383.0,0,0,0,,,,,,,,0,0,0,1
1708811,24727817,75.0,9,8,1,,,,,,,,2,0,0,0
1886966,21598027,560.0,0,0,0,,,,,,,,1,0,0,1
1059999,4981751,,0,0,0,738.0,738.0,738.0,0.0,0.0,4.0,661.0,2,0,0,0
2301253,20065763,305.0,0,0,0,,,,,,,,1,1,0,0
1869080,1130373,1555.0,0,0,0,,,,,,,,0,0,0,1
1750966,2359575,,0,0,0,,,,,,,,0,0,0,0
144450,14119451,2317.0,0,0,0,,,,,,,,1,1,0,0
815550,19279681,70.0,11,11,0,,,,,,,,1,0,0,0
1529766,14467303,56.0,1,1,0,,,,,,,,1,0,0,1
1041312,21452871,310.0,0,0,0,,,,,,,,0,0,0,1
539512,5851629,,0,0,0,,,,,,,,0,0,0,0
1711718,2859117,13.0,24,18,6,,,,,,4.0,,0,0,0,1
1221462,7264061,7.0,6,3,3,,,,,,,,0,0,0,0
1691905,25174857,73.0,5,5,0,639.0,639.0,639.0,0.0,0.0,353.0,0.0,0,0,0,1
534558,25348263,,0,0,0,,,,,,,,2,1,0,0
723087,7146179,,0,0,0,,,,,,,,1,0,0,0
249120,19815779,361.0,0,0,0,,,,,,,,0,0,0,1
1806158,17822423,33.0,6,5,1,,,,,,,,0,0,0,1
652623,9504595,,0,0,0,,,,,,,,1,0,0,0
1715195,18450033,,0,0,0,844.0,844.0,844.0,0.0,0.0,4.0,,0,0,0,1
1187413,21530877,19.0,4,3,1,,,,,,,,1,0,0,0
1412767,23242039,20.0,14,14,0,489.5,66.0,913.0,0.0,0.0,3.0,,0,0,0,0
1118169,3493861,,0,0,0,,,,,,,,1,0,0,0
101009,20730501,41.0,2,2,0,,,,,,,,1,0,0,1
1983924,24072621,282.0,0,0,0,270.0,270.0,270.0,0.0,1.0,,,0,0,0,0
646652,25147335,58.0,7,6,1,,,,,,,,2,0,0,1
2284237,13462471,,0,0,0,,,,,,,,0,0,0,1
610130,23250229,182.0,1,1,0,,,,,,,,1,0,0,0
1448614,25233315,,0,0,0,79.0,79.0,79.0,0.0,1.0,,,4,0,0,1
1323950,25518111,,0,0,0,777.0,424.0,1130.0,0.0,0.0,,,4,0,0,1
834565,17896271,37.0,4,4,0,,,,,,,,0,0,0,1
861504,19710385,59.0,9,7,2,,,,,,,,0,0,0,1
1975891,9467267,,0,0,0,,,,,,,,0,1,0,0
1118849,22646153,225.0,0,0,0,,,,,,,,0,0,0,1
1483239,5916891,55.0,3,3,0,,,,,,,,0,0,0,0
2223887,25466487,888.0,0,0,0,1093.0,1093.0,1093.0,0.0,0.0,,,1,0,0,0
1969088,5014285,201.0,0,0,0,,,,,,,,0,1,0,0
596076,3899379,1673.0,0,0,0,,,,,,,,0,0,0,1
877821,24133073,315.0,0,0,0,,,,,,,,2,0,0,1
2240227,1544389,6.0,5,5,0,,,,,,,,8,0,0,0
966271,806945,,0,0,0,,,,,,,,0,0,0,0
1078485,18690191,,0,0,0,,,,,,,,0,0,0,1
523395,9150653,18.0,1,0,1,,,,,,,,0,0,0,0
2179568,24840139,,0,0,0,,,,,,,,3,0,0,0
1316475,11854223,,0,0,0,,,,,,,,1,0,0,0
1902216,9291973,,0,0,0,,,,,,,,3,0,0,0
1184253,19464719,61.0,2,0,2,,,,,,,,4,0,0,0
2264556,7624547,123.0,4,0,4,,,,,,,,3,1,0,0
1986389,23151695,,0,0,0,,,,,,,,7,0,0,1
2072291,7074871,28.0,21,16,5,1725.0,1725.0,1725.0,0.0,0.0,853.0,1733.0,3,1,0,0
1217494,21142593,111.0,8,8,0,,,,,,,,2,0,0,1
415708,20997793,413.0,0,0,0,,,,,,,,0,1,0,0
2036076,19312807,143.0,2,2,0,703.0,461.0,945.0,0.0,0.0,,,2,0,0,1
1048025,18147269,,0,0,0,,,,,,,,5,0,0,0
920109,24924045,,0,0,0,241.5,50.0,433.0,0.0,0.0,,,1,0,1,0
2296173,24900499,65.0,1,1,0,1452.0,1452.0,1452.0,0.0,0.0,,,3,0,0,1
2013757,20291321,1017.0,0,0,0,,,,,,,,3,0,0,1
1309054,19366667,247.0,0,0,0,373.0,373.0,373.0,0.0,0.0,,,1,0,0,1
1220858,16265301,,0,0,0,614.0,129.0,1099.0,0.0,0.0,891.0,0.0,1,0,0,0
1991406,21645471,6.0,1,1,0,,,,,,4.0,,1,0,0,1
1266376,24896991,,0,0,0,,,,,,3.0,759.0,4,1,0,0
876798,18591805,,0,0,0,,,,,,,,1,0,0,0
1936229,8979123,,0,0,0,,,,,,,,2,0,0,0
2078934,462805,393.0,0,0,0,,,,,,,,0,0,0,1
395061,7327679,39.0,6,5,1,,,,,,,,1,0,0,1
288100,12459311,299.0,0,0,0,,,,,,,,0,0,0,1
495011,22640149,,0,0,0,,,,,,,,0,1,0,0
1068943,25386807,,0,0,0,,,,,,,,6,0,1,0
1134979,7734161,168.0,10,8,2,,,,,,,,0,0,0,1
188789,11855467,,0,0,0,,,,,,,,1,0,0,1
1053805,20890519,,0,0,0,389.0,389.0,389.0,0.0,0.0,,,1,0,0,0
1857779,23344413,85.0,1,1,0,,,,,,,,1,0,0,1
580695,1019045,2231.0,0,0,0,,,,,,,,1,1,0,0
999268,9891489,,0,0,0,,,,,,,,0,0,0,1
1204828,4984741,1094.0,0,0,0,,,,,,,,0,0,1,0
1734635,11004145,,0,0,0,,,,,,,,0,0,0,0
1468479,23571593,15.0,2,2,0,,,,,,,,7,0,0,1
287581,21504093,930.0,0,0,0,,,,,,,,1,0,0,1
1736790,19685827,,0,0,0,,,,,,,,2,0,0,1
1165273,1084079,,0,0,0,,,,,,,,0,0,0,0
894853,8327101,892.0,0,0,0,,,,,,2.0,,1,0,0,0
1550715,3428983,45.0,2,2,0,,,,,,,,2,0,0,1
1632905,24476959,,0,0,0,,,,,,,,2,0,0,0
916491,12076109,1168.0,0,0,0,,,,,,,,1,0,0,0
1593609,16926849,4.0,41,32,9,,,,,,,,1,0,0,1
2305137,16309623,1662.0,0,0,0,,,,,,,,0,0,0,1
359637,20755551,977.0,0,0,0,,,,,,,,2,0,0,1
362346,14590559,,0,0,0,,,,,,,,1,0,0,0
1407568,7673151,47.0,1,0,1,,,,,,,,1,0,0,1
1727907,24678299,50.0,2,2,0,1478.0,1232.0,1724.0,0.0,0.0,,,3,0,0,1
1652765,10150327,,0,0,0,,,,,,,,1,0,0,1
1549886,22634193,,0,0,0,,,,,,,,0,0,0,1
1538439,15186091,24.0,1,1,0,,,,,,,,0,1,0,0
752628,25155343,,0,0,0,,,,,,,,3,0,0,1
2062053,798261,,0,0,0,195.0,195.0,195.0,0.0,0.0,,,1,0,0,0
260721,23392923,2649.0,0,0,0,,,,,,,,0,0,0,1
1154238,20308549,423.0,0,0,0,,,,,,,,1,0,0,1
1535419,19733591,,0,0,0,,,,,,,,2,0,1,0
1394122,23459261,,0,0,0,,,,,,,,0,0,0,1
699956,23394117,7.0,5,5,0,,,,,,,,5,0,0,1
2063926,11358115,1036.0,0,0,0,1009.75,114.0,2134.0,0.0,0.0,3.0,1369.0,12,0,0,0
571169,24601403,150.0,1,1,0,,,,,,,,0,0,0,0
1895012,19564269,1357.0,0,0,0,,,,,,,,1,1,0,0
2010696,17185977,,0,0,0,,,,,,,,3,0,0,0
1055150,21120905,176.0,1,1,0,,,,,,,,2,0,0,1
1224172,11979815,,0,0,0,,,,,,,,1,0,0,1
1361647,25417647,,0,0,0,855.2,35.0,1922.0,0.0,0.0,,,3,0,0,1
1423933,22654261,9.0,2,2,0,1656.5,1391.0,1922.0,0.0,0.0,,,1,0,0,1
1946916,23022271,16.0,15,15,0,,,,,,,,0,0,0,1
1305164,3876465,7.0,7,7,0,,,,,,,,8,1,0,0
234584,20660961,7.0,4,4,0,,,,,,,,1,0,0,1
1610033,19953285,1398.0,0,0,0,,,,,,,,0,0,0,1
370584,25403999,,0,0,0,,,,,,,,2,1,0,0
1546617,25515809,9.0,29,27,2,,,,,,,,3,0,0,0
141352,5666997,206.0,0,0,0,,,,,,,,0,1,0,0
2306355,809881,6.0,4,4,0,,,,,,,,1,0,0,1
744154,13006267,,0,0,0,,,,,,,,0,0,0,0
343581,18159383,233.0,0,0,0,691.0,691.0,691.0,0.0,0.0,,,1,0,0,1
1181830,17925877,,0,0,0,,,,,,,,2,0,0,1
1874294,25185621,,0,0,0,216.0,44.0,388.0,0.0,1.0,,,4,0,0,1
1643572,19438891,,0,0,0,,,,,,,,0,1,0,0
613331,8000035,,0,0,0,,,,,,,,0,0,0,0
1398501,25587153,,0,0,0,61.0,61.0,61.0,0.0,1.0,,,4,0,0,0
381044,17787717,273.0,0,0,0,,,,,,,,0,0,0,0
1448458,949103,92.0,1,1,0,,,,,,,,1,0,0,1
1071453,18775845,2.0,128,128,0,,,,,,,,2,0,0,0
2124470,3781935,8.0,2,2,0,,,,,,,,1,1,0,0
1062058,22344339,,0,0,0,109.0,109.0,109.0,0.0,0.0,,,1,0,0,0
2027852,20355421,24.0,7,4,3,,,,,,,,2,0,0,1
1781748,24623337,,0,0,0,282.85714285714283,16.0,789.0,0.0,0.0,,,6,0,0,1
247075,21599863,155.0,1,1,0,,,,,,,,2,0,0,1
19264,23233835,,0,0,0,,,,,,,,1,0,0,0
